"","date","community","age16plus_per"
"1","12/14/2020","City of Agoura Hills",0
"2","12/14/2020","City of Alhambra",0
"3","12/14/2020","City of Arcadia",0
"4","12/14/2020","City of Artesia",0
"5","12/14/2020","City of Avalon",0
"6","12/14/2020","City of Azusa",0
"7","12/14/2020","City of Baldwin Park",0
"8","12/14/2020","City of Bell",0
"9","12/14/2020","City of Bell Gardens",0
"10","12/14/2020","City of Bellflower",0
"11","12/14/2020","City of Beverly Hills",0
"12","12/14/2020","City of Bradbury",0
"13","12/14/2020","City of Burbank",0
"14","12/14/2020","City of Calabasas",0
"15","12/14/2020","City of Carson",0
"16","12/14/2020","City of Cerritos",0
"17","12/14/2020","City of Claremont",0
"18","12/14/2020","City of Commerce",0
"19","12/14/2020","City of Compton",0
"20","12/14/2020","City of Covina",0
"21","12/14/2020","City of Cudahy",0
"22","12/14/2020","City of Culver City",0
"23","12/14/2020","City of Diamond Bar",0
"24","12/14/2020","City of Downey",0
"25","12/14/2020","City of Duarte",0
"26","12/14/2020","City of El Monte",0
"27","12/14/2020","City of El Segundo",0
"28","12/14/2020","City of Gardena",0
"29","12/14/2020","City of Glendale",0
"30","12/14/2020","City of Glendora",0
"31","12/14/2020","City of Hawaiian Gardens",0
"32","12/14/2020","City of Hawthorne",0
"33","12/14/2020","City of Hermosa Beach",0
"34","12/14/2020","City of Hidden Hills",0
"35","12/14/2020","City of Huntington Park",0
"36","12/14/2020","City of Industry",0
"37","12/14/2020","City of Inglewood",0
"38","12/14/2020","City of Irwindale",0
"39","12/14/2020","City of La Canada Flintridge",0
"40","12/14/2020","City of La Habra Heights",0
"41","12/14/2020","City of La Mirada",0
"42","12/14/2020","City of La Puente",0
"43","12/14/2020","City of La Verne",0
"44","12/14/2020","City of Lakewood",0
"45","12/14/2020","City of Lancaster",0
"46","12/14/2020","City of Lawndale",0
"47","12/14/2020","City of Lomita",0
"48","12/14/2020","City of Long Beach",0
"49","12/14/2020","City of Lynwood",0
"50","12/14/2020","City of Malibu",0
"51","12/14/2020","City of Manhattan Beach",0
"52","12/14/2020","City of Maywood",0
"53","12/14/2020","City of Monrovia",0
"54","12/14/2020","City of Montebello",0
"55","12/14/2020","City of Monterey Park",0
"56","12/14/2020","City of Norwalk",0
"57","12/14/2020","City of Palmdale",0
"58","12/14/2020","City of Palos Verdes Estates",0
"59","12/14/2020","City of Paramount",0
"60","12/14/2020","City of Pasadena",0
"61","12/14/2020","City of Pico Rivera",0
"62","12/14/2020","City of Pomona",0
"63","12/14/2020","City of Rancho Palos Verdes",0
"64","12/14/2020","City of Redondo Beach",0
"65","12/14/2020","City of Rolling Hills",0
"66","12/14/2020","City of Rolling Hills Estates",0
"67","12/14/2020","City of Rosemead",0
"68","12/14/2020","City of San Dimas",0
"69","12/14/2020","City of San Fernando",0
"70","12/14/2020","City of San Gabriel",0
"71","12/14/2020","City of San Marino",0
"72","12/14/2020","City of Santa Clarita",0
"73","12/14/2020","City of Santa Fe Springs",0
"74","12/14/2020","City of Santa Monica",0
"75","12/14/2020","City of Sierra Madre",0
"76","12/14/2020","City of Signal Hill",0
"77","12/14/2020","City of South El Monte",0
"78","12/14/2020","City of South Gate",0
"79","12/14/2020","City of South Pasadena",0
"80","12/14/2020","City of Temple City",0
"81","12/14/2020","City of Torrance",0
"82","12/14/2020","City of Vernon",0
"83","12/14/2020","City of Walnut",0
"84","12/14/2020","City of West Covina",0
"85","12/14/2020","City of West Hollywood",0
"86","12/14/2020","City of Westlake Village",0
"87","12/14/2020","City of Whittier",0
"88","12/14/2020","Los Angeles - Adams-Normandie",0
"89","12/14/2020","Los Angeles - Alsace",0
"90","12/14/2020","Los Angeles - Angeles National Forest",0
"91","12/14/2020","Los Angeles - Angelino Heights",0
"92","12/14/2020","Los Angeles - Arleta",0
"93","12/14/2020","Los Angeles - Atwater Village",0
"94","12/14/2020","Los Angeles - Baldwin Hills",0
"95","12/14/2020","Los Angeles - Bel Air",0
"96","12/14/2020","Los Angeles - Beverly Crest",0
"97","12/14/2020","Los Angeles - Beverlywood",0
"98","12/14/2020","Los Angeles - Boyle Heights",0
"99","12/14/2020","Los Angeles - Brentwood",0
"100","12/14/2020","Los Angeles - Brookside",0
"101","12/14/2020","Los Angeles - Cadillac-Corning",0
"102","12/14/2020","Los Angeles - Canoga Park",0
"103","12/14/2020","Los Angeles - Carthay",0
"104","12/14/2020","Los Angeles - Central",0
"105","12/14/2020","Los Angeles - Century City",0
"106","12/14/2020","Los Angeles - Century Palms/Cove",0
"107","12/14/2020","Los Angeles - Chatsworth",0
"108","12/14/2020","Los Angeles - Cheviot Hills",0
"109","12/14/2020","Los Angeles - Chinatown",0
"110","12/14/2020","Los Angeles - Cloverdale/Cochran",0
"111","12/14/2020","Los Angeles - Country Club Park",0
"112","12/14/2020","Los Angeles - Crenshaw District",0
"113","12/14/2020","Los Angeles - Crestview",0
"114","12/14/2020","Los Angeles - Del Rey",0
"115","12/14/2020","Los Angeles - Downtown",0
"116","12/14/2020","Los Angeles - Eagle Rock",0
"117","12/14/2020","Los Angeles - East Hollywood",0
"118","12/14/2020","Los Angeles - Echo Park",0
"119","12/14/2020","Los Angeles - El Sereno",0
"120","12/14/2020","Los Angeles - Elysian Park",0
"121","12/14/2020","Los Angeles - Elysian Valley",0
"122","12/14/2020","Los Angeles - Encino",0
"123","12/14/2020","Los Angeles - Exposition",0
"124","12/14/2020","Los Angeles - Exposition Park",0
"125","12/14/2020","Los Angeles - Faircrest Heights",0
"126","12/14/2020","Los Angeles - Figueroa Park Square",0
"127","12/14/2020","Los Angeles - Florence-Firestone",0
"128","12/14/2020","Los Angeles - Glassell Park",0
"129","12/14/2020","Los Angeles - Gramercy Place",0
"130","12/14/2020","Los Angeles - Granada Hills",0
"131","12/14/2020","Los Angeles - Green Meadows",0
"132","12/14/2020","Los Angeles - Hancock Park",0
"133","12/14/2020","Los Angeles - Harbor City",0
"134","12/14/2020","Los Angeles - Harbor Gateway",0
"135","12/14/2020","Los Angeles - Harbor Pines",0
"136","12/14/2020","Los Angeles - Harvard Heights",0
"137","12/14/2020","Los Angeles - Harvard Park",0
"138","12/14/2020","Los Angeles - Highland Park",0
"139","12/14/2020","Los Angeles - Historic Filipinotown",0
"140","12/14/2020","Los Angeles - Hollywood",0
"141","12/14/2020","Los Angeles - Hollywood Hills",0
"142","12/14/2020","Los Angeles - Hyde Park",0
"143","12/14/2020","Los Angeles - Jefferson Park",0
"144","12/14/2020","Los Angeles - Koreatown",0
"145","12/14/2020","Los Angeles - Lafayette Square",0
"146","12/14/2020","Los Angeles - Lake Balboa",0
"147","12/14/2020","Los Angeles - Lakeview Terrace",0
"148","12/14/2020","Los Angeles - Leimert Park",0
"149","12/14/2020","Los Angeles - Lincoln Heights",0
"150","12/14/2020","Los Angeles - Little Armenia",0
"151","12/14/2020","Los Angeles - Little Bangladesh",0
"152","12/14/2020","Los Angeles - Little Tokyo",0
"153","12/14/2020","Los Angeles - Longwood",0
"154","12/14/2020","Los Angeles - Los Feliz",0
"155","12/14/2020","Los Angeles - Manchester Square",0
"156","12/14/2020","Los Angeles - Mandeville Canyon",0
"157","12/14/2020","Los Angeles - Mar Vista",0
"158","12/14/2020","Los Angeles - Marina Peninsula",0
"159","12/14/2020","Los Angeles - Melrose",0
"160","12/14/2020","Los Angeles - Mid-city",0
"161","12/14/2020","Los Angeles - Miracle Mile",0
"162","12/14/2020","Los Angeles - Mission Hills",0
"163","12/14/2020","Los Angeles - Mt. Washington",0
"164","12/14/2020","Los Angeles - North Hills",0
"165","12/14/2020","Los Angeles - North Hollywood",0
"166","12/14/2020","Los Angeles - Northridge",0
"167","12/14/2020","Los Angeles - Pacific Palisades",0
"168","12/14/2020","Los Angeles - Pacoima",0
"169","12/14/2020","Los Angeles - Palisades Highlands",0
"170","12/14/2020","Los Angeles - Palms",0
"171","12/14/2020","Los Angeles - Panorama City",0
"172","12/14/2020","Los Angeles - Park La Brea",0
"173","12/14/2020","Los Angeles - Pico-Union",0
"174","12/14/2020","Los Angeles - Playa Del Rey",0
"175","12/14/2020","Los Angeles - Playa Vista",0
"176","12/14/2020","Los Angeles - Porter Ranch",0
"177","12/14/2020","Los Angeles - Rancho Park",0
"178","12/14/2020","Los Angeles - Regent Square",0
"179","12/14/2020","Los Angeles - Reseda",0
"180","12/14/2020","Los Angeles - Reseda Ranch",0
"181","12/14/2020","Los Angeles - Reynier Village",0
"182","12/14/2020","Los Angeles - San Pedro",0
"183","12/14/2020","Los Angeles - Shadow Hills",0
"184","12/14/2020","Los Angeles - Sherman Oaks",0
"185","12/14/2020","Los Angeles - Silverlake",0
"186","12/14/2020","Los Angeles - South Carthay",0
"187","12/14/2020","Los Angeles - South Park",0
"188","12/14/2020","Los Angeles - St Elmo Village",0
"189","12/14/2020","Los Angeles - Studio City",0
"190","12/14/2020","Los Angeles - Sun Valley",0
"191","12/14/2020","Los Angeles - Sunland",0
"192","12/14/2020","Los Angeles - Sycamore Square",0
"193","12/14/2020","Los Angeles - Sylmar",0
"194","12/14/2020","Los Angeles - Tarzana",0
"195","12/14/2020","Los Angeles - Temple-Beaudry",0
"196","12/14/2020","Los Angeles - Thai Town",0
"197","12/14/2020","Los Angeles - Toluca Lake",0
"198","12/14/2020","Los Angeles - Toluca Terrace",0
"199","12/14/2020","Los Angeles - Toluca Woods",0
"200","12/14/2020","Los Angeles - Tujunga",0
"201","12/14/2020","Los Angeles - University Hills",0
"202","12/14/2020","Los Angeles - University Park",0
"203","12/14/2020","Los Angeles - Valley Glen",0
"204","12/14/2020","Los Angeles - Valley Village",0
"205","12/14/2020","Los Angeles - Van Nuys",0
"206","12/14/2020","Los Angeles - Venice",0
"207","12/14/2020","Los Angeles - Vermont Knolls",0
"208","12/14/2020","Los Angeles - Vermont Square",0
"209","12/14/2020","Los Angeles - Vermont Vista",0
"210","12/14/2020","Los Angeles - Vernon Central",0
"211","12/14/2020","Los Angeles - Victoria Park",0
"212","12/14/2020","Los Angeles - View Heights",0
"213","12/14/2020","Los Angeles - Watts",0
"214","12/14/2020","Los Angeles - Wellington Square",0
"215","12/14/2020","Los Angeles - West Adams",0
"216","12/14/2020","Los Angeles - West Hills",0
"217","12/14/2020","Los Angeles - West Los Angeles",0
"218","12/14/2020","Los Angeles - West Vernon",0
"219","12/14/2020","Los Angeles - Westchester",0
"220","12/14/2020","Los Angeles - Westlake",0
"221","12/14/2020","Los Angeles - Westwood",0
"222","12/14/2020","Los Angeles - Wholesale District",0
"223","12/14/2020","Los Angeles - Wilmington",0
"224","12/14/2020","Los Angeles - Wilshire Center",0
"225","12/14/2020","Los Angeles - Winnetka",0
"226","12/14/2020","Los Angeles - Woodland Hills",0
"227","12/14/2020","Not Available",0
"228","12/14/2020","Unincorporated - Acton",0
"229","12/14/2020","Unincorporated - Agua Dulce",0
"230","12/14/2020","Unincorporated - Altadena",0
"231","12/14/2020","Unincorporated - Anaverde",0
"232","12/14/2020","Unincorporated - Angeles National Forest",0
"233","12/14/2020","Unincorporated - Arcadia",0
"234","12/14/2020","Unincorporated - Athens Village",0
"235","12/14/2020","Unincorporated - Athens-Westmont",0
"236","12/14/2020","Unincorporated - Avocado Heights",0
"237","12/14/2020","Unincorporated - Azusa",0
"238","12/14/2020","Unincorporated - Bassett",0
"239","12/14/2020","Unincorporated - Bouquet Canyon",0
"240","12/14/2020","Unincorporated - Bradbury",0
"241","12/14/2020","Unincorporated - Canyon Country",0
"242","12/14/2020","Unincorporated - Castaic",0
"243","12/14/2020","Unincorporated - Cerritos",0
"244","12/14/2020","Unincorporated - Charter Oak",0
"245","12/14/2020","Unincorporated - Claremont",0
"246","12/14/2020","Unincorporated - Covina",0
"247","12/14/2020","Unincorporated - Covina (Charter Oak)",0
"248","12/14/2020","Unincorporated - Del Aire",0
"249","12/14/2020","Unincorporated - Del Rey",0
"250","12/14/2020","Unincorporated - Del Sur",0
"251","12/14/2020","Unincorporated - Desert View Highlands",0
"252","12/14/2020","Unincorporated - Duarte",0
"253","12/14/2020","Unincorporated - East Covina",0
"254","12/14/2020","Unincorporated - East La Mirada",0
"255","12/14/2020","Unincorporated - East Lancaster",0
"256","12/14/2020","Unincorporated - East Los Angeles",0
"257","12/14/2020","Unincorporated - East Pasadena",0
"258","12/14/2020","Unincorporated - East Rancho Dominguez",0
"259","12/14/2020","Unincorporated - East Whittier",0
"260","12/14/2020","Unincorporated - El Camino Village",0
"261","12/14/2020","Unincorporated - El Monte",0
"262","12/14/2020","Unincorporated - Elizabeth Lake",0
"263","12/14/2020","Unincorporated - Florence-Firestone",0
"264","12/14/2020","Unincorporated - Franklin Canyon",NA
"265","12/14/2020","Unincorporated - Glendora",0
"266","12/14/2020","Unincorporated - Hacienda Heights",0
"267","12/14/2020","Unincorporated - Harbor Gateway",0
"268","12/14/2020","Unincorporated - Hawthorne",0
"269","12/14/2020","Unincorporated - Hi Vista",0
"270","12/14/2020","Unincorporated - Kagel/Lopez Canyons",0
"271","12/14/2020","Unincorporated - La Crescenta-Montrose",0
"272","12/14/2020","Unincorporated - La Habra Heights",0
"273","12/14/2020","Unincorporated - La Rambla",0
"274","12/14/2020","Unincorporated - La Verne",0
"275","12/14/2020","Unincorporated - Ladera Heights",0
"276","12/14/2020","Unincorporated - Lake Hughes",0
"277","12/14/2020","Unincorporated - Lake Los Angeles",0
"278","12/14/2020","Unincorporated - Lake Manor",0
"279","12/14/2020","Unincorporated - Lakewood",0
"280","12/14/2020","Unincorporated - Lennox",0
"281","12/14/2020","Unincorporated - Leona Valley",0
"282","12/14/2020","Unincorporated - Littlerock",0
"283","12/14/2020","Unincorporated - Littlerock/Juniper Hills",0
"284","12/14/2020","Unincorporated - Littlerock/Pearblossom",0
"285","12/14/2020","Unincorporated - Llano",0
"286","12/14/2020","Unincorporated - Long Beach",0
"287","12/14/2020","Unincorporated - Marina del Rey",0
"288","12/14/2020","Unincorporated - Monrovia",0
"289","12/14/2020","Unincorporated - Newhall",0
"290","12/14/2020","Unincorporated - North Lancaster",0
"291","12/14/2020","Unincorporated - North Whittier",0
"292","12/14/2020","Unincorporated - Northeast San Gabriel",0
"293","12/14/2020","Unincorporated - Padua Hills",0
"294","12/14/2020","Unincorporated - Palmdale",0
"295","12/14/2020","Unincorporated - Palos Verdes Peninsula",0
"296","12/14/2020","Unincorporated - Pearblossom/Llano",0
"297","12/14/2020","Unincorporated - Pellissier Village",0
"298","12/14/2020","Unincorporated - Placerita Canyon",0
"299","12/14/2020","Unincorporated - Pomona",0
"300","12/14/2020","Unincorporated - Quartz Hill",0
"301","12/14/2020","Unincorporated - Rancho Dominguez",0
"302","12/14/2020","Unincorporated - Roosevelt",0
"303","12/14/2020","Unincorporated - Rosewood",0
"304","12/14/2020","Unincorporated - Rosewood/East Gardena",0
"305","12/14/2020","Unincorporated - Rosewood/West Rancho Dominguez",0
"306","12/14/2020","Unincorporated - Rowland Heights",0
"307","12/14/2020","Unincorporated - San Francisquito Canyon/Bouquet Canyon",0
"308","12/14/2020","Unincorporated - San Jose Hills",0
"309","12/14/2020","Unincorporated - San Pasqual",0
"310","12/14/2020","Unincorporated - Sand Canyon",0
"311","12/14/2020","Unincorporated - Santa Catalina Island",0
"312","12/14/2020","Unincorporated - Santa Monica Mountains",0
"313","12/14/2020","Unincorporated - Saugus",0
"314","12/14/2020","Unincorporated - Saugus/Canyon Country",0
"315","12/14/2020","Unincorporated - South Antelope Valley",0
"316","12/14/2020","Unincorporated - South El Monte",0
"317","12/14/2020","Unincorporated - South San Gabriel",0
"318","12/14/2020","Unincorporated - South Whittier",0
"319","12/14/2020","Unincorporated - Southeast Antelope Valley",0
"320","12/14/2020","Unincorporated - Stevenson Ranch",0
"321","12/14/2020","Unincorporated - Sun Village",0
"322","12/14/2020","Unincorporated - Sunrise Village",0
"323","12/14/2020","Unincorporated - Twin Lakes/Oat Mountain",0
"324","12/14/2020","Unincorporated - Universal City",0
"325","12/14/2020","Unincorporated - Val Verde",0
"326","12/14/2020","Unincorporated - Valencia",0
"327","12/14/2020","Unincorporated - Valinda",0
"328","12/14/2020","Unincorporated - View Park/Windsor Hills",0
"329","12/14/2020","Unincorporated - Walnut",NA
"330","12/14/2020","Unincorporated - Walnut Park",0
"331","12/14/2020","Unincorporated - West Antelope Valley",0
"332","12/14/2020","Unincorporated - West Carson",0
"333","12/14/2020","Unincorporated - West Chatsworth",0
"334","12/14/2020","Unincorporated - West LA",0
"335","12/14/2020","Unincorporated - West Puente Valley",0
"336","12/14/2020","Unincorporated - West Rancho Dominguez",0
"337","12/14/2020","Unincorporated - West Whittier/Los Nietos",0
"338","12/14/2020","Unincorporated - Westfield/Academy Hills",0
"339","12/14/2020","Unincorporated - Westhills",0
"340","12/14/2020","Unincorporated - White Fence Farms",0
"341","12/14/2020","Unincorporated - Whittier",0
"342","12/14/2020","Unincorporated - Whittier Narrows",0
"343","12/14/2020","Unincorporated - Willowbrook",0
"344","12/14/2020","Unincorporated - Wiseburn",0
"345","12/15/2020","City of Agoura Hills",0
"346","12/15/2020","City of Alhambra",0
"347","12/15/2020","City of Arcadia",0
"348","12/15/2020","City of Artesia",0
"349","12/15/2020","City of Avalon",0
"350","12/15/2020","City of Azusa",0
"351","12/15/2020","City of Baldwin Park",0
"352","12/15/2020","City of Bell",0
"353","12/15/2020","City of Bell Gardens",0
"354","12/15/2020","City of Bellflower",0
"355","12/15/2020","City of Beverly Hills",0
"356","12/15/2020","City of Bradbury",0
"357","12/15/2020","City of Burbank",0
"358","12/15/2020","City of Calabasas",0
"359","12/15/2020","City of Carson",0
"360","12/15/2020","City of Cerritos",0
"361","12/15/2020","City of Claremont",0
"362","12/15/2020","City of Commerce",0
"363","12/15/2020","City of Compton",0
"364","12/15/2020","City of Covina",0
"365","12/15/2020","City of Cudahy",0
"366","12/15/2020","City of Culver City",0
"367","12/15/2020","City of Diamond Bar",0
"368","12/15/2020","City of Downey",0
"369","12/15/2020","City of Duarte",0
"370","12/15/2020","City of El Monte",0
"371","12/15/2020","City of El Segundo",0
"372","12/15/2020","City of Gardena",0
"373","12/15/2020","City of Glendale",0
"374","12/15/2020","City of Glendora",0
"375","12/15/2020","City of Hawaiian Gardens",0
"376","12/15/2020","City of Hawthorne",0
"377","12/15/2020","City of Hermosa Beach",0
"378","12/15/2020","City of Hidden Hills",0
"379","12/15/2020","City of Huntington Park",0
"380","12/15/2020","City of Industry",0
"381","12/15/2020","City of Inglewood",0
"382","12/15/2020","City of Irwindale",0
"383","12/15/2020","City of La Canada Flintridge",0
"384","12/15/2020","City of La Habra Heights",0
"385","12/15/2020","City of La Mirada",0
"386","12/15/2020","City of La Puente",0
"387","12/15/2020","City of La Verne",0
"388","12/15/2020","City of Lakewood",0
"389","12/15/2020","City of Lancaster",0
"390","12/15/2020","City of Lawndale",0
"391","12/15/2020","City of Lomita",0
"392","12/15/2020","City of Long Beach",0
"393","12/15/2020","City of Lynwood",0
"394","12/15/2020","City of Malibu",0
"395","12/15/2020","City of Manhattan Beach",0
"396","12/15/2020","City of Maywood",0
"397","12/15/2020","City of Monrovia",0
"398","12/15/2020","City of Montebello",0
"399","12/15/2020","City of Monterey Park",0
"400","12/15/2020","City of Norwalk",0
"401","12/15/2020","City of Palmdale",0
"402","12/15/2020","City of Palos Verdes Estates",0
"403","12/15/2020","City of Paramount",0
"404","12/15/2020","City of Pasadena",0
"405","12/15/2020","City of Pico Rivera",0
"406","12/15/2020","City of Pomona",0
"407","12/15/2020","City of Rancho Palos Verdes",0
"408","12/15/2020","City of Redondo Beach",0
"409","12/15/2020","City of Rolling Hills",0
"410","12/15/2020","City of Rolling Hills Estates",0
"411","12/15/2020","City of Rosemead",0
"412","12/15/2020","City of San Dimas",0
"413","12/15/2020","City of San Fernando",0
"414","12/15/2020","City of San Gabriel",0
"415","12/15/2020","City of San Marino",0
"416","12/15/2020","City of Santa Clarita",0
"417","12/15/2020","City of Santa Fe Springs",0
"418","12/15/2020","City of Santa Monica",0
"419","12/15/2020","City of Sierra Madre",0
"420","12/15/2020","City of Signal Hill",0
"421","12/15/2020","City of South El Monte",0
"422","12/15/2020","City of South Gate",0
"423","12/15/2020","City of South Pasadena",0
"424","12/15/2020","City of Temple City",0
"425","12/15/2020","City of Torrance",0
"426","12/15/2020","City of Vernon",0
"427","12/15/2020","City of Walnut",0
"428","12/15/2020","City of West Covina",0
"429","12/15/2020","City of West Hollywood",0
"430","12/15/2020","City of Westlake Village",0
"431","12/15/2020","City of Whittier",0
"432","12/15/2020","Los Angeles - Adams-Normandie",0
"433","12/15/2020","Los Angeles - Alsace",0
"434","12/15/2020","Los Angeles - Angeles National Forest",0
"435","12/15/2020","Los Angeles - Angelino Heights",0
"436","12/15/2020","Los Angeles - Arleta",0
"437","12/15/2020","Los Angeles - Atwater Village",0
"438","12/15/2020","Los Angeles - Baldwin Hills",0
"439","12/15/2020","Los Angeles - Bel Air",0
"440","12/15/2020","Los Angeles - Beverly Crest",0
"441","12/15/2020","Los Angeles - Beverlywood",0
"442","12/15/2020","Los Angeles - Boyle Heights",0
"443","12/15/2020","Los Angeles - Brentwood",0
"444","12/15/2020","Los Angeles - Brookside",0
"445","12/15/2020","Los Angeles - Cadillac-Corning",0
"446","12/15/2020","Los Angeles - Canoga Park",0
"447","12/15/2020","Los Angeles - Carthay",0
"448","12/15/2020","Los Angeles - Central",0
"449","12/15/2020","Los Angeles - Century City",0
"450","12/15/2020","Los Angeles - Century Palms/Cove",0
"451","12/15/2020","Los Angeles - Chatsworth",0
"452","12/15/2020","Los Angeles - Cheviot Hills",0
"453","12/15/2020","Los Angeles - Chinatown",0
"454","12/15/2020","Los Angeles - Cloverdale/Cochran",0
"455","12/15/2020","Los Angeles - Country Club Park",0
"456","12/15/2020","Los Angeles - Crenshaw District",0
"457","12/15/2020","Los Angeles - Crestview",0
"458","12/15/2020","Los Angeles - Del Rey",0
"459","12/15/2020","Los Angeles - Downtown",0
"460","12/15/2020","Los Angeles - Eagle Rock",0
"461","12/15/2020","Los Angeles - East Hollywood",0
"462","12/15/2020","Los Angeles - Echo Park",0
"463","12/15/2020","Los Angeles - El Sereno",0
"464","12/15/2020","Los Angeles - Elysian Park",0
"465","12/15/2020","Los Angeles - Elysian Valley",0
"466","12/15/2020","Los Angeles - Encino",0
"467","12/15/2020","Los Angeles - Exposition",0
"468","12/15/2020","Los Angeles - Exposition Park",0
"469","12/15/2020","Los Angeles - Faircrest Heights",0
"470","12/15/2020","Los Angeles - Figueroa Park Square",0
"471","12/15/2020","Los Angeles - Florence-Firestone",0
"472","12/15/2020","Los Angeles - Glassell Park",0
"473","12/15/2020","Los Angeles - Gramercy Place",0
"474","12/15/2020","Los Angeles - Granada Hills",0
"475","12/15/2020","Los Angeles - Green Meadows",0
"476","12/15/2020","Los Angeles - Hancock Park",0
"477","12/15/2020","Los Angeles - Harbor City",0
"478","12/15/2020","Los Angeles - Harbor Gateway",0
"479","12/15/2020","Los Angeles - Harbor Pines",0
"480","12/15/2020","Los Angeles - Harvard Heights",0
"481","12/15/2020","Los Angeles - Harvard Park",0
"482","12/15/2020","Los Angeles - Highland Park",0
"483","12/15/2020","Los Angeles - Historic Filipinotown",0
"484","12/15/2020","Los Angeles - Hollywood",0
"485","12/15/2020","Los Angeles - Hollywood Hills",0
"486","12/15/2020","Los Angeles - Hyde Park",0
"487","12/15/2020","Los Angeles - Jefferson Park",0
"488","12/15/2020","Los Angeles - Koreatown",0
"489","12/15/2020","Los Angeles - Lafayette Square",0
"490","12/15/2020","Los Angeles - Lake Balboa",0
"491","12/15/2020","Los Angeles - Lakeview Terrace",0
"492","12/15/2020","Los Angeles - Leimert Park",0
"493","12/15/2020","Los Angeles - Lincoln Heights",0
"494","12/15/2020","Los Angeles - Little Armenia",0
"495","12/15/2020","Los Angeles - Little Bangladesh",0
"496","12/15/2020","Los Angeles - Little Tokyo",0
"497","12/15/2020","Los Angeles - Longwood",0
"498","12/15/2020","Los Angeles - Los Feliz",0
"499","12/15/2020","Los Angeles - Manchester Square",0
"500","12/15/2020","Los Angeles - Mandeville Canyon",0
"501","12/15/2020","Los Angeles - Mar Vista",0
"502","12/15/2020","Los Angeles - Marina Peninsula",0
"503","12/15/2020","Los Angeles - Melrose",0
"504","12/15/2020","Los Angeles - Mid-city",0
"505","12/15/2020","Los Angeles - Miracle Mile",0
"506","12/15/2020","Los Angeles - Mission Hills",0
"507","12/15/2020","Los Angeles - Mt. Washington",0
"508","12/15/2020","Los Angeles - North Hills",0
"509","12/15/2020","Los Angeles - North Hollywood",0
"510","12/15/2020","Los Angeles - Northridge",0
"511","12/15/2020","Los Angeles - Pacific Palisades",0
"512","12/15/2020","Los Angeles - Pacoima",0
"513","12/15/2020","Los Angeles - Palisades Highlands",0
"514","12/15/2020","Los Angeles - Palms",0
"515","12/15/2020","Los Angeles - Panorama City",0
"516","12/15/2020","Los Angeles - Park La Brea",0
"517","12/15/2020","Los Angeles - Pico-Union",0
"518","12/15/2020","Los Angeles - Playa Del Rey",0
"519","12/15/2020","Los Angeles - Playa Vista",0
"520","12/15/2020","Los Angeles - Porter Ranch",0
"521","12/15/2020","Los Angeles - Rancho Park",0
"522","12/15/2020","Los Angeles - Regent Square",0
"523","12/15/2020","Los Angeles - Reseda",0
"524","12/15/2020","Los Angeles - Reseda Ranch",0
"525","12/15/2020","Los Angeles - Reynier Village",0
"526","12/15/2020","Los Angeles - San Pedro",0
"527","12/15/2020","Los Angeles - Shadow Hills",0
"528","12/15/2020","Los Angeles - Sherman Oaks",0
"529","12/15/2020","Los Angeles - Silverlake",0
"530","12/15/2020","Los Angeles - South Carthay",0
"531","12/15/2020","Los Angeles - South Park",0
"532","12/15/2020","Los Angeles - St Elmo Village",0
"533","12/15/2020","Los Angeles - Studio City",0
"534","12/15/2020","Los Angeles - Sun Valley",0
"535","12/15/2020","Los Angeles - Sunland",0
"536","12/15/2020","Los Angeles - Sycamore Square",0
"537","12/15/2020","Los Angeles - Sylmar",0
"538","12/15/2020","Los Angeles - Tarzana",0
"539","12/15/2020","Los Angeles - Temple-Beaudry",0
"540","12/15/2020","Los Angeles - Thai Town",0
"541","12/15/2020","Los Angeles - Toluca Lake",0
"542","12/15/2020","Los Angeles - Toluca Terrace",0
"543","12/15/2020","Los Angeles - Toluca Woods",0
"544","12/15/2020","Los Angeles - Tujunga",0
"545","12/15/2020","Los Angeles - University Hills",0
"546","12/15/2020","Los Angeles - University Park",0
"547","12/15/2020","Los Angeles - Valley Glen",0
"548","12/15/2020","Los Angeles - Valley Village",0
"549","12/15/2020","Los Angeles - Van Nuys",0
"550","12/15/2020","Los Angeles - Venice",0
"551","12/15/2020","Los Angeles - Vermont Knolls",0
"552","12/15/2020","Los Angeles - Vermont Square",0
"553","12/15/2020","Los Angeles - Vermont Vista",0
"554","12/15/2020","Los Angeles - Vernon Central",0
"555","12/15/2020","Los Angeles - Victoria Park",0
"556","12/15/2020","Los Angeles - View Heights",0
"557","12/15/2020","Los Angeles - Watts",0
"558","12/15/2020","Los Angeles - Wellington Square",0
"559","12/15/2020","Los Angeles - West Adams",0
"560","12/15/2020","Los Angeles - West Hills",0
"561","12/15/2020","Los Angeles - West Los Angeles",0
"562","12/15/2020","Los Angeles - West Vernon",0
"563","12/15/2020","Los Angeles - Westchester",0
"564","12/15/2020","Los Angeles - Westlake",0
"565","12/15/2020","Los Angeles - Westwood",0
"566","12/15/2020","Los Angeles - Wholesale District",0
"567","12/15/2020","Los Angeles - Wilmington",0
"568","12/15/2020","Los Angeles - Wilshire Center",0
"569","12/15/2020","Los Angeles - Winnetka",0
"570","12/15/2020","Los Angeles - Woodland Hills",0
"571","12/15/2020","Not Available",0
"572","12/15/2020","Unincorporated - Acton",0
"573","12/15/2020","Unincorporated - Agua Dulce",0
