"","date","community","age16plus_per"
"35859","03/28/2021","City of Walnut",47
"35860","03/28/2021","City of West Covina",42
"35861","03/28/2021","City of West Hollywood",41
"35862","03/28/2021","City of Westlake Village",34
"35863","03/28/2021","City of Whittier",37
"35864","03/28/2021","Los Angeles - Adams-Normandie",29
"35865","03/28/2021","Los Angeles - Alsace",28
"35866","03/28/2021","Los Angeles - Angeles National Forest",3
"35867","03/28/2021","Los Angeles - Angelino Heights",37
"35868","03/28/2021","Los Angeles - Arleta",34
"35869","03/28/2021","Los Angeles - Atwater Village",44
"35870","03/28/2021","Los Angeles - Baldwin Hills",30
"35871","03/28/2021","Los Angeles - Bel Air",52
"35872","03/28/2021","Los Angeles - Beverly Crest",54
"35873","03/28/2021","Los Angeles - Beverlywood",50
"35874","03/28/2021","Los Angeles - Boyle Heights",29
"35875","03/28/2021","Los Angeles - Brentwood",50
"35876","03/28/2021","Los Angeles - Brookside",62
"35877","03/28/2021","Los Angeles - Cadillac-Corning",28
"35878","03/28/2021","Los Angeles - Canoga Park",29
"35879","03/28/2021","Los Angeles - Carthay",49
"35880","03/28/2021","Los Angeles - Central",21
"35881","03/28/2021","Los Angeles - Century City",58
"35882","03/28/2021","Los Angeles - Century Palms/Cove",20
"35883","03/28/2021","Los Angeles - Chatsworth",43
"35884","03/28/2021","Los Angeles - Cheviot Hills",62
"35885","03/28/2021","Los Angeles - Chinatown",36
"35886","03/28/2021","Los Angeles - Cloverdale/Cochran",29
"35887","03/28/2021","Los Angeles - Country Club Park",38
"35888","03/28/2021","Los Angeles - Crenshaw District",35
"35889","03/28/2021","Los Angeles - Crestview",43
"35890","03/28/2021","Los Angeles - Del Rey",38
"35891","03/28/2021","Los Angeles - Downtown",39
"35892","03/28/2021","Los Angeles - Eagle Rock",43
"35893","03/28/2021","Los Angeles - East Hollywood",29
"35894","03/28/2021","Los Angeles - Echo Park",38
"35895","03/28/2021","Los Angeles - El Sereno",36
"35896","03/28/2021","Los Angeles - Elysian Park",47
"35897","03/28/2021","Los Angeles - Elysian Valley",38
"35898","03/28/2021","Los Angeles - Encino",53
"35899","03/28/2021","Los Angeles - Exposition",37
"35900","03/28/2021","Los Angeles - Exposition Park",26
"35901","03/28/2021","Los Angeles - Faircrest Heights",41
"35902","03/28/2021","Los Angeles - Figueroa Park Square",25
"35903","03/28/2021","Los Angeles - Florence-Firestone",21
"35904","03/28/2021","Los Angeles - Glassell Park",40
"35905","03/28/2021","Los Angeles - Gramercy Place",32
"35906","03/28/2021","Los Angeles - Granada Hills",40
"35907","03/28/2021","Los Angeles - Green Meadows",22
"35908","03/28/2021","Los Angeles - Hancock Park",49
"35909","03/28/2021","Los Angeles - Harbor City",34
"35910","03/28/2021","Los Angeles - Harbor Gateway",28
"35911","03/28/2021","Los Angeles - Harbor Pines",37
"35912","03/28/2021","Los Angeles - Harvard Heights",27
"35913","03/28/2021","Los Angeles - Harvard Park",26
"35914","03/28/2021","Los Angeles - Highland Park",37
"35915","03/28/2021","Los Angeles - Historic Filipinotown",34
"35916","03/28/2021","Los Angeles - Hollywood",29
"35917","03/28/2021","Los Angeles - Hollywood Hills",40
"35918","03/28/2021","Los Angeles - Hyde Park",28
"35919","03/28/2021","Los Angeles - Jefferson Park",33
"35920","03/28/2021","Los Angeles - Koreatown",29
"35921","03/28/2021","Los Angeles - Lafayette Square",31
"35922","03/28/2021","Los Angeles - Lake Balboa",32
"35923","03/28/2021","Los Angeles - Lakeview Terrace",33
"35924","03/28/2021","Los Angeles - Leimert Park",32
"35925","03/28/2021","Los Angeles - Lincoln Heights",34
"35926","03/28/2021","Los Angeles - Little Armenia",24
"35927","03/28/2021","Los Angeles - Little Bangladesh",31
"35928","03/28/2021","Los Angeles - Little Tokyo",59
"35929","03/28/2021","Los Angeles - Longwood",32
"35930","03/28/2021","Los Angeles - Los Feliz",43
"35931","03/28/2021","Los Angeles - Manchester Square",28
"35932","03/28/2021","Los Angeles - Mandeville Canyon",58
"35933","03/28/2021","Los Angeles - Mar Vista",42
"35934","03/28/2021","Los Angeles - Marina Peninsula",48
"35935","03/28/2021","Los Angeles - Melrose",36
"35936","03/28/2021","Los Angeles - Mid-city",39
"35937","03/28/2021","Los Angeles - Miracle Mile",39
"35938","03/28/2021","Los Angeles - Mission Hills",36
"35939","03/28/2021","Los Angeles - Mt. Washington",38
"35940","03/28/2021","Los Angeles - North Hills",30
"35941","03/28/2021","Los Angeles - North Hollywood",27
"35942","03/28/2021","Los Angeles - Northridge",36
"35943","03/28/2021","Los Angeles - Pacific Palisades",54
"35944","03/28/2021","Los Angeles - Pacoima",26
"35945","03/28/2021","Los Angeles - Palisades Highlands",52
"35946","03/28/2021","Los Angeles - Palms",36
"35947","03/28/2021","Los Angeles - Panorama City",28
"35948","03/28/2021","Los Angeles - Park La Brea",30
"35949","03/28/2021","Los Angeles - Pico-Union",27
"35950","03/28/2021","Los Angeles - Playa Del Rey",41
"35951","03/28/2021","Los Angeles - Playa Vista",52
"35952","03/28/2021","Los Angeles - Porter Ranch",49
"35953","03/28/2021","Los Angeles - Rancho Park",59
"35954","03/28/2021","Los Angeles - Regent Square",36
"35955","03/28/2021","Los Angeles - Reseda",37
"35956","03/28/2021","Los Angeles - Reseda Ranch",34
"35957","03/28/2021","Los Angeles - Reynier Village",42
"35958","03/28/2021","Los Angeles - San Pedro",32
"35959","03/28/2021","Los Angeles - Shadow Hills",34
"35960","03/28/2021","Los Angeles - Sherman Oaks",44
"35961","03/28/2021","Los Angeles - Silverlake",43
"35962","03/28/2021","Los Angeles - South Carthay",43
"35963","03/28/2021","Los Angeles - South Park",22
"35964","03/28/2021","Los Angeles - St Elmo Village",25
"35965","03/28/2021","Los Angeles - Studio City",46
"35966","03/28/2021","Los Angeles - Sun Valley",30
"35967","03/28/2021","Los Angeles - Sunland",33
"35968","03/28/2021","Los Angeles - Sycamore Square",37
"35969","03/28/2021","Los Angeles - Sylmar",33
"35970","03/28/2021","Los Angeles - Tarzana",46
"35971","03/28/2021","Los Angeles - Temple-Beaudry",29
"35972","03/28/2021","Los Angeles - Thai Town",26
"35973","03/28/2021","Los Angeles - Toluca Lake",40
"35974","03/28/2021","Los Angeles - Toluca Terrace",41
"35975","03/28/2021","Los Angeles - Toluca Woods",42
"35976","03/28/2021","Los Angeles - Tujunga",31
"35977","03/28/2021","Los Angeles - University Hills",28
"35978","03/28/2021","Los Angeles - University Park",25
"35979","03/28/2021","Los Angeles - Valley Glen",28
"35980","03/28/2021","Los Angeles - Valley Village",38
"35981","03/28/2021","Los Angeles - Van Nuys",25
"35982","03/28/2021","Los Angeles - Venice",38
"35983","03/28/2021","Los Angeles - Vermont Knolls",23
"35984","03/28/2021","Los Angeles - Vermont Square",30
"35985","03/28/2021","Los Angeles - Vermont Vista",19
"35986","03/28/2021","Los Angeles - Vernon Central",21
"35987","03/28/2021","Los Angeles - Victoria Park",30
"35988","03/28/2021","Los Angeles - View Heights",35
"35989","03/28/2021","Los Angeles - Watts",20
"35990","03/28/2021","Los Angeles - Wellington Square",32
"35991","03/28/2021","Los Angeles - West Adams",33
"35992","03/28/2021","Los Angeles - West Hills",46
"35993","03/28/2021","Los Angeles - West Los Angeles",40
"35994","03/28/2021","Los Angeles - West Vernon",26
"35995","03/28/2021","Los Angeles - Westchester",40
"35996","03/28/2021","Los Angeles - Westlake",22
"35997","03/28/2021","Los Angeles - Westwood",35
"35998","03/28/2021","Los Angeles - Wholesale District",36
"35999","03/28/2021","Los Angeles - Wilmington",25
"36000","03/28/2021","Los Angeles - Wilshire Center",31
"36001","03/28/2021","Los Angeles - Winnetka",36
"36002","03/28/2021","Los Angeles - Woodland Hills",45
"36003","03/28/2021","Not Available",0
"36004","03/28/2021","Unincorporated - Acton",22
"36005","03/28/2021","Unincorporated - Agua Dulce",25
"36006","03/28/2021","Unincorporated - Altadena",44
"36007","03/28/2021","Unincorporated - Anaverde",25
"36008","03/28/2021","Unincorporated - Angeles National Forest",29
"36009","03/28/2021","Unincorporated - Arcadia",46
"36010","03/28/2021","Unincorporated - Athens Village",32
"36011","03/28/2021","Unincorporated - Athens-Westmont",23
"36012","03/28/2021","Unincorporated - Avocado Heights",30
"36013","03/28/2021","Unincorporated - Azusa",31
"36014","03/28/2021","Unincorporated - Bassett",36
"36015","03/28/2021","Unincorporated - Bouquet Canyon",25
"36016","03/28/2021","Unincorporated - Bradbury",NA
"36017","03/28/2021","Unincorporated - Canyon Country",28
"36018","03/28/2021","Unincorporated - Castaic",27
"36019","03/28/2021","Unincorporated - Cerritos",39
"36020","03/28/2021","Unincorporated - Charter Oak",37
"36021","03/28/2021","Unincorporated - Claremont",31
"36022","03/28/2021","Unincorporated - Covina",38
"36023","03/28/2021","Unincorporated - Covina (Charter Oak)",34
"36024","03/28/2021","Unincorporated - Del Aire",39
"36025","03/28/2021","Unincorporated - Del Rey",40
"36026","03/28/2021","Unincorporated - Del Sur",22
"36027","03/28/2021","Unincorporated - Desert View Highlands",22
"36028","03/28/2021","Unincorporated - Duarte",33
"36029","03/28/2021","Unincorporated - East Covina",42
"36030","03/28/2021","Unincorporated - East La Mirada",38
"36031","03/28/2021","Unincorporated - East Lancaster",21
"36032","03/28/2021","Unincorporated - East Los Angeles",30
"36033","03/28/2021","Unincorporated - East Pasadena",46
"36034","03/28/2021","Unincorporated - East Rancho Dominguez",23
"36035","03/28/2021","Unincorporated - East Whittier",31
"36036","03/28/2021","Unincorporated - El Camino Village",38
"36037","03/28/2021","Unincorporated - El Monte",26
"36038","03/28/2021","Unincorporated - Elizabeth Lake",16
"36039","03/28/2021","Unincorporated - Florence-Firestone",24
"36040","03/28/2021","Unincorporated - Franklin Canyon",NA
"36041","03/28/2021","Unincorporated - Glendora",37
"36042","03/28/2021","Unincorporated - Hacienda Heights",41
"36043","03/28/2021","Unincorporated - Harbor Gateway",NA
"36044","03/28/2021","Unincorporated - Hawthorne",31
"36045","03/28/2021","Unincorporated - Hi Vista",19
"36046","03/28/2021","Unincorporated - Kagel/Lopez Canyons",23
"36047","03/28/2021","Unincorporated - La Crescenta-Montrose",42
"36048","03/28/2021","Unincorporated - La Habra Heights",21
"36049","03/28/2021","Unincorporated - La Rambla",30
"36050","03/28/2021","Unincorporated - La Verne",42
"36051","03/28/2021","Unincorporated - Ladera Heights",47
"36052","03/28/2021","Unincorporated - Lake Hughes",13
"36053","03/28/2021","Unincorporated - Lake Los Angeles",18
"36054","03/28/2021","Unincorporated - Lake Manor",33
"36055","03/28/2021","Unincorporated - Lakewood",28
"36056","03/28/2021","Unincorporated - Lennox",25
"36057","03/28/2021","Unincorporated - Leona Valley",20
"36058","03/28/2021","Unincorporated - Littlerock",17
"36059","03/28/2021","Unincorporated - Littlerock/Juniper Hills",26
"36060","03/28/2021","Unincorporated - Littlerock/Pearblossom",20
"36061","03/28/2021","Unincorporated - Llano",17
"36062","03/28/2021","Unincorporated - Long Beach",46
"36063","03/28/2021","Unincorporated - Marina del Rey",40
"36064","03/28/2021","Unincorporated - Monrovia",37
"36065","03/28/2021","Unincorporated - Newhall",32
"36066","03/28/2021","Unincorporated - North Lancaster",31
"36067","03/28/2021","Unincorporated - North Whittier",39
"36068","03/28/2021","Unincorporated - Northeast San Gabriel",41
"36069","03/28/2021","Unincorporated - Padua Hills",35
"36070","03/28/2021","Unincorporated - Palmdale",12
"36071","03/28/2021","Unincorporated - Palos Verdes Peninsula",42
"36072","03/28/2021","Unincorporated - Pearblossom/Llano",12
"36073","03/28/2021","Unincorporated - Pellissier Village",38
"36074","03/28/2021","Unincorporated - Placerita Canyon",12
"36075","03/28/2021","Unincorporated - Pomona",9
"36076","03/28/2021","Unincorporated - Quartz Hill",26
"36077","03/28/2021","Unincorporated - Rancho Dominguez",34
"36078","03/28/2021","Unincorporated - Roosevelt",18
"36079","03/28/2021","Unincorporated - Rosewood",26
"36080","03/28/2021","Unincorporated - Rosewood/East Gardena",36
"36081","03/28/2021","Unincorporated - Rosewood/West Rancho Dominguez",21
"36082","03/28/2021","Unincorporated - Rowland Heights",39
"36083","03/28/2021","Unincorporated - San Francisquito Canyon/Bouquet Canyon",61
"36084","03/28/2021","Unincorporated - San Jose Hills",29
"36085","03/28/2021","Unincorporated - San Pasqual",54
"36086","03/28/2021","Unincorporated - Sand Canyon",38
"36087","03/28/2021","Unincorporated - Santa Catalina Island",12
"36088","03/28/2021","Unincorporated - Santa Monica Mountains",37
"36089","03/28/2021","Unincorporated - Saugus",NA
"36090","03/28/2021","Unincorporated - Saugus/Canyon Country",51
"36091","03/28/2021","Unincorporated - South Antelope Valley",18
"36092","03/28/2021","Unincorporated - South El Monte",27
"36093","03/28/2021","Unincorporated - South San Gabriel",44
"36094","03/28/2021","Unincorporated - South Whittier",31
"36095","03/28/2021","Unincorporated - Southeast Antelope Valley",21
"36096","03/28/2021","Unincorporated - Stevenson Ranch",38
"36097","03/28/2021","Unincorporated - Sun Village",21
"36098","03/28/2021","Unincorporated - Sunrise Village",36
"36099","03/28/2021","Unincorporated - Twin Lakes/Oat Mountain",38
"36100","03/28/2021","Unincorporated - Universal City",0
"36101","03/28/2021","Unincorporated - Val Verde",26
"36102","03/28/2021","Unincorporated - Valencia",44
"36103","03/28/2021","Unincorporated - Valinda",34
"36104","03/28/2021","Unincorporated - View Park/Windsor Hills",43
"36105","03/28/2021","Unincorporated - Walnut",NA
"36106","03/28/2021","Unincorporated - Walnut Park",31
"36107","03/28/2021","Unincorporated - West Antelope Valley",16
"36108","03/28/2021","Unincorporated - West Carson",43
"36109","03/28/2021","Unincorporated - West Chatsworth",NA
"36110","03/28/2021","Unincorporated - West LA",17
"36111","03/28/2021","Unincorporated - West Puente Valley",35
"36112","03/28/2021","Unincorporated - West Rancho Dominguez",25
"36113","03/28/2021","Unincorporated - West Whittier/Los Nietos",35
"36114","03/28/2021","Unincorporated - Westfield/Academy Hills",57
"36115","03/28/2021","Unincorporated - Westhills",46
"36116","03/28/2021","Unincorporated - White Fence Farms",26
"36117","03/28/2021","Unincorporated - Whittier",48
"36118","03/28/2021","Unincorporated - Whittier Narrows",NA
"36119","03/28/2021","Unincorporated - Willowbrook",23
"36120","03/28/2021","Unincorporated - Wiseburn",40
"36121","03/29/2021","City of Agoura Hills",45
"36122","03/29/2021","City of Alhambra",44
"36123","03/29/2021","City of Arcadia",44
"36124","03/29/2021","City of Artesia",42
"36125","03/29/2021","City of Avalon",19
"36126","03/29/2021","City of Azusa",31
"36127","03/29/2021","City of Baldwin Park",35
"36128","03/29/2021","City of Bell",27
"36129","03/29/2021","City of Bell Gardens",25
"36130","03/29/2021","City of Bellflower",31
"36131","03/29/2021","City of Beverly Hills",51
"36132","03/29/2021","City of Bradbury",36
"36133","03/29/2021","City of Burbank",38
"36134","03/29/2021","City of Calabasas",49
"36135","03/29/2021","City of Carson",41
"36136","03/29/2021","City of Cerritos",51
"36137","03/29/2021","City of Claremont",44
"36138","03/29/2021","City of Commerce",37
"36139","03/29/2021","City of Compton",22
"36140","03/29/2021","City of Covina",41
"36141","03/29/2021","City of Cudahy",24
"36142","03/29/2021","City of Culver City",50
"36143","03/29/2021","City of Diamond Bar",44
"36144","03/29/2021","City of Downey",37
"36145","03/29/2021","City of Duarte",44
"36146","03/29/2021","City of El Monte",33
"36147","03/29/2021","City of El Segundo",41
"36148","03/29/2021","City of Gardena",38
"36149","03/29/2021","City of Glendale",33
"36150","03/29/2021","City of Glendora",41
"36151","03/29/2021","City of Hawaiian Gardens",25
"36152","03/29/2021","City of Hawthorne",29
"36153","03/29/2021","City of Hermosa Beach",44
"36154","03/29/2021","City of Hidden Hills",44
"36155","03/29/2021","City of Huntington Park",27
"36156","03/29/2021","City of Industry",NA
"36157","03/29/2021","City of Inglewood",30
"36158","03/29/2021","City of Irwindale",45
"36159","03/29/2021","City of La Canada Flintridge",50
"36160","03/29/2021","City of La Habra Heights",26
"36161","03/29/2021","City of La Mirada",39
"36162","03/29/2021","City of La Puente",32
"36163","03/29/2021","City of La Verne",41
"36164","03/29/2021","City of Lakewood",40
"36165","03/29/2021","City of Lancaster",25
"36166","03/29/2021","City of Lawndale",30
"36167","03/29/2021","City of Lomita",37
"36168","03/29/2021","City of Long Beach",38
"36169","03/29/2021","City of Lynwood",30
"36170","03/29/2021","City of Malibu",38
"36171","03/29/2021","City of Manhattan Beach",49
"36172","03/29/2021","City of Maywood",27
"36173","03/29/2021","City of Monrovia",41
"36174","03/29/2021","City of Montebello",36
"36175","03/29/2021","City of Monterey Park",46
"36176","03/29/2021","City of Norwalk",35
"36177","03/29/2021","City of Palmdale",27
"36178","03/29/2021","City of Palos Verdes Estates",49
"36179","03/29/2021","City of Paramount",27
"36180","03/29/2021","City of Pasadena",47
"36181","03/29/2021","City of Pico Rivera",38
"36182","03/29/2021","City of Pomona",29
"36183","03/29/2021","City of Rancho Palos Verdes",48
"36184","03/29/2021","City of Redondo Beach",44
"36185","03/29/2021","City of Rolling Hills",46
"36186","03/29/2021","City of Rolling Hills Estates",54
"36187","03/29/2021","City of Rosemead",42
"36188","03/29/2021","City of San Dimas",41
"36189","03/29/2021","City of San Fernando",31
"36190","03/29/2021","City of San Gabriel",43
"36191","03/29/2021","City of San Marino",51
"36192","03/29/2021","City of Santa Clarita",38
"36193","03/29/2021","City of Santa Fe Springs",38
"36194","03/29/2021","City of Santa Monica",45
"36195","03/29/2021","City of Sierra Madre",51
"36196","03/29/2021","City of Signal Hill",43
"36197","03/29/2021","City of South El Monte",32
"36198","03/29/2021","City of South Gate",31
"36199","03/29/2021","City of South Pasadena",50
"36200","03/29/2021","City of Temple City",45
"36201","03/29/2021","City of Torrance",43
"36202","03/29/2021","City of Vernon",NA
"36203","03/29/2021","City of Walnut",48
"36204","03/29/2021","City of West Covina",42
"36205","03/29/2021","City of West Hollywood",42
"36206","03/29/2021","City of Westlake Village",34
"36207","03/29/2021","City of Whittier",38
"36208","03/29/2021","Los Angeles - Adams-Normandie",29
"36209","03/29/2021","Los Angeles - Alsace",29
"36210","03/29/2021","Los Angeles - Angeles National Forest",3
"36211","03/29/2021","Los Angeles - Angelino Heights",38
"36212","03/29/2021","Los Angeles - Arleta",34
"36213","03/29/2021","Los Angeles - Atwater Village",44
"36214","03/29/2021","Los Angeles - Baldwin Hills",31
"36215","03/29/2021","Los Angeles - Bel Air",52
"36216","03/29/2021","Los Angeles - Beverly Crest",54
"36217","03/29/2021","Los Angeles - Beverlywood",51
"36218","03/29/2021","Los Angeles - Boyle Heights",29
"36219","03/29/2021","Los Angeles - Brentwood",51
"36220","03/29/2021","Los Angeles - Brookside",64
"36221","03/29/2021","Los Angeles - Cadillac-Corning",28
"36222","03/29/2021","Los Angeles - Canoga Park",29
"36223","03/29/2021","Los Angeles - Carthay",50
"36224","03/29/2021","Los Angeles - Central",22
"36225","03/29/2021","Los Angeles - Century City",58
"36226","03/29/2021","Los Angeles - Century Palms/Cove",21
"36227","03/29/2021","Los Angeles - Chatsworth",43
"36228","03/29/2021","Los Angeles - Cheviot Hills",62
"36229","03/29/2021","Los Angeles - Chinatown",37
"36230","03/29/2021","Los Angeles - Cloverdale/Cochran",30
"36231","03/29/2021","Los Angeles - Country Club Park",39
"36232","03/29/2021","Los Angeles - Crenshaw District",35
"36233","03/29/2021","Los Angeles - Crestview",44
"36234","03/29/2021","Los Angeles - Del Rey",38
"36235","03/29/2021","Los Angeles - Downtown",39
"36236","03/29/2021","Los Angeles - Eagle Rock",43
"36237","03/29/2021","Los Angeles - East Hollywood",29
"36238","03/29/2021","Los Angeles - Echo Park",39
"36239","03/29/2021","Los Angeles - El Sereno",37
"36240","03/29/2021","Los Angeles - Elysian Park",48
"36241","03/29/2021","Los Angeles - Elysian Valley",39
"36242","03/29/2021","Los Angeles - Encino",53
"36243","03/29/2021","Los Angeles - Exposition",37
"36244","03/29/2021","Los Angeles - Exposition Park",27
"36245","03/29/2021","Los Angeles - Faircrest Heights",41
"36246","03/29/2021","Los Angeles - Figueroa Park Square",25
"36247","03/29/2021","Los Angeles - Florence-Firestone",22
"36248","03/29/2021","Los Angeles - Glassell Park",40
"36249","03/29/2021","Los Angeles - Gramercy Place",32
"36250","03/29/2021","Los Angeles - Granada Hills",41
"36251","03/29/2021","Los Angeles - Green Meadows",22
"36252","03/29/2021","Los Angeles - Hancock Park",49
"36253","03/29/2021","Los Angeles - Harbor City",34
"36254","03/29/2021","Los Angeles - Harbor Gateway",28
"36255","03/29/2021","Los Angeles - Harbor Pines",38
"36256","03/29/2021","Los Angeles - Harvard Heights",27
"36257","03/29/2021","Los Angeles - Harvard Park",27
"36258","03/29/2021","Los Angeles - Highland Park",37
"36259","03/29/2021","Los Angeles - Historic Filipinotown",34
"36260","03/29/2021","Los Angeles - Hollywood",29
"36261","03/29/2021","Los Angeles - Hollywood Hills",41
"36262","03/29/2021","Los Angeles - Hyde Park",29
"36263","03/29/2021","Los Angeles - Jefferson Park",33
"36264","03/29/2021","Los Angeles - Koreatown",29
"36265","03/29/2021","Los Angeles - Lafayette Square",31
"36266","03/29/2021","Los Angeles - Lake Balboa",33
"36267","03/29/2021","Los Angeles - Lakeview Terrace",33
"36268","03/29/2021","Los Angeles - Leimert Park",32
"36269","03/29/2021","Los Angeles - Lincoln Heights",35
"36270","03/29/2021","Los Angeles - Little Armenia",24
"36271","03/29/2021","Los Angeles - Little Bangladesh",31
"36272","03/29/2021","Los Angeles - Little Tokyo",60
"36273","03/29/2021","Los Angeles - Longwood",32
"36274","03/29/2021","Los Angeles - Los Feliz",44
"36275","03/29/2021","Los Angeles - Manchester Square",29
"36276","03/29/2021","Los Angeles - Mandeville Canyon",59
"36277","03/29/2021","Los Angeles - Mar Vista",42
"36278","03/29/2021","Los Angeles - Marina Peninsula",49
"36279","03/29/2021","Los Angeles - Melrose",36
"36280","03/29/2021","Los Angeles - Mid-city",39
"36281","03/29/2021","Los Angeles - Miracle Mile",40
"36282","03/29/2021","Los Angeles - Mission Hills",36
"36283","03/29/2021","Los Angeles - Mt. Washington",39
"36284","03/29/2021","Los Angeles - North Hills",31
"36285","03/29/2021","Los Angeles - North Hollywood",28
"36286","03/29/2021","Los Angeles - Northridge",37
"36287","03/29/2021","Los Angeles - Pacific Palisades",54
"36288","03/29/2021","Los Angeles - Pacoima",26
"36289","03/29/2021","Los Angeles - Palisades Highlands",53
"36290","03/29/2021","Los Angeles - Palms",37
"36291","03/29/2021","Los Angeles - Panorama City",29
"36292","03/29/2021","Los Angeles - Park La Brea",30
"36293","03/29/2021","Los Angeles - Pico-Union",27
"36294","03/29/2021","Los Angeles - Playa Del Rey",42
"36295","03/29/2021","Los Angeles - Playa Vista",53
"36296","03/29/2021","Los Angeles - Porter Ranch",50
"36297","03/29/2021","Los Angeles - Rancho Park",59
"36298","03/29/2021","Los Angeles - Regent Square",36
"36299","03/29/2021","Los Angeles - Reseda",37
"36300","03/29/2021","Los Angeles - Reseda Ranch",35
"36301","03/29/2021","Los Angeles - Reynier Village",43
"36302","03/29/2021","Los Angeles - San Pedro",33
"36303","03/29/2021","Los Angeles - Shadow Hills",34
"36304","03/29/2021","Los Angeles - Sherman Oaks",44
"36305","03/29/2021","Los Angeles - Silverlake",43
"36306","03/29/2021","Los Angeles - South Carthay",43
"36307","03/29/2021","Los Angeles - South Park",22
"36308","03/29/2021","Los Angeles - St Elmo Village",26
"36309","03/29/2021","Los Angeles - Studio City",46
"36310","03/29/2021","Los Angeles - Sun Valley",30
"36311","03/29/2021","Los Angeles - Sunland",33
"36312","03/29/2021","Los Angeles - Sycamore Square",37
"36313","03/29/2021","Los Angeles - Sylmar",33
"36314","03/29/2021","Los Angeles - Tarzana",46
"36315","03/29/2021","Los Angeles - Temple-Beaudry",29
"36316","03/29/2021","Los Angeles - Thai Town",26
"36317","03/29/2021","Los Angeles - Toluca Lake",41
"36318","03/29/2021","Los Angeles - Toluca Terrace",42
"36319","03/29/2021","Los Angeles - Toluca Woods",43
"36320","03/29/2021","Los Angeles - Tujunga",32
"36321","03/29/2021","Los Angeles - University Hills",28
"36322","03/29/2021","Los Angeles - University Park",25
"36323","03/29/2021","Los Angeles - Valley Glen",29
"36324","03/29/2021","Los Angeles - Valley Village",39
"36325","03/29/2021","Los Angeles - Van Nuys",26
"36326","03/29/2021","Los Angeles - Venice",39
"36327","03/29/2021","Los Angeles - Vermont Knolls",24
"36328","03/29/2021","Los Angeles - Vermont Square",31
"36329","03/29/2021","Los Angeles - Vermont Vista",19
"36330","03/29/2021","Los Angeles - Vernon Central",22
"36331","03/29/2021","Los Angeles - Victoria Park",30
"36332","03/29/2021","Los Angeles - View Heights",36
"36333","03/29/2021","Los Angeles - Watts",20
"36334","03/29/2021","Los Angeles - Wellington Square",33
"36335","03/29/2021","Los Angeles - West Adams",34
"36336","03/29/2021","Los Angeles - West Hills",46
"36337","03/29/2021","Los Angeles - West Los Angeles",41
"36338","03/29/2021","Los Angeles - West Vernon",26
"36339","03/29/2021","Los Angeles - Westchester",41
"36340","03/29/2021","Los Angeles - Westlake",22
"36341","03/29/2021","Los Angeles - Westwood",35
"36342","03/29/2021","Los Angeles - Wholesale District",36
"36343","03/29/2021","Los Angeles - Wilmington",26
"36344","03/29/2021","Los Angeles - Wilshire Center",31
"36345","03/29/2021","Los Angeles - Winnetka",36
"36346","03/29/2021","Los Angeles - Woodland Hills",46
"36347","03/29/2021","Not Available",0
"36348","03/29/2021","Unincorporated - Acton",23
"36349","03/29/2021","Unincorporated - Agua Dulce",26
"36350","03/29/2021","Unincorporated - Altadena",45
"36351","03/29/2021","Unincorporated - Anaverde",25
"36352","03/29/2021","Unincorporated - Angeles National Forest",29
"36353","03/29/2021","Unincorporated - Arcadia",46
"36354","03/29/2021","Unincorporated - Athens Village",32
"36355","03/29/2021","Unincorporated - Athens-Westmont",23
"36356","03/29/2021","Unincorporated - Avocado Heights",30
"36357","03/29/2021","Unincorporated - Azusa",31
"36358","03/29/2021","Unincorporated - Bassett",37
"36359","03/29/2021","Unincorporated - Bouquet Canyon",25
"36360","03/29/2021","Unincorporated - Bradbury",NA
"36361","03/29/2021","Unincorporated - Canyon Country",29
"36362","03/29/2021","Unincorporated - Castaic",28
"36363","03/29/2021","Unincorporated - Cerritos",39
"36364","03/29/2021","Unincorporated - Charter Oak",37
"36365","03/29/2021","Unincorporated - Claremont",31
"36366","03/29/2021","Unincorporated - Covina",38
"36367","03/29/2021","Unincorporated - Covina (Charter Oak)",35
"36368","03/29/2021","Unincorporated - Del Aire",39
"36369","03/29/2021","Unincorporated - Del Rey",41
"36370","03/29/2021","Unincorporated - Del Sur",23
"36371","03/29/2021","Unincorporated - Desert View Highlands",23
"36372","03/29/2021","Unincorporated - Duarte",34
"36373","03/29/2021","Unincorporated - East Covina",43
"36374","03/29/2021","Unincorporated - East La Mirada",38
"36375","03/29/2021","Unincorporated - East Lancaster",21
"36376","03/29/2021","Unincorporated - East Los Angeles",31
"36377","03/29/2021","Unincorporated - East Pasadena",47
"36378","03/29/2021","Unincorporated - East Rancho Dominguez",24
"36379","03/29/2021","Unincorporated - East Whittier",32
"36380","03/29/2021","Unincorporated - El Camino Village",39
"36381","03/29/2021","Unincorporated - El Monte",26
"36382","03/29/2021","Unincorporated - Elizabeth Lake",16
"36383","03/29/2021","Unincorporated - Florence-Firestone",25
"36384","03/29/2021","Unincorporated - Franklin Canyon",NA
"36385","03/29/2021","Unincorporated - Glendora",37
"36386","03/29/2021","Unincorporated - Hacienda Heights",42
"36387","03/29/2021","Unincorporated - Harbor Gateway",NA
"36388","03/29/2021","Unincorporated - Hawthorne",32
"36389","03/29/2021","Unincorporated - Hi Vista",19
"36390","03/29/2021","Unincorporated - Kagel/Lopez Canyons",23
"36391","03/29/2021","Unincorporated - La Crescenta-Montrose",43
