"","GEOID","Pop_total","Limited_Eng_per","Poverty_per","Uninsured_per","NonHisp_asian_per","NonHisp_pi_per","NonHisp_black_per","NonHisp_white_per","Hisp_per","NonHisp_ai_per"
"75","06037109700",4616,15.5555555555556,7.45287154756686,8.8,14.6880415944541,0,10.1169844020797,31.7157712305026,42.2227036395147,0
"76","06037109800",5534,18.9665296535526,12.010347376201,10.1,14.0585471629924,0,2.36718467654499,24.4127213588724,57.986989519335,0
"77","06037111100",3179,16.7868852459016,7.08438287153652,6.6,14.3755898081158,0,2.67379679144385,31.0160427807487,49.7326203208556,0.157282164202579
"78","06037111201",3628,13.1070801638385,5.18105849582173,12.3,15.4906284454245,0,1.10253583241455,49.8070562293275,33.103638368247,0
"79","06037111202",5169,12.3204531660935,4.6875,4.5,14.296769201006,0,1.97330237957052,51.2478235635519,30.4507641710195,0.174114915844457
"80","06037111204",6114,10.9115785873097,0.951131518530666,2.6,23.6669937847563,0,3.38567222767419,51.6846581615963,17.3863264638535,0.163559044815178
"81","06037111205",3869,14.5917001338688,4.39390023261825,4.2,36.8312225381235,0.387697079348669,6.79762212458,27.6557249935384,25.0193848539674,0
"82","06037111206",4379,11.9261713203975,3.27380952380952,5.4,15.4373144553551,0,1.09614067138616,48.869604932633,29.344599223567,0.319707695820964
"83","06037111301",7552,22.8280830625795,11.6180371352785,8.5,27.6615466101695,0,5.86599576271187,32.6800847457627,29.6610169491525,0
"84","06037111302",5163,20.6445115810675,14.6067415730337,5.8,23.9589386015882,0.0968429207824908,9.23881464264962,41.5456130156886,23.9395700174317,0
"85","06037111400",8735,18.4805653710247,16.7956566940049,9.5,14.0469376073268,0,4.46479679450487,38.6491127647395,42.633085289067,0
"86","06037113101",3719,12.8283957518167,5.75733118105999,6.3,17.4509276687282,0,3.60311911804248,55.9827910728691,22.9631621403603,0
"87","06037113102",3021,6.63507109004739,5.45212765957447,1.1,10.6256206554121,0.364117841774247,2.08540218470705,70.6057596822244,15.6239655743131,0
"88","06037113211",4109,8.59495625321667,5.97785977859779,0.9,13.8476514967145,0,2.57970309077634,74.6897055244585,7.86079338038452,0
"89","06037113212",3494,20.8419193405946,8.87049083382614,5.1,25.9301659988552,0,3.74928448769319,37.378362907842,29.6222095020034,0.228963938179737
"90","06037113213",5248,16.2632526505301,3.24599139616738,3.3,21.2461890243902,0,5.92606707317073,33.5746951219512,29.1920731707317,1.04801829268293
"91","06037113231",2303,6.45910780669145,4.03821102909249,5.2,10.9856708640903,0,2.60529743812419,62.9179331306991,12.7225358228398,0
"92","06037113232",4315,12.378640776699,5.89493700974566,5.4,16.0370799536501,0,2.96639629200464,60.8342989571263,15.3650057937428,0
"93","06037113233",7345,31.0439164866811,16.9646512897502,11.4,14.3635125936011,0,6.56228727025187,19.1286589516678,58.5296119809394,0
"94","06037113234",4823,38.4424379232506,14.6783260462211,5.5,17.9348952933859,0,4.33340244660999,30.7899647522289,44.88907319096,0
"95","06037113235",1824,3.75288683602771,5.75657894736842,4.7,3.45394736842105,0,6.35964912280702,53.8377192982456,21.4364035087719,2.13815789473684
"96","06037113237",4194,10.6470739881413,10.6831395348837,5.5,11.3972341440153,0,15.4029566046733,41.8693371483071,25.8941344778255,0
"97","06037113301",3509,17.9173047473201,8.7431693989071,5,17.2413793103448,1.11142775719578,5.69962952408093,54.9444286121402,18.6662866913651,0.0569962952408093
"98","06037113303",4191,13.3973710819009,8.21315081887069,2.1,10.9520400858984,0,1.5748031496063,58.0768313051778,26.9148174659986,0.381770460510618
"99","06037113321",6180,15.4182797508837,10.453074433657,5.1,14.3527508090615,1.35922330097087,8.7378640776699,39.2718446601942,32.378640776699,0
"100","06037113322",4572,13.8780207134638,7.1349922924466,3.5,19.3569553805774,0,1.83727034120735,44.0069991251094,31.7804024496938,0
"101","06037113401",6550,19.4706073400455,12.2868990938412,9,15.587786259542,0.0763358778625954,2.01526717557252,27.4656488549618,48.2595419847328,0
"102","06037113421",6879,34.46519524618,15.2783834859718,16.4,14.0863497601396,0.450646896351214,5.78572466928333,20.1482773658962,57.9299316761157,0
"103","06037113422",6306,22.5542086392351,9.85803158398469,5.2,14.6685696162385,0,4.64636853790041,34.5861084681256,42.372343799556,0.491595306057723
"104","06037115101",5083,12.5432702097333,4.66260082628369,10.8,11.4302577218178,0,5.13476293527444,54.2002754278969,26.5787920519378,0
"105","06037115103",3381,4.22951789411417,51.6129032258064,6.8,17.8941141674061,0.798580301685892,13.8124815143449,25.9094942324756,36.7642709257616,0
"106","06037115104",4377,17.3963942870522,25.5755064456722,6.6,21.1560429517935,0,14.9874343157414,33.0820196481608,28.078592643363,0
"107","06037115201",6647,17.9691155825924,13.122445890722,4.9,14.3072062584625,0,2.3469234241011,51.5570934256055,28.7648563261622,0
"108","06037115202",5684,9.1626882115314,14.7587178584008,8.8,14.9190710767065,0,7.28360309641098,32.2308233638283,40.0246305418719,0
"109","06037115301",4524,15.2577319587629,10.3687150837989,4.9,24.2263483642794,0,3.31564986737401,50.7515473032714,19.47391688771,0.02210433244916
"110","06037115302",3957,41.6531165311653,27.1670457417235,15.1,9.80540813747789,0,5.66085418246146,13.2423553196866,70.5332322466515,0
"111","06037115401",6373,29.8948422633951,16.8316831683168,10.4,11.4388827867566,0,3.96987290130237,31.5863800407971,50.5099639102463,0
"112","06037115403",3583,28.9606159313,17.1364778118895,16.5,14.1501535026514,0,6.33547306726207,21.8531956461066,55.1214066424784,0
"113","06037115404",2800,24.9812453113278,16.9059583632448,11.1,16.9285714285714,1.25,7.03571428571429,24.5714285714286,47.6071428571429,0
"114","06037117101",5224,33.4871589085072,7.73353751914242,9.5,39.6056661562021,0,8.30781010719755,8.28866768759571,39.2228177641654,0
"115","06037117102",2861,33.1454340473506,9.17170280838962,11.5,11.5693813351975,0,2.06221600838868,22.2649423278574,62.1461027612723,0.174764068507515
"116","06037117201",5191,28.5864978902954,22.1915103652517,12.1,12.9647466769409,0,5.58659217877095,8.78443459834329,67.3858601425544,0
"117","06037117202",2633,17.1069182389937,4.14428242517268,8.2,27.3072540827953,0,9.3049753133308,28.9023927079377,30.5734903152298,0
"118","06037117301",3910,12.7967257844475,3.01790281329923,5.2,18.2608695652174,0,2.40409207161125,41.1253196930946,34.6803069053708,0
"119","06037117302",5229,12.0557350565428,7.94562511966303,6,16.255498183209,2.16102505259132,11.1493593421304,41.3272136163702,25.3968253968254,0.24861350162555
"120","06037117303",3754,13.234884368905,11.1437733832175,3.5,16.2493340436867,0,3.94246137453383,31.8859882791689,45.1784762919552,0.079914757591902
"121","06037117404",5324,21.2640283520378,11.8249005116543,8.2,15.3080390683696,0,1.2396694214876,37.359128474831,42.0924117205109,0
"122","06037117405",3574,40.0613496932515,40.125035521455,17.1,2.7700055959709,0,3.07778399552322,1.39899272523783,92.753217683268,0
"123","06037117407",3836,44.0350877192982,38.1386861313869,20,2.34619395203337,0,1.27737226277372,0.443169968717414,95.4640250260688,0
"124","06037117408",3073,34.859287054409,36.1861373250895,18.4,10.8363163032867,0,4.71851610803775,3.7748128864302,79.8893589326391,0
"125","06037117510",3687,32.6373963770341,25.3333333333333,16.4,7.43151613778139,0,3.47165717385408,9.43856794141579,79.6582587469487,0
"126","06037117520",4168,35.5731225296443,36.6868198307134,17.1,7.36564299424184,0,5.7341650671785,4.07869481765835,82.2936660268714,0
"127","06037117530",6742,39.5591836734694,22.5297619047619,11.9,10.9759715218036,0.311480272916049,1.85404924354791,5.59181251854049,79.6796202907149,0
