"GEOID","Pop_total","Limited_Eng","B16004_001E","Poverty","B17021_001E","Uninsured","B27010_001E","NonHisp_asian","NonHisp_pi","NonHisp_black","NonHisp_white","Hisp","NonHisp_ai","Male","Female","Age_5under","Age_5to14","Age_15to17","Age_18to20","Age_21to64","Age_65above","vac_per"
"060375329001",601,259,586,134,601,120,601,0,0,70,45,486,0,325,276,15,74,41,0,417,54,53.2
"060376031023",1020,171,987,234,1020,71,1020,271,0,85,265,382,0,491,529,33,97,11,17,512,350,65
"060376031022",1082,69,995,139,1071,137,1082,477,0,77,65,389,8,532,550,87,46,36,37,701,175,65
"060376033011",1099,117,1008,252,946,116,946,409,0,80,231,346,0,389,710,91,94,49,28,618,219,65
"060376033021",801,147,758,38,801,51,801,362,0,46,74,239,51,429,372,43,30,9,0,625,94,65
"060376033022",2257,391,2139,464,2257,61,2257,1175,0,112,201,722,0,1019,1238,118,102,82,75,1254,626,65
"060376037023",1261,101,1251,99,1261,62,1261,288,0,76,345,501,0,638,623,10,99,39,15,757,341,65.6
"060372731002",1264,0,1218,58,1264,35,1264,155,0,0,871,183,0,736,528,46,71,33,6,1002,106,71.4
"060371945002",1075,26,1018,56,1075,5,1075,83,0,10,955,17,0,457,618,57,42,15,22,710,229,64.8
"060375348032",1832,703,1717,112,1771,407,1832,84,0,0,19,1715,0,881,951,115,325,38,54,1117,183,60.3
"060375356031",1192,309,1054,376,1192,156,1192,6,0,0,0,1186,0,566,626,138,160,90,53,616,135,60.1
"060375356032",2806,610,2528,874,2801,478,2806,0,0,126,13,2667,0,1481,1325,278,560,110,131,1477,250,60.1
"060375359022",1455,397,1387,86,1455,56,1455,0,0,0,26,1429,0,691,764,68,226,139,48,824,150,60.1
"060375359023",1624,231,1526,139,1596,97,1624,17,69,0,75,1449,0,778,846,98,261,104,135,846,180,60.1
"060375359021",1418,221,1309,125,1418,139,1418,22,0,0,59,1337,0,629,789,109,41,0,17,1033,218,60.1
"060375359024",2712,644,2558,232,2712,485,2712,0,0,0,29,2683,0,1454,1258,154,453,136,47,1557,365,60.1
"060375549004",3324,123,3190,152,3324,128,3324,1038,0,499,507,1141,54,1376,1948,134,501,226,49,1816,598,69.5
"060375549002",1347,198,1288,123,1347,80,1347,517,18,0,221,463,0,610,737,59,156,39,0,887,206,69.5
"060375549003",813,146,796,73,813,0,813,276,0,0,28,509,0,293,520,17,152,0,0,616,28,69.5
"060375549005",975,16,901,26,975,252,975,211,0,0,60,704,0,519,456,74,142,31,0,696,32,69.5
"060375551031",2231,214,2160,100,2231,232,2231,712,0,286,396,785,0,1048,1183,71,321,85,55,1433,266,64.6
"060375551032",2642,145,2474,322,2642,112,2642,1014,0,204,575,738,0,1302,1340,168,277,130,65,1621,381,64.6
"060375705011",2714,406,2516,737,2690,143,2714,21,582,0,151,1925,0,1315,1399,198,308,211,177,1648,172,61.3
"060375705014",1637,0,1637,834,1637,0,1637,37,0,1017,115,468,0,775,862,0,447,125,143,810,112,61.3
"060375705024",1364,126,1277,9,1338,60,1364,168,44,68,103,784,0,746,618,87,145,84,67,824,157,61.3
"060375705021",2187,233,2095,267,2187,173,2187,582,6,166,136,1289,0,1061,1126,92,423,134,17,1386,135,61.3
"060375705022",1892,156,1663,440,1892,162,1892,422,0,64,313,1016,12,847,1045,229,379,82,52,1051,99,61.3
"060371953001",996,170,920,55,996,41,996,83,0,0,592,291,0,520,476,76,75,0,24,689,132,72.1
"060371953003",1410,103,1403,137,1410,141,1410,212,0,48,836,285,0,576,834,7,31,7,37,1187,141,72.1
"060371956003",555,80,535,39,555,74,555,79,0,14,271,191,0,323,232,20,0,21,9,396,109,72.1
"060371956004",852,60,816,170,813,65,813,73,0,2,371,311,0,480,372,36,42,0,0,675,99,72.1
"060371994002",1933,607,1808,392,1933,276,1933,418,0,39,53,1423,0,1042,891,125,276,78,37,1233,184,64.5
"060371994001",883,290,883,65,883,96,883,207,0,22,48,535,0,412,471,0,37,41,27,614,164,64.5
"060371998003",1637,536,1522,410,1637,166,1637,352,0,0,52,1233,0,736,901,115,277,142,65,806,232,61.3
"060371998002",1618,504,1464,360,1618,142,1618,652,0,0,0,966,0,712,906,154,169,82,74,873,266,61.3
"060371998001",1072,533,1023,232,1067,24,1072,826,0,0,9,237,0,472,600,49,87,0,41,681,214,61.3
"060371998004",1501,360,1397,368,1501,122,1501,290,0,1,15,1195,0,797,704,104,234,92,48,879,144,61.3
"060372015041",2302,502,2150,575,2264,363,2302,125,0,23,242,1828,0,998,1304,152,280,67,112,1323,368,61.6
"060372048202",1374,286,1315,110,1374,153,1374,1,0,51,58,1264,0,738,636,59,198,45,60,824,188,55.8
"060372048201",867,238,800,396,867,116,867,4,0,0,0,863,0,449,418,67,167,50,37,457,89,55.8
"060372062002",3337,806,3238,1140,3332,269,3332,1811,0,446,482,495,0,1648,1689,99,31,26,86,2124,971,98.5
"060372062001",664,15,664,479,664,44,664,26,0,288,118,184,3,533,131,0,0,0,8,585,71,98.5
"060372087201",2937,1072,2713,1322,2937,971,2937,20,0,58,404,2455,0,1637,1300,224,437,121,31,2019,105,46.5
"060372087202",1382,417,1359,328,1382,321,1382,183,0,62,239,898,0,768,614,23,90,73,57,971,168,46.5
"060372118022",2222,485,2018,407,2213,491,2222,980,144,108,245,693,12,1052,1170,204,137,27,67,1305,482,65.1
"060375439031",1591,163,1504,154,1591,207,1591,302,28,63,340,756,6,746,845,87,165,116,68,925,230,67.1
"060371231032",2414,429,2323,666,2385,366,2414,215,0,129,498,1564,0,1090,1324,91,410,125,68,1489,231,55.4
"060371200202",1419,458,1351,524,1392,301,1419,419,0,11,0,968,0,728,691,68,142,57,45,962,145,56.3
"060371199002",1996,233,1853,54,1996,122,1996,478,0,12,207,1280,19,905,1091,143,228,130,61,1216,218,56.3
"060376500014",1063,73,1063,29,1063,28,1063,372,0,69,94,504,12,607,456,0,108,70,65,633,187,72.9
"060376500013",1668,57,1536,130,1668,0,1658,852,0,0,408,160,0,787,881,132,130,19,71,1022,294,72.9
"060372270202",1850,787,1739,439,1831,403,1850,0,0,0,10,1840,0,1010,840,111,345,124,97,1058,115,47.6
"060372287203",1576,420,1459,444,1576,170,1576,0,0,100,9,1455,0,767,809,117,392,75,62,783,147,49.8
"060372287202",1987,499,1886,569,1972,502,1987,0,0,136,22,1829,0,1022,965,101,370,146,103,1152,115,49.8
"060372287201",1262,291,1109,391,1262,204,1262,0,0,289,0,973,0,693,569,153,193,70,56,719,71,49.8
"060372292001",1625,660,1504,382,1625,302,1625,57,0,292,11,1265,0,915,710,121,235,11,0,927,331,49.8
"060372292002",3447,1228,3128,869,3409,819,3428,0,0,395,0,3052,0,1845,1602,319,410,159,146,2342,71,49.8
"060372313004",800,65,800,53,800,32,800,18,0,435,40,251,0,534,266,0,50,12,14,635,89,50.4
"060372313002",1634,323,1549,48,1634,117,1634,129,0,94,0,1405,0,720,914,85,175,44,157,1124,49,50.4
"060372313001",2370,637,2155,717,2365,485,2365,86,0,366,114,1735,0,1097,1273,215,300,159,87,1312,297,50.4
"060372313003",950,247,950,88,950,310,950,8,0,167,87,688,0,418,532,0,57,0,65,732,96,50.4
"060372317101",784,244,638,571,784,155,784,0,0,74,15,695,0,341,443,146,110,62,40,376,50,51.6
"060372317102",1189,382,1045,293,1189,211,1189,0,0,111,7,1027,7,547,642,144,213,18,16,737,61,51.6
"060372317103",2192,567,2030,743,2168,456,2192,0,0,457,4,1700,0,1120,1072,162,265,67,131,1415,152,51.6
"060372327001",3036,884,2833,1236,3036,579,3036,60,0,319,11,2646,0,1436,1600,203,553,93,112,1899,176,51.6
"060372362022",2437,249,2372,1024,2437,187,2437,80,0,1394,176,762,0,1200,1237,65,346,194,189,1493,150,51.7
"060376005022",984,76,918,99,984,119,984,0,0,392,79,506,0,429,555,66,131,21,33,576,157,54.9
"060376005021",1113,154,1082,97,1113,212,1113,85,0,466,56,491,0,551,562,31,122,43,41,723,153,54.9
"060376007021",903,0,889,66,889,63,903,0,0,827,20,56,0,513,390,14,84,13,47,597,148,54.9
"060376007042",1699,0,1668,129,1699,107,1699,51,0,1284,161,169,0,831,868,31,74,57,21,1171,345,54.9
"060376010011",1209,247,1101,43,1209,219,1209,9,0,597,13,562,0,548,661,108,51,0,2,874,174,54.9
"060376012112",1646,175,1519,245,1646,275,1646,9,26,421,69,1049,0,742,904,127,182,142,78,993,124,54.9
"060376012111",1234,169,1118,138,1220,101,1220,0,0,656,31,496,0,658,576,116,185,31,72,665,165,54.9
"060376015012",2769,447,2566,872,2769,675,2769,0,193,182,30,2356,0,1305,1464,203,624,197,152,1545,48,56.3
"060376018011",1663,397,1570,178,1663,190,1663,36,0,63,5,1539,13,800,863,93,217,83,90,1048,132,54.9
"060376018012",1171,326,1040,426,1156,207,1171,0,0,0,0,1171,0,652,519,131,185,34,52,678,91,54.9
"060376020021",1023,222,916,94,1023,210,1023,0,0,92,27,859,0,553,470,107,131,24,23,681,57,56.8
"060376021051",888,85,804,240,888,43,888,27,0,51,98,712,0,423,465,84,78,31,0,602,93,56.8
"060376021053",929,175,851,49,929,39,929,103,0,236,0,590,0,474,455,78,59,71,21,619,81,56.8
"060376204001",1563,31,1553,178,1563,30,1563,294,0,0,1069,122,0,672,891,10,125,115,25,755,533,78.2
"060375040011",1465,62,1356,172,1389,45,1389,68,0,30,552,750,0,665,800,109,273,41,64,724,254,62.4
"060375300062",1159,179,1108,182,1143,132,1159,190,0,20,227,722,0,617,542,51,208,66,57,714,63,62.1
"060374339013",1200,381,1069,410,1200,191,1200,444,0,17,30,703,0,569,631,131,234,36,0,731,68,62.4
"060374339012",1682,573,1495,694,1669,553,1682,22,0,0,0,1660,0,960,722,187,257,65,116,968,89,62.4
"060375009004",1134,283,1094,218,1040,172,1040,176,3,36,36,859,13,586,548,40,133,76,93,537,255,65.5
"060375014003",1241,15,1191,210,1241,40,1241,0,0,59,204,952,0,612,629,50,196,56,36,810,93,62
"060375014001",1110,198,1078,61,1100,67,1110,24,0,0,123,933,30,446,664,32,124,24,40,727,163,62
"060375014002",1318,141,1210,259,1318,156,1318,60,0,0,87,1134,37,568,750,108,130,48,109,891,32,62
"060375015011",2272,52,2210,291,2272,66,2272,222,0,0,745,1265,0,1066,1206,62,236,50,45,1392,487,67
"060375018023",1642,36,1476,160,1634,68,1642,22,0,39,215,1358,0,807,835,166,133,64,68,948,263,62
"060375018021",955,49,885,66,922,34,922,15,0,3,215,701,0,438,517,70,71,21,21,608,164,62
"060375018022",714,13,605,197,714,45,714,0,0,88,153,467,0,346,368,109,73,12,43,440,37,62
"060375019002",1098,18,939,143,1098,49,1087,35,0,0,179,817,0,515,583,159,113,33,0,627,166,62
"060375019001",1309,22,1231,218,1309,66,1296,25,0,58,146,1057,0,608,701,78,200,33,137,728,133,62
"060375019003",823,26,790,19,823,0,823,8,0,21,295,499,0,367,456,33,101,19,29,530,111,62
"060375019004",923,0,894,61,923,13,923,0,0,0,148,768,0,435,488,29,60,81,41,585,127,62
"060375024011",1382,150,1219,63,1382,106,1382,164,15,23,58,1092,0,675,707,163,117,44,10,782,266,65.5
"060375024012",887,90,819,287,775,30,791,4,0,14,115,754,0,325,562,68,135,17,0,502,165,65.5
"060374012022",1167,62,1167,61,1167,81,1167,90,0,0,368,679,0,575,592,0,121,86,26,824,110,63.7
"060374012023",2032,50,1962,247,1935,60,1948,214,0,18,883,780,59,940,1092,70,236,40,59,1227,400,63.7
"060374013113",672,0,576,55,672,0,672,61,0,17,528,40,0,207,465,96,110,70,30,251,115,62.3
"060374013112",1892,67,1669,438,1892,16,1892,63,0,0,987,842,0,932,960,223,206,12,57,1210,184,62.3
"060374017032",2041,223,1966,78,2041,168,2041,255,0,225,483,1012,0,913,1128,75,279,45,44,1301,297,56.4
"060372126201",1800,623,1762,355,1747,248,1800,490,0,80,211,1010,0,874,926,38,205,35,133,1158,231,59.8
"060372133201",1306,463,1258,322,1286,262,1306,528,0,31,0,747,0,709,597,48,145,0,37,851,225,59.8
"060372147001",946,6,946,64,863,48,863,57,13,59,680,98,0,348,598,0,37,0,0,670,239,75.9
"060372122041",1952,516,1777,709,1943,317,1952,409,0,149,116,1270,0,945,1007,175,269,122,0,1100,286,62.6
"060372123031",3837,1348,3575,1163,3814,1336,3837,831,0,268,194,2436,17,2087,1750,262,429,56,156,2738,196,59.8
"060372123062",1770,533,1612,439,1770,521,1770,615,0,24,39,1051,35,958,812,158,307,66,23,1002,214,59.8
"060372264102",1446,547,1404,358,1446,394,1446,0,4,34,0,1396,0,708,738,42,218,66,64,844,212,47.6
"060372286002",2226,643,2068,767,2226,425,2226,0,0,143,3,2045,0,1060,1166,158,365,88,121,1369,125,49.8
"060372321102",1452,331,1330,180,1452,276,1452,2,0,228,2,1208,12,806,646,122,168,54,76,923,109,51.6
"060372321101",1586,376,1484,722,1586,165,1586,18,0,235,5,1319,0,814,772,102,308,109,105,820,142,51.6
"060372322003",1349,247,1276,212,1349,139,1349,17,0,644,14,659,0,696,653,73,209,70,84,764,149,56.2
"060372322002",1140,204,1107,250,1140,160,1140,0,0,420,13,707,0,562,578,33,130,52,0,866,59,56.2
"060372348004",676,0,676,85,676,77,676,0,0,529,50,50,0,241,435,0,10,0,19,540,107,52.4
"060372348001",983,74,974,162,983,23,983,0,0,466,12,485,0,391,592,9,121,64,59,614,116,52.4
"060372360003",709,0,709,40,709,91,709,0,0,390,134,142,0,324,385,0,0,29,19,438,223,51.7
"060372962103",1766,203,1490,485,1766,244,1766,0,0,71,100,1579,0,878,888,276,300,86,106,924,74,54
"060372962101",591,171,588,69,591,123,591,0,0,32,12,547,0,314,277,3,56,27,46,353,106,54
"060371341032",1950,137,1824,144,1847,187,1862,475,8,88,702,574,39,907,1043,126,181,42,90,982,529,64.9
"060371341031",2709,289,2549,461,2709,244,2700,52,43,196,820,1598,0,1291,1418,160,374,92,61,1733,289,64.9
"060374329022",1213,279,1194,58,1213,29,1213,898,0,0,81,201,0,602,611,19,139,34,35,739,247,72.4
"060374329023",1378,399,1331,103,1373,36,1378,677,0,7,152,425,19,688,690,47,155,119,32,699,326,72.4
"060379201081",5386,141,4883,508,5369,55,5374,1597,0,165,2194,835,58,2865,2521,503,1067,317,101,3172,226,65.6
"060379201121",1152,13,1055,70,1137,130,1139,73,0,54,811,173,0,584,568,97,106,11,23,552,363,65.6
"060371219003",1043,221,994,353,1036,164,1036,31,0,59,333,620,0,517,526,49,173,27,47,664,83,57.7
"060371219001",1421,322,1401,255,1409,114,1421,60,0,30,154,1177,0,689,732,20,279,29,35,917,141,55.4
"060379006062",865,35,635,572,865,204,865,21,0,333,136,375,0,333,532,230,171,23,20,393,28,45.8
"060379006061",2667,92,2543,724,2667,57,2659,36,0,1164,636,768,46,1139,1528,124,341,96,153,1690,263,45.8
"060379008034",2834,56,2611,581,2834,121,2834,0,0,393,899,1475,0,1258,1576,223,476,176,115,1453,391,45.8
"060379008031",2248,20,2086,722,2210,0,2248,30,0,423,598,1117,0,1042,1206,162,497,160,114,1146,169,45.8
"060379008033",1693,0,1602,460,1693,31,1693,66,0,330,642,571,0,858,835,91,187,107,53,1009,246,45.8
"060379008032",1976,0,1812,530,1838,218,1963,210,0,225,713,818,0,878,1098,164,510,161,15,1074,52,45.8
"060379011011",3516,95,3304,290,3505,71,3516,196,0,507,1631,1035,13,1644,1872,212,609,172,224,1956,343,45.8
"060379011012",2003,130,1867,449,2003,169,2003,166,0,96,1052,578,0,1056,947,136,308,182,101,988,288,42
"060375415003",1234,128,1109,110,1234,141,1234,0,0,8,7,1219,0,644,590,125,199,50,14,794,52,49.3
"060372430001",1730,324,1430,275,1730,198,1730,0,0,119,0,1584,0,815,915,300,94,56,113,1144,23,45.5
"060376506021",3165,266,2959,278,2692,147,2692,1748,0,156,769,366,0,1465,1700,206,205,41,91,2002,620,72.9
"060376509021",1398,33,1323,162,1398,108,1398,381,0,17,426,481,29,631,767,75,47,52,0,1049,175,72.9
"060376509023",3108,254,2782,375,3108,88,3108,1398,0,37,845,566,0,1364,1744,326,360,93,32,1740,557,72.9
"060376509022",2263,112,2094,145,2263,130,2263,778,0,16,424,983,0,1180,1083,169,356,38,108,1487,105,72.9
"060371312001",1406,23,1383,198,1406,24,1406,27,0,27,683,669,0,651,755,23,137,27,46,875,298,61.1
"060371312003",762,79,692,0,762,15,762,30,0,25,217,468,0,389,373,70,23,0,0,593,76,61.1
"060374083021",3836,628,3644,163,3836,367,3836,615,0,0,274,2898,0,1969,1867,192,504,148,142,2246,604,62.9
"060374085033",4109,654,3812,155,4109,70,4109,2105,0,114,666,1167,22,1945,2164,297,197,161,106,2320,1028,67.7
"060374085032",925,39,884,4,925,5,925,182,16,0,156,571,0,465,460,41,129,36,34,445,240,67.7
"060374085031",1639,136,1501,79,1628,23,1639,688,0,0,304,523,0,776,863,138,218,28,6,1035,214,67.7
"060374086241",2014,437,1909,133,2014,144,2001,1363,0,0,137,485,0,1000,1014,105,198,51,78,1179,403,67.7
"060374086242",944,143,915,60,939,50,939,582,0,1,107,254,0,448,496,29,94,0,23,572,226,67.7
"060374800123",1926,258,1722,163,1926,66,1926,1110,0,0,449,367,0,945,981,204,201,61,12,1191,257,68.9
"060374800121",1483,264,1399,106,1483,55,1483,839,0,40,198,372,0,716,767,84,180,21,23,999,176,68.9
"060374800124",912,199,823,55,912,42,912,715,0,11,110,76,0,452,460,89,73,31,12,467,240,68.9
"060374037031",1843,11,1788,90,1843,27,1843,216,0,35,687,881,0,859,984,55,209,68,41,1132,338,66.3
"060374052013",1138,190,1063,253,1138,127,1138,145,0,0,32,961,0,501,637,75,213,46,43,743,18,64.2
"060374052012",2008,311,1849,104,2008,82,2008,352,0,46,54,1520,12,1088,920,159,142,101,75,1311,220,64.2
"060374052022",3435,739,3290,672,3435,314,3435,435,0,91,108,2743,37,1657,1778,145,478,112,192,2068,440,64.2
"060371881001",1714,103,1662,198,1714,67,1714,60,0,35,615,812,0,938,776,52,38,39,45,1402,138,72.6
"060371881003",1359,299,1289,108,1359,269,1359,63,0,23,183,1058,0,787,572,70,147,20,37,959,126,72.6
"060371893002",1226,78,1108,78,1226,79,1226,212,0,0,837,147,0,503,723,118,155,0,0,642,311,72.7
"060371893001",1183,14,1123,21,1183,0,1183,71,0,53,1003,47,0,645,538,60,115,44,10,670,284,72.7
"060371898003",1344,49,1344,225,1344,18,1324,31,0,12,831,375,0,653,691,0,122,0,0,1049,173,57.2
"060371898001",1524,0,1524,226,1514,104,1514,29,0,199,1029,196,0,889,635,0,69,24,0,1252,179,57.2
"060371348003",1355,138,1319,90,1355,32,1355,231,0,12,526,575,0,801,554,36,204,65,61,808,181,64.9
"060371348001",1645,239,1632,133,1630,79,1645,412,0,32,484,678,0,735,910,13,104,68,64,1146,250,64.9
"060371348002",1716,245,1632,426,1716,59,1716,313,0,125,373,876,0,789,927,84,209,48,96,1123,156,64.9
"060371348005",705,140,672,172,705,78,705,118,0,0,207,355,0,307,398,33,63,37,31,382,159,64.9
"060371349012",878,9,791,86,878,27,878,47,0,139,648,18,0,403,475,87,149,18,5,491,128,65.8
"060371349011",1377,106,1354,314,1377,123,1377,134,0,26,612,596,0,637,740,23,169,85,11,819,270,65.8
"060371374013",2094,29,1927,181,2094,72,2094,174,0,46,1558,300,0,1000,1094,167,207,88,83,1268,281,72.5
"060371374011",1105,53,970,0,1105,64,1105,181,0,11,577,238,0,505,600,135,104,6,31,739,90,72.5
"060371374021",2519,114,2329,134,2450,138,2450,104,0,27,1958,383,0,1336,1183,190,127,71,56,1188,887,72.5
"060371374023",1665,50,1521,10,1665,0,1665,123,0,139,924,374,0,794,871,144,97,97,10,1196,121,72.5
"060371392001",1258,178,1070,26,1258,0,1258,389,0,0,760,109,0,563,695,188,86,20,28,851,85,74.6
"060371392002",1293,56,1135,157,1293,44,1293,101,0,0,840,352,0,642,651,158,157,0,0,859,119,74.6
"060375300061",3271,344,3001,571,3266,378,3266,817,0,1,371,2010,0,1599,1672,270,353,136,137,1978,397,62.1
"060375306012",946,161,914,109,946,58,946,6,0,0,48,892,0,502,444,32,83,16,48,607,160,59
"060375311021",2313,470,2168,423,2313,187,2313,15,3,0,10,2285,0,1061,1252,145,411,116,136,1247,258,59
"060375316023",2249,525,2039,874,2242,217,2249,0,0,7,40,2202,0,1055,1194,210,345,63,101,1284,246,59
"060375316022",1187,239,1101,299,1187,224,1187,0,0,0,7,1120,60,710,477,86,223,66,49,712,51,59
"060375317021",978,167,955,17,978,41,978,0,0,0,0,978,0,402,576,23,101,19,113,604,118,59
"060375317022",1147,218,1038,444,1147,89,1147,27,0,0,3,1117,0,563,584,109,220,126,71,492,129,59
"060375317024",953,230,927,157,953,352,953,0,0,0,21,932,0,482,471,26,104,53,16,642,112,59
"060375319022",2213,642,2052,449,2213,280,2213,18,0,0,43,2152,0,924,1289,161,246,72,120,1507,107,59
"060372147002",604,63,586,84,604,36,604,48,0,0,417,124,11,263,341,18,29,7,24,322,204,75.9
"060372168002",1507,117,1321,51,1507,219,1498,170,0,111,716,406,0,913,594,186,138,90,61,893,139,70.7
"060372168003",403,22,360,9,403,9,403,51,0,66,213,34,0,172,231,43,0,35,7,257,61,70.7
"060372168004",583,20,548,56,583,10,583,28,0,14,454,53,0,315,268,35,19,0,26,448,55,70.7
"060372172002",924,109,843,126,924,228,924,7,0,185,139,535,0,465,459,81,17,23,56,698,49,68.1
"060372172003",1365,128,1329,134,1365,258,1365,88,0,310,307,594,36,738,627,36,201,14,68,938,108,68.1
"060372172004",944,169,900,80,944,197,944,101,0,257,165,401,0,391,553,44,59,9,0,675,157,68.1
"060372218101",1476,217,1433,493,1476,224,1476,94,6,230,39,1105,0,792,684,43,238,88,122,861,124,51.1
"060374033191",2035,173,1909,232,2035,181,2035,969,0,196,409,348,8,904,1131,126,245,104,113,1037,410,70.6
"060374034084",958,192,936,35,958,12,958,616,0,9,133,190,0,507,451,22,150,41,8,570,167,72.1
"060374034082",1061,109,1042,55,1061,55,1061,576,0,114,195,51,0,507,554,19,84,64,19,658,217,72.1
"060374034085",1308,78,1308,25,1308,50,1308,843,0,122,59,242,0,631,677,0,84,0,25,935,264,72.1
"060374049022",2260,529,2178,300,2260,189,2260,695,0,2,94,1461,0,1023,1237,82,310,58,102,1346,362,64.2
"060374052031",3638,756,3292,474,3553,588,3588,725,0,25,355,2510,0,1805,1833,346,430,136,148,2083,495,64.2
"060374054003",1212,158,1177,49,1173,47,1173,115,24,75,258,718,0,520,692,35,167,33,19,661,297,62.5
"060374054001",1523,94,1472,63,1523,0,1523,64,11,0,187,1261,0,772,751,51,282,162,57,917,54,62.5
"060374061022",646,0,594,151,646,11,646,98,0,0,176,372,0,310,336,52,24,25,49,471,25,66.3
"060374061023",1917,93,1639,255,1917,173,1917,23,0,0,136,1735,15,1007,910,278,151,51,70,1245,122,66.3
"060377017013",291,63,291,64,291,20,291,16,0,0,219,56,0,143,148,0,0,0,0,165,126,75.5
"060377022011",804,24,795,36,804,19,804,59,0,0,613,113,0,413,391,9,58,34,29,548,126,75.5
"060377022015",773,0,724,27,773,34,773,48,0,0,684,25,0,366,407,49,30,26,50,554,64,75.5
"060377027002",1113,34,1057,44,1113,19,1113,206,0,11,538,215,0,487,626,56,155,25,26,769,82,81.3
"060377027001",953,0,895,29,953,0,953,92,0,52,417,271,0,392,561,58,168,31,9,536,151,81.3
"060377027003",515,19,493,19,515,9,515,35,0,13,336,100,0,295,220,22,47,0,0,321,125,81.3
"060377027004",854,8,817,84,846,24,854,215,0,9,474,120,0,427,427,37,133,16,4,578,86,81.3
"060377028012",1328,80,1328,154,1328,139,1328,154,0,55,681,375,0,578,750,0,210,34,25,833,226,81.3
"060377028011",2169,242,2086,289,2169,136,2169,549,0,92,510,963,8,1093,1076,83,321,53,13,1479,220,81.3
"060377028013",1182,46,1118,39,1182,75,1182,188,0,31,591,278,0,475,707,64,82,45,55,612,324,81.3
"060379012051",3990,209,3715,546,3904,196,3938,238,0,832,1185,1644,0,2135,1855,275,657,283,118,2476,181,45.8
"060371112043",1788,57,1733,16,1788,62,1788,392,0,65,962,369,0,946,842,55,247,61,44,876,505,72.8
"060371112041",2588,72,2444,25,2588,16,2588,527,0,68,1487,367,0,1243,1345,144,294,70,104,1429,547,72.8
"060375359014",1283,247,1198,193,1283,0,1283,0,0,0,6,1277,0,672,611,85,278,91,21,714,94,60.1
"060375359011",1195,199,1161,0,1195,68,1195,0,0,0,24,1171,0,533,662,34,168,39,107,717,130,60.1
"060375416032",1768,261,1650,430,1757,302,1768,0,0,274,12,1459,0,1090,678,118,437,53,70,1008,82,48.7
"060375416041",2318,188,2097,388,2306,181,2318,0,0,158,7,2146,0,1130,1188,221,458,94,190,1252,103,48.7
"060375425012",2088,327,1903,669,2088,357,2088,12,0,1028,0,1019,0,1051,1037,185,322,108,74,1130,269,48.7
"060375425011",2803,202,2578,691,2803,176,2803,0,0,1244,0,1081,0,1267,1536,225,673,113,195,1351,246,48.7
"060375415004",2821,538,2560,437,2729,467,2821,0,0,945,19,1857,0,1311,1510,261,681,117,172,1477,113,49.3
"060375424011",1065,79,1016,423,1065,133,1065,30,0,686,0,327,0,590,475,49,121,87,119,587,102,48.7
"060375424012",1981,359,1886,384,1946,207,1972,15,102,478,1,1348,0,948,1033,95,266,127,93,1083,317,48.7
"060375424014",1251,134,1141,274,1251,177,1251,11,0,318,32,881,0,599,652,110,245,78,41,747,30,48.7
"060375432012",2093,256,1957,414,2093,125,2093,0,0,732,37,1298,7,984,1109,136,414,45,58,1257,183,48.7
"060375436022",2319,211,2237,57,2319,139,2319,1278,0,167,156,654,0,1144,1175,82,228,97,41,1436,435,70.9
"060375436021",3687,569,3433,241,3475,429,3475,1362,0,114,804,1298,0,1792,1895,254,270,11,116,2151,885,70.9
"060375512023",2487,200,2356,353,2487,356,2487,0,0,267,468,1735,17,1226,1261,131,298,107,217,1529,205,64.3
"060375512022",578,44,501,22,578,127,578,73,0,0,93,412,0,338,240,77,80,0,0,344,77,64.3
"060375536021",3562,393,3313,536,3550,371,3562,59,82,886,110,2408,17,1668,1894,249,683,311,228,1980,111,55.2
"060372321201",1188,256,926,437,1188,153,1188,0,0,354,0,834,0,543,645,262,120,27,34,685,60,49
"060372321202",1152,414,1009,302,1152,177,1152,0,0,157,0,972,23,518,634,143,165,32,12,659,141,51.6
"060372328001",1930,561,1786,425,1930,297,1930,0,0,226,0,1667,3,1118,812,144,415,66,67,1137,101,49
"060372346001",1134,99,1061,493,1134,206,1134,23,0,535,39,516,0,489,645,73,144,85,80,671,81,52.4
"060372346003",999,104,970,256,999,80,999,36,0,427,31,413,0,524,475,29,50,81,0,655,184,52.4
"060372346002",1072,152,1063,105,1072,140,1072,0,0,564,0,502,0,492,580,9,286,17,53,597,110,52.4
"060372379004",888,167,836,185,888,191,888,0,0,385,0,414,0,421,467,52,217,42,29,483,65,50.2
"060372379003",896,0,852,125,896,14,896,0,0,772,122,2,0,370,526,44,14,45,60,505,228,50.2
"060374602001",1078,31,1078,14,1078,9,1078,6,54,573,288,157,0,571,507,0,192,18,0,518,350,69.3
"060374602005",1718,0,1629,0,1718,60,1718,311,0,524,595,163,0,910,808,89,112,89,24,1141,263,69.3
"060374602002",1357,154,1250,100,1287,154,1357,0,0,327,313,676,0,517,840,107,178,66,124,673,209,69.3
"060371034002",1069,37,1069,0,1023,14,1023,12,0,2,260,750,0,491,578,0,0,0,11,821,237,54.6
"060371034003",754,0,643,62,754,51,754,163,0,0,500,66,0,376,378,111,96,0,0,523,24,54.6
"060371034004",1096,161,1096,57,1096,43,1096,301,0,27,675,43,0,497,599,0,126,13,0,718,239,54.6
"060371034001",917,26,891,202,917,65,917,114,0,29,439,321,0,423,494,26,51,11,0,655,174,54.6
