"GEOID","CSA_Name","Block_Code","Current_Agency","Current_Outreach","Current_Outreach_Date","ZIP"
"060376203031","City of Manhattan Beach",9726,,6,"March 25, 2022",90266
"060376203032","City of Manhattan Beach",9728,,2,"March 25, 2022",90266
"060376203033","City of Manhattan Beach",9729,,,"March 25, 2022",90266
"060376203034","City of Manhattan Beach",9731,,,"March 25, 2022",90266
"060376203051","City of Manhattan Beach",10545,,,"March 25, 2022",90266
"060376203052","City of Manhattan Beach",10547,,,"March 25, 2022",90266
"060376203053","City of Manhattan Beach",10263,,,"March 25, 2022",90266
"060376203054","City of Manhattan Beach",10548,,,"March 25, 2022",90266
"060376203055","City of Manhattan Beach",10549,,,"March 25, 2022",90266
"060376203056","City of Manhattan Beach",10550,,,"March 25, 2022",90266
"060376203057","City of Manhattan Beach",10519,,,"March 25, 2022",90266
"060376204001","City of Manhattan Beach",9732,,15,"March 25, 2022",90266
"060376204002","City of Manhattan Beach",9860,,,"March 25, 2022",90266
"060376204003","City of Manhattan Beach",9733,,,"March 25, 2022",90266
"060376204004","City of Manhattan Beach",9734,,16,"March 25, 2022",90266
"060376205011","City of Redondo Beach",9742,,,"March 25, 2022",90278
"060376205012","City of Redondo Beach",9743,,,"March 25, 2022",90278
"060376205013","City of Redondo Beach",9744,,,"March 25, 2022",90278
"060376205014","City of Redondo Beach",10283,,,"March 25, 2022",90278
"060376205015","City of Redondo Beach",10279,,,"March 25, 2022",90278
"060376205016","City of Redondo Beach",7560,,,"March 25, 2022",90278
"060376205211","City of Redondo Beach",6908,,,"March 25, 2022",90278
"060376205212","City of Redondo Beach",6926,,,"March 25, 2022",90278
"060376205213","City of Redondo Beach",6925,,,"March 25, 2022",90278
"060376205214","City of Redondo Beach",8686,,,"March 25, 2022",90278
"060376205221","City of Redondo Beach",7683,,11,"March 25, 2022",90278
"060376205222","City of Redondo Beach",8895,,,"March 25, 2022",90278
"060376205223","City of Redondo Beach",9602,,,"March 25, 2022",90278
"060376206011","City of Redondo Beach",6879,,,"March 25, 2022",90278
"060376206012","City of Redondo Beach",9829,,,"March 25, 2022",90278
"060376206013","City of Redondo Beach",9750,,,"March 25, 2022",90278
"060376206014","City of Redondo Beach",6595,,,"March 25, 2022",90278
"060376206021","City of Redondo Beach",9752,,,"March 25, 2022",90278
"060376206022","City of Redondo Beach",9753,,,"March 25, 2022",90278
"060376206023","City of Redondo Beach",9582,,,"March 25, 2022",90278
"060376206024","City of Redondo Beach",7585,,1,"March 25, 2022",90278
"060376206025","City of Redondo Beach",8884,,,"March 25, 2022",90278
"060376207011","City of Redondo Beach",7685,,11,"March 25, 2022",90278
"060376207012","City of Redondo Beach",9173,,,"March 25, 2022",90278
"060376207013","City of Redondo Beach",10510,,,"March 25, 2022",90278
"060376207014","City of Redondo Beach",9190,,,"March 25, 2022",90278
"060376207021","City of Redondo Beach",9609,,,"March 25, 2022",90278
"060376207022","City of Redondo Beach",10512,,,"March 25, 2022",90278
"060376207023","City of Redondo Beach",10514,,,"March 25, 2022",90278
"060376207024","City of Redondo Beach",9192,,,"March 25, 2022",90278
"060376207025","City of Redondo Beach",10594,,,"March 25, 2022",90278
"060376208001","City of Manhattan Beach",10516,,,"March 25, 2022",90266
"060376208002","City of Manhattan Beach",10517,,,"March 25, 2022",90266
"060376208003","City of Manhattan Beach",6954,,,"March 25, 2022",90266
"060376208004","City of Manhattan Beach",8744,,,"March 25, 2022",90266
"060376208005","City of Manhattan Beach",10520,,,"March 25, 2022",90266
"060376208006","City of Manhattan Beach",10522,,2,"March 25, 2022",90266
"060376208007","City of Manhattan Beach",10528,,,"March 25, 2022",90266
"060376208008","City of Manhattan Beach",9610,,1,"March 25, 2022",90266
"060376209011","City of Manhattan Beach",10530,,,"March 25, 2022",90266
"060376209012","City of Manhattan Beach",10537,,7,"March 25, 2022",90266
"060376209013","City of Manhattan Beach",9736,,,"March 25, 2022",90266
"060376209041","City of Manhattan Beach",10518,,,"March 25, 2022",90266
"060376209042","City of Manhattan Beach",10595,,,"March 25, 2022",90266
"060376209043","City of Manhattan Beach",10571,,,"March 25, 2022",90266
"060376209044","City of Manhattan Beach",9850,,,"March 25, 2022",90266
"060376210011","City of Hermosa Beach",9139,,2,"March 25, 2022",90254
"060376210012","City of Hermosa Beach",7688,,,"March 25, 2022",90254
"060376210021","City of Hermosa Beach",9234,,,"March 25, 2022",90254
"060376210041","City of Hermosa Beach",9852,,,"March 25, 2022",90254
"060376210042","City of Hermosa Beach",7667,,1,"March 25, 2022",90254
"060376210043","City of Hermosa Beach",8923,,,"March 25, 2022",90254
"060376210044","City of Hermosa Beach",9141,,,"March 25, 2022",90254
"060376210045","City of Hermosa Beach",10525,,,"March 25, 2022",90254
"060376211021","City of Hermosa Beach",9548,,1,"March 25, 2022",90254
"060376211022","City of Hermosa Beach",8646,,,"March 25, 2022",90254
"060376211041","City of Hermosa Beach",10431,,,"March 25, 2022",90254
"060376211042","City of Hermosa Beach",10393,,1,"March 25, 2022",90254
"060376211043","City of Hermosa Beach",10430,,5,"March 25, 2022",90254
"060376211044","City of Hermosa Beach",10429,,7,"March 25, 2022",90254
"060376211045","City of Hermosa Beach",10527,,,"March 25, 2022",90254
"060376212011","City of Redondo Beach",9523,,,"March 25, 2022",90277
"060376212012","City of Redondo Beach",7796,,,"March 25, 2022",90277
"060376212013","City of Redondo Beach",9248,,,"March 25, 2022",90277
"060376212041","City of Redondo Beach",10426,,25,"March 25, 2022",90277
"060376212042","City of Redondo Beach",10425,,1,"March 25, 2022",90277
"060376213011","City of Redondo Beach",10586,,,"March 25, 2022",90277
"060376213012","City of Redondo Beach",10591,,,"March 25, 2022",90277
"060376213013","City of Redondo Beach",10592,,,"March 25, 2022",90277
"060376213014","City of Redondo Beach",10593,,,"March 25, 2022",90277
"060376213241","City of Redondo Beach",10424,,,"March 25, 2022",90277
"060376213242","City of Redondo Beach",10422,,,"March 25, 2022",90277
"060376213261","City of Redondo Beach",10421,,74,"March 25, 2022",90277
"060376213262","City of Redondo Beach",9785,,,"March 25, 2022",90277
"060376213263","City of Redondo Beach",10420,,,"March 25, 2022",90277
"060376214001","City of Redondo Beach",9806,,,"March 25, 2022",90277
"060376214002","City of Redondo Beach",9824,,,"March 25, 2022",90277
"060376214003","City of Redondo Beach",9827,,,"March 25, 2022",90277
"060376214004","City of Redondo Beach",9828,,,"March 25, 2022",90277
"060376500011","City of Torrance",5582,,3,"March 25, 2022",90504
"060376500012","City of Torrance",9834,,,"March 25, 2022",90504
"060376500013","City of Torrance",10276,,,"March 25, 2022",90504
"060376500014","City of Torrance",9836,,,"March 25, 2022",90504
"060376500015","City of Torrance",10419,,,"March 25, 2022",90504
"060376500031","City of Torrance",4848,,,"March 25, 2022",90504
"060376500032","City of Torrance",8785,,,"March 25, 2022",90504
"060376500041","City of Torrance",10416,,,"March 25, 2022",90504
"060376500042","City of Torrance",10415,,,"March 25, 2022",90504
"060376500043","City of Torrance",8752,,,"March 25, 2022",90504
"060376500044","City of Torrance",8784,,,"March 25, 2022",90504
"060376501011","City of Torrance",10477,,4,"March 25, 2022",90504
"060376501012","City of Torrance",8587,,1,"March 25, 2022",90504
"060376501013","City of Torrance",8617,,14,"March 25, 2022",90504
"060376501014","City of Torrance",10476,,,"March 25, 2022",90504
"060376501021","City of Torrance",8764,,,"March 25, 2022",90504
"060376501022","City of Torrance",7636,,,"March 25, 2022",90504
"060376502001","City of Torrance",10464,,,"March 25, 2022",90504
"060376502002","City of Torrance",10462,,,"March 25, 2022",90504
"060376502003","City of Torrance",6800,,,"March 25, 2022",90504
"060376502004","City of Torrance",6650,,,"March 25, 2022",90504
"060376503001","City of Torrance",9160,,,"March 25, 2022",90504
"060376503002","City of Torrance",9253,,,"March 25, 2022",90504
"060376503003","City of Torrance",8574,,,"March 25, 2022",90504
"060376503004","City of Torrance",5870,,,"March 25, 2022",90504
"060376503005","City of Torrance",9862,,,"March 25, 2022",90504
"060376504011","City of Torrance",8999,,,"March 25, 2022",90503
"060376504012","City of Torrance",9612,,,"March 25, 2022",90503
"060376504013","City of Torrance",8572,,,"March 25, 2022",90503
"060376504014","City of Torrance",6866,,,"March 25, 2022",90503
"060376504015","City of Torrance",10252,,,"March 25, 2022",90503
"060376505011","City of Torrance",10493,,,"March 25, 2022",90503
"060376505012","City of Torrance",10488,,,"March 25, 2022",90503
"060376505013","City of Torrance",9813,,,"March 25, 2022",90503
"060376505021","City of Torrance",9515,,,"March 25, 2022",90503
"060376505022","City of Torrance",9202,,,"March 25, 2022",90503
"060376505023","City of Torrance",7772,,,"March 25, 2022",90503
"060376506021","City of Torrance",10487,,1,"March 25, 2022",90503
"060376506022","City of Torrance",6635,,,"March 25, 2022",90503
"060376506023","City of Torrance",8575,,,"March 25, 2022",90503
"060376506031","City of Torrance",7646,,,"March 25, 2022",90503
"060376506032","City of Torrance",8545,,,"March 25, 2022",90503
"060376506041","City of Torrance",5864,,,"March 25, 2022",90503
"060376506042","City of Torrance",8952,,,"March 25, 2022",90503
"060376506051","City of Torrance",6902,,,"March 25, 2022",90503
"060376507011","City of Torrance",8998,,,"March 25, 2022",90503
"060376507012","City of Torrance",7724,,1,"March 25, 2022",90503
"060376507021","City of Torrance",10483,,,"March 25, 2022",90503
"060376507022","City of Torrance",10480,,,"March 25, 2022",90503
"060376507023","City of Torrance",10479,,,"March 25, 2022",90503
"060376507024","City of Torrance",10475,,,"March 25, 2022",90503
"060376507025","City of Torrance",10473,,,"March 25, 2022",90503
"060376508001","City of Torrance",10471,,,"March 25, 2022",90503
"060376508002","City of Torrance",10353,,,"March 25, 2022",90503
"060376508003","City of Torrance",10352,,,"March 25, 2022",90503
"060376509011","City of Torrance",6932,,,"March 25, 2022",90501
"060376509012","City of Torrance",6900,,,"March 25, 2022",90501
"060376509013","City of Torrance",8850,,,"March 25, 2022",90501
"060376509014","City of Torrance",6836,,,"March 25, 2022",90501
"060376509021","City of Torrance",9535,,,"March 25, 2022",90501
"060376509022","City of Torrance",10446,,,"March 25, 2022",90501
"060376509023","City of Torrance",10457,,1,"March 25, 2022",90501
"060376510011","City of Torrance",10459,,,"March 25, 2022",90501
"060376510012","City of Torrance",7962,,2,"March 25, 2022",90501
"060376510013","City of Torrance",5813,,,"March 25, 2022",90501
"060376510014","City of Torrance",10463,,,"March 25, 2022",90501
"060376510021","City of Torrance",8594,,,"March 25, 2022",90501
"060376510022","City of Torrance",6624,,,"March 25, 2022",90501
"060376510023","City of Torrance",10334,,,"March 25, 2022",90501
"060376510024","City of Torrance",8727,,,"March 25, 2022",90501
"060376511011","City of Torrance",9274,,,"March 25, 2022",90505
"060376511012","City of Torrance",7849,,78,"March 25, 2022",90505
"060376511021","City of Torrance",9138,,,"March 25, 2022",90505
"060376511022","City of Torrance",9255,,16,"March 25, 2022",90505
"060376512011","City of Torrance",9800,,,"March 25, 2022",90505
"060376512012","City of Torrance",9801,,,"March 25, 2022",90505
"060376512013","City of Torrance",10274,,,"March 25, 2022",90505
"060376512014","City of Torrance",9804,,,"March 25, 2022",90505
"060376512015","City of Torrance",10293,,,"March 25, 2022",90505
"060376512211","City of Torrance",6780,,12,"March 25, 2022",90505
"060376512221","City of Torrance",10391,,1,"March 25, 2022",90505
"060376512222","City of Torrance",9866,,2,"March 25, 2022",90505
"060376513021","City of Torrance",9868,,24,"March 25, 2022",90505
"060376513022","City of Torrance",9869,,,"March 25, 2022",90505
"060376513023","City of Torrance",9870,,,"March 25, 2022",90505
"060376513024","City of Torrance",10465,,,"March 25, 2022",90277
"060376513025","City of Torrance",10466,,,"March 25, 2022",90277
"060376513026","City of Torrance",9867,,,"March 25, 2022",90277
"060376513041","City of Torrance",10294,,12,"March 25, 2022",90277
"060376513042","City of Torrance",10295,,,"March 25, 2022",90277
"060376513043","City of Torrance",10309,,,"March 25, 2022",90277
"060376513044","City of Torrance",10298,,,"March 25, 2022",90277
"060376513045","City of Torrance",10299,,,"March 25, 2022",90277
"060376514011","City of Torrance",7614,,,"March 25, 2022",90505
"060376514012","City of Torrance",9242,,,"March 25, 2022",90505
"060376514021","City of Torrance",9151,,3,"March 25, 2022",90505
"060376514022","City of Torrance",10354,,,"March 25, 2022",90505
"060376514023","City of Torrance",9584,,,"March 25, 2022",90505
"060376514024","City of Torrance",10314,,,"March 25, 2022",90505
"060376700011","City of Lomita",8691,,1,"March 25, 2022",90717
"060376700012","City of Lomita",6600,,1,"March 25, 2022",90717
"060376700021","City of Lomita",6673,,,"March 25, 2022",90717
"060376700022","City of Lomita",6665,,,"March 25, 2022",90717
"060376700031","City of Lomita",9872,,1,"March 25, 2022",90717
"060376700032","City of Lomita",9517,,1,"March 25, 2022",90717
"060376700033","City of Lomita",9875,,,"March 25, 2022",90717
"060376700034","City of Lomita",5661,,,"March 25, 2022",90717
"060376701001","City of Lomita",4742,,,"March 25, 2022",90717
"060376701002","City of Lomita",8647,,,"March 25, 2022",90717
"060376701003","City of Lomita",6724,,,"March 25, 2022",90717
"060376701004","City of Lomita",8546,,,"March 25, 2022",90717
"060376702011","Unincorporated - Westfield/Academy Hills",9615,,36,"March 25, 2022",90274
"060376702012","City of Rolling Hills Estates",9209,,,"March 25, 2022",90274
"060376702021","City of Rolling Hills Estates",8899,,,"March 25, 2022",90274
"060376703241","City of Palos Verdes Estates",9709,,,"March 25, 2022",90274
"060376703242","City of Palos Verdes Estates",10358,,,"March 25, 2022",90274
"060376703243","City of Palos Verdes Estates",10315,,,"March 25, 2022",90274
"060376703244","City of Palos Verdes Estates",10597,,,"March 25, 2022",90274
"060376703261","City of Palos Verdes Estates",9579,,,"March 25, 2022",90274
"060376703262","City of Palos Verdes Estates",10304,,,"March 25, 2022",90274
"060376703263","City of Palos Verdes Estates",9571,,,"March 25, 2022",90274
"060376703281","City of Palos Verdes Estates",8599,,,"March 25, 2022",90274
"060376703282","City of Palos Verdes Estates",8707,,,"March 25, 2022",90274
"060376703283","City of Palos Verdes Estates",9665,,,"March 25, 2022",90274
"060376704031","City of Rancho Palos Verdes",7960,,5,"March 25, 2022",90275
"060376704051","City of Rancho Palos Verdes",9688,,1,"March 25, 2022",90275
"060376704061","City of Rolling Hills Estates",9893,,,"March 25, 2022",90274
"060376704071","City of Rancho Palos Verdes",9905,,,"March 25, 2022",90275
"060376704072","City of Rancho Palos Verdes",9907,,,"March 25, 2022",90275
"060376704073","City of Rancho Palos Verdes",9910,,,"March 25, 2022",90275
"060376704111","City of Rancho Palos Verdes",7943,,1,"March 25, 2022",90275
"060376704112","City of Rancho Palos Verdes",9531,,,"March 25, 2022",90275
"060376704131","City of Rancho Palos Verdes",9912,,,"March 25, 2022",90275
"060376704132","City of Rancho Palos Verdes",9913,,,"March 25, 2022",90275
"060376704161","City of Rancho Palos Verdes",9524,,,"March 25, 2022",90275
"060376704162","City of Rancho Palos Verdes",7857,,,"March 25, 2022",90275
"060376705001","City of Rolling Hills",9533,,,"March 25, 2022",90274
"060376706021","City of Rancho Palos Verdes",10326,,,"March 25, 2022",90275
"060376706022","City of Rancho Palos Verdes",9589,,15,"March 25, 2022",90275
"060376706023","City of Rancho Palos Verdes",9670,,,"March 25, 2022",90275
"060376707011","City of Rancho Palos Verdes",7842,,,"March 25, 2022",90275
"060376707012","City of Rancho Palos Verdes",9562,,,"March 25, 2022",90275
"060376707013","City of Rancho Palos Verdes",9591,,23,"March 25, 2022",90275
"060376707014","City of Rancho Palos Verdes",8760,,,"March 25, 2022",90275
"060376707021","City of Rancho Palos Verdes",8893,,,"March 25, 2022",90275
"060376707022","City of Rancho Palos Verdes",10104,,,"March 25, 2022",90275
"060376707023","City of Rancho Palos Verdes",10116,,1,"March 25, 2022",90275
"060376707024","City of Rancho Palos Verdes",10532,,1,"March 25, 2022",90275
"060377001011","City of West Hollywood",7892,"DPH",,"March 25, 2022",90046
"060377001012","City of West Hollywood",9754,"DPH",,"March 25, 2022",90046
"060377001013","City of West Hollywood",5816,"DPH",,"March 25, 2022",90046
"060377001014","City of West Hollywood",8950,"DPH",,"March 25, 2022",90046
"060377001015","City of West Hollywood",10490,"DPH",,"March 25, 2022",90046
"060377001021","City of West Hollywood",10372,"DPH",,"March 25, 2022",90046
"060377001022","City of West Hollywood",4655,"DPH",,"March 25, 2022",90046
"060377001023","City of West Hollywood",9822,"DPH",,"March 25, 2022",90046
"060377002001","City of West Hollywood",8941,"DPH",,"March 25, 2022",90046
"060377002002","City of West Hollywood",9756,"DPH",,"March 25, 2022",90046
"060377002003","City of West Hollywood",9759,"DPH",,"March 25, 2022",90046
"060377002004","City of West Hollywood",10273,"DPH",,"March 25, 2022",90046
"060377002005","City of West Hollywood",5811,"DPH",,"March 25, 2022",90046
"060377003001","City of West Hollywood",5603,,,"March 25, 2022",90069
"060377003002","City of West Hollywood",7854,,,"March 25, 2022",90069
"060377003003","City of West Hollywood",10396,,,"March 25, 2022",90069
"060377003004","City of West Hollywood",10214,,,"March 25, 2022",90069
"060377004001","City of West Hollywood",8957,,,"March 25, 2022",90048
"060377004002","City of West Hollywood",8780,,,"March 25, 2022",90048
"060377004003","City of West Hollywood",6910,,,"March 25, 2022",90069
"060377004004","City of West Hollywood",8731,,,"March 25, 2022",90048
"060377005011","City of West Hollywood",10397,,,"March 25, 2022",90069
"060377005012","City of West Hollywood",8980,,,"March 25, 2022",90069
"060377005013","City of West Hollywood",8966,,,"March 25, 2022",90069
"060377005021","City of West Hollywood",6591,,,"March 25, 2022",90069
"060377005022","City of West Hollywood",4729,,1,"March 25, 2022",90069
"060377006001","City of Beverly Hills",10221,,4,"March 25, 2022",90210
"060377006002","City of Beverly Hills",10215,,13,"March 25, 2022",90210
"060377006003","City of Beverly Hills",10398,,,"March 25, 2022",90210
"060377006004","City of Beverly Hills",10203,,4,"March 25, 2022",90210
"060377006005","City of Beverly Hills",9658,,,"March 25, 2022",90210
"060377007001","City of Beverly Hills",7790,,,"March 25, 2022",90210
"060377007002","City of Beverly Hills",10128,,,"March 25, 2022",90210
"060377007003","City of Beverly Hills",10127,,,"March 25, 2022",90210
"060377008011","City of Beverly Hills",10411,,,"March 25, 2022",90210
"060377008012","City of Beverly Hills",10348,,,"March 25, 2022",90210
"060377008013","City of Beverly Hills",10515,,53,"March 25, 2022",90210
"060377008021","City of Beverly Hills",10347,,,"March 25, 2022",90211
"060377008022","City of Beverly Hills",6903,,,"March 25, 2022",90211
"060377008023","City of Beverly Hills",6878,,,"March 25, 2022",90211
"060377009011","City of Beverly Hills",9878,,,"March 25, 2022",90211
"060377009012","City of Beverly Hills",9593,,,"March 25, 2022",90211
"060377009013","City of Beverly Hills",8653,,,"March 25, 2022",90211
"060377009014","City of Beverly Hills",7672,,1,"March 25, 2022",90211
"060377009021","City of Beverly Hills",9881,,80,"March 25, 2022",90212
"060377009022","City of Beverly Hills",7939,,,"March 25, 2022",90212
"060377009023","City of Beverly Hills",7934,,58,"March 25, 2022",90212
"060377009024","City of Beverly Hills",9882,,30,"March 25, 2022",90212
"060377010001","City of Beverly Hills",8797,,,"March 25, 2022",90212
"060377010002","City of Beverly Hills",9883,,,"March 25, 2022",90212
"060377010003","City of Beverly Hills",6915,,66,"March 25, 2022",90212
"060377010004","City of Beverly Hills",9886,,,"March 25, 2022",90212
"060377010005","City of Beverly Hills",9887,,98,"March 25, 2022",90212
"060377011001","Unincorporated - West LA",6975,,,"March 25, 2022",90073
"060377012011","City of Santa Monica",10308,,,"March 25, 2022",90402
"060377012012","City of Santa Monica",9168,,,"March 25, 2022",90402
"060377012013","City of Santa Monica",10369,,,"March 25, 2022",90402
"060377012014","City of Santa Monica",10123,,,"March 25, 2022",90402
"060377012015","City of Santa Monica",10120,,,"March 25, 2022",90402
"060377012021","City of Santa Monica",10301,,,"March 25, 2022",90403
"060377012022","City of Santa Monica",8924,,,"March 25, 2022",90403
"060377013021","City of Santa Monica",6976,,,"March 25, 2022",90403
"060377013022","City of Santa Monica",8971,,,"March 25, 2022",90403
"060377013041","City of Santa Monica",9863,,,"March 25, 2022",90402
"060377013042","City of Santa Monica",10412,,,"March 25, 2022",90402
"060377013043","City of Santa Monica",10310,,,"March 25, 2022",90402
"060377013044","City of Santa Monica",8878,,,"March 25, 2022",90402
"060377014021","City of Santa Monica",10596,,,"March 25, 2022",90403
"060377014022","City of Santa Monica",7879,,,"March 25, 2022",90403
"060377014023","City of Santa Monica",5614,,2,"March 25, 2022",90403
"060377014024","City of Santa Monica",7867,,,"March 25, 2022",90403
"060377015011","City of Santa Monica",9884,,,"March 25, 2022",90403
"060377015012","City of Santa Monica",9757,,,"March 25, 2022",90403
"060377015013","City of Santa Monica",9885,,,"March 25, 2022",90403
"060377015021","City of Santa Monica",7894,,,"March 25, 2022",90404
"060377015022","City of Santa Monica",8612,,,"March 25, 2022",90404
"060377015023","City of Santa Monica",7845,,,"March 25, 2022",90401
"060377016011","City of Santa Monica",8933,,,"March 25, 2022",90403
"060377016012","City of Santa Monica",7625,,,"March 25, 2022",90403
"060377016013","City of Santa Monica",8621,,,"March 25, 2022",90403
"060377016014","City of Santa Monica",10255,,,"March 25, 2022",90403
"060377016021","City of Santa Monica",7873,,,"March 25, 2022",90404
"060377016022","City of Santa Monica",5802,,,"March 25, 2022",90404
"060377016023","City of Santa Monica",8694,,,"March 25, 2022",90404
"060377017011","City of Santa Monica",5821,,,"March 25, 2022",90404
"060377017012","City of Santa Monica",6676,,,"March 25, 2022",90404
"060377017013","City of Santa Monica",6737,,,"March 25, 2022",90404
"060377017021","City of Santa Monica",5593,,,"March 25, 2022",90404
"060377017022","City of Santa Monica",5893,,1,"March 25, 2022",90404
"060377017023","City of Santa Monica",4676,,1,"March 25, 2022",90401
"060377018011","City of Santa Monica",7807,,,"March 25, 2022",90404
"060377018012","City of Santa Monica",4627,,,"March 25, 2022",90404
"060377018013","City of Santa Monica",5562,,,"March 25, 2022",90404
"060377018014","City of Santa Monica",5608,,,"March 25, 2022",90404
"060377018015","City of Santa Monica",7779,,3,"March 25, 2022",90404
"060377018021","City of Santa Monica",4583,,,"March 25, 2022",90404
"060377018022","City of Santa Monica",6560,,,"March 25, 2022",90404
"060377018023","City of Santa Monica",7834,,,"March 25, 2022",90404
"060377018024","City of Santa Monica",7835,,,"March 25, 2022",90404
"060377019021","City of Santa Monica",10589,,1,"March 25, 2022",90401
"060377019022","City of Santa Monica",10312,,2,"March 25, 2022",90401
"060377019023","City of Santa Monica",8798,,39,"March 25, 2022",90401
"060377020021","City of Santa Monica",8705,,,"March 25, 2022",90405
"060377020022","City of Santa Monica",5807,,,"March 25, 2022",90405
"060377020023","City of Santa Monica",6722,,,"March 25, 2022",90405
"060377020024","City of Santa Monica",6819,,,"March 25, 2022",90405
"060377021021","City of Santa Monica",10511,,,"March 25, 2022",90405
"060377021022","City of Santa Monica",7916,,,"March 25, 2022",90405
"060377021023","City of Santa Monica",5618,,,"March 25, 2022",90405
"060377021024","City of Santa Monica",9204,,,"March 25, 2022",90405
"060377021025","City of Santa Monica",10328,,,"March 25, 2022",90405
"060377021026","City of Santa Monica",7836,,,"March 25, 2022",90405
"060377021027","City of Santa Monica",9222,,,"March 25, 2022",90405
"060377022011","City of Santa Monica",6573,,,"March 25, 2022",90405
"060377022012","City of Santa Monica",8687,,,"March 25, 2022",90405
"060377022013","City of Santa Monica",7919,,,"March 25, 2022",90405
"060377022014","City of Santa Monica",5672,,,"March 25, 2022",90405
"060377022015","City of Santa Monica",7926,,,"March 25, 2022",90405
"060377022021","City of Santa Monica",5872,,,"March 25, 2022",90405
"060377022022","City of Santa Monica",9925,,,"March 25, 2022",90405
"060377022023","City of Santa Monica",9924,,,"March 25, 2022",90405
"060377022024","City of Santa Monica",8737,,,"March 25, 2022",90405
"060377022025","City of Santa Monica",8557,,,"March 25, 2022",90405
"060377023001","City of Santa Monica",9152,,,"March 25, 2022",90405
"060377023002","City of Santa Monica",7656,,,"March 25, 2022",90405
"060377023003","City of Santa Monica",8721,,,"March 25, 2022",90405
"060377023004","City of Santa Monica",8792,,,"March 25, 2022",90405
"060377023005","City of Santa Monica",8990,,,"March 25, 2022",90405
"060377024001","City of Culver City",8543,,,"March 25, 2022",90232
"060377024002","City of Culver City",9920,,1,"March 25, 2022",90232
"060377024003","City of Culver City",6559,,,"March 25, 2022",90232
"060377024004","City of Culver City",8717,,,"March 25, 2022",90232
"060377024005","City of Culver City",6980,,1,"March 25, 2022",90232
"060377025011","City of Culver City",8942,,1,"March 25, 2022",90232
"060377025012","City of Culver City",8770,,,"March 25, 2022",90232
"060377025013","City of Culver City",9904,,,"March 25, 2022",90232
"060377025014","City of Culver City",8536,,,"March 25, 2022",90232
"060377025015","City of Culver City",9901,,,"March 25, 2022",90232
"060377025021","City of Culver City",9879,,3,"March 25, 2022",90232
"060377025022","City of Culver City",5745,,1,"March 25, 2022",90232
"060377025023","City of Culver City",7957,,,"March 25, 2022",90230
"060377026001","City of Culver City",8837,,,"March 25, 2022",90230
"060377026002","City of Culver City",9877,,,"March 25, 2022",90230
"060377026003","City of Culver City",6586,,,"March 25, 2022",90230
"060377026004","City of Culver City",8763,,,"March 25, 2022",90230
"060377026005","City of Culver City",9794,,,"March 25, 2022",90230
"060377026006","City of Culver City",9226,,,"March 25, 2022",90230
"060377027001","City of Culver City",9616,,1,"March 25, 2022",90230
"060377027002","City of Culver City",9891,,,"March 25, 2022",90230
"060377027003","City of Culver City",8852,,,"March 25, 2022",90230
"060377027004","City of Culver City",8828,,,"March 25, 2022",90230
"060377028011","City of Culver City",6781,,,"March 25, 2022",90232
"060377028012","City of Culver City",6797,,1,"March 25, 2022",90232
"060377028013","City of Culver City",6789,,,"March 25, 2022",90232
"060377028021","City of Culver City",5707,,,"March 25, 2022",90066
"060377028022","City of Culver City",6786,,,"March 25, 2022",90066
"060377028031","City of Culver City",4661,,,"March 25, 2022",90066
"060377028032","City of Culver City",4654,,3,"March 25, 2022",90066
"060377028033","City of Culver City",5757,,2,"March 25, 2022",90066
"060377029011","Unincorporated - Marina del Rey",8751,,,"March 25, 2022",90292
"060377029012","Unincorporated - Marina del Rey",8711,,,"March 25, 2022",90292
"060377029013","Unincorporated - Marina del Rey",8836,,,"March 25, 2022",90292
"060377029014","Unincorporated - Marina del Rey",10582,,,"March 25, 2022",90292
"060377030011","City of Culver City",10363,,,"March 25, 2022",90230
"060377030012","City of Culver City",8969,,1,"March 25, 2022",90230
"060377030013","Unincorporated - Ladera Heights",10427,,,"March 25, 2022",90230
"060377030021","Unincorporated - Ladera Heights",9876,,,"March 25, 2022",90056
"060377030022","Unincorporated - Ladera Heights",10451,,,"March 25, 2022",90056
"060377030023","Unincorporated - Ladera Heights",8745,,,"March 25, 2022",90056
"060377030024","Unincorporated - Ladera Heights",10306,,,"March 25, 2022",90056
"060377031001","Unincorporated - View Park/Windsor Hills",9848,,2,"March 25, 2022",90043
"060377031002","Unincorporated - View Park/Windsor Hills",9843,,2,"March 25, 2022",90043
"060377031003","Unincorporated - View Park/Windsor Hills",8604,,2,"March 25, 2022",90043
"060377031004","Unincorporated - View Park/Windsor Hills",9841,,,"March 25, 2022",90056
"060377031005","Unincorporated - View Park/Windsor Hills",9917,,,"March 25, 2022",90056
"060377031006","Unincorporated - View Park/Windsor Hills",9916,,1,"March 25, 2022",90043
"060377032001","Unincorporated - View Park/Windsor Hills",8835,,,"March 25, 2022",90008
"060377032002","Unincorporated - View Park/Windsor Hills",7944,,,"March 25, 2022",90043
"060377032003","Unincorporated - View Park/Windsor Hills",5699,,1,"March 25, 2022",90043
"060377032004","Unincorporated - View Park/Windsor Hills",9873,,,"March 25, 2022",90043
"060377032005","Unincorporated - View Park/Windsor Hills",10238,,,"March 25, 2022",90043
"060377032006","Unincorporated - View Park/Windsor Hills",7954,,,"March 25, 2022",90043
