"GEOID","CSA_Name","Block_Code","Current_Agency","Current_Outreach","Current_Outreach_Date","ZIP"
"060372346001","Los Angeles - Hyde Park",3601,,7,"March 25, 2022",90043
"060372346002","Los Angeles - Hyde Park",3635,,1,"March 25, 2022",90043
"060372346003","Los Angeles - Hyde Park",4619,,1,"March 25, 2022",90043
"060372346004","Los Angeles - Hyde Park",9838,,,"March 25, 2022",90043
"060372347001","Los Angeles - Hyde Park",4618,,,"March 25, 2022",90043
"060372347002","Los Angeles - Hyde Park",7899,,,"March 25, 2022",90043
"060372347003","Los Angeles - Hyde Park",6847,,1,"March 25, 2022",90043
"060372347004","Los Angeles - Hyde Park",7546,,,"March 25, 2022",90043
"060372348001","Los Angeles - Hyde Park",4643,,,"March 25, 2022",90043
"060372348002","Los Angeles - Hyde Park",7823,,1,"March 25, 2022",90043
"060372348003","Los Angeles - Hyde Park",5563,,,"March 25, 2022",90043
"060372348004","Los Angeles - Hyde Park",9835,,,"March 25, 2022",90043
"060372349011","Los Angeles - Hyde Park",2585,,1,"March 25, 2022",90043
"060372349012","Los Angeles - Hyde Park",1698,,1,"March 25, 2022",90043
"060372349021","Los Angeles - Hyde Park",2623,,,"March 25, 2022",90043
"060372349022","Los Angeles - Hyde Park",6938,,,"March 25, 2022",90043
"060372349023","Los Angeles - Hyde Park",1681,,,"March 25, 2022",90043
"060372351001","Los Angeles - Hyde Park",5879,,1,"March 25, 2022",90043
"060372351002","Los Angeles - View Heights",5720,,,"March 25, 2022",90043
"060372351003","Los Angeles - View Heights",8936,,,"March 25, 2022",90043
"060372351004","Los Angeles - View Heights",7777,,,"March 25, 2022",90043
"060372352011","Los Angeles - Hyde Park",2635,,,"March 25, 2022",90043
"060372352012","Los Angeles - Hyde Park",9179,,,"March 25, 2022",90043
"060372352013","Los Angeles - Hyde Park",4628,,,"March 25, 2022",90043
"060372352021","Los Angeles - Hyde Park",2621,,,"March 25, 2022",90043
"060372352022","Los Angeles - Hyde Park",3628,,,"March 25, 2022",90043
"060372352023","Los Angeles - Hyde Park",9818,,,"March 25, 2022",90043
"060372360001","Los Angeles - Baldwin Hills",9814,,,"March 25, 2022",90016
"060372360002","Unincorporated - Ladera Heights",9216,,,"March 25, 2022",90008
"060372360003","Los Angeles - Baldwin Hills",9812,,,"March 25, 2022",90016
"060372360004","Los Angeles - Baldwin Hills",9810,,,"March 25, 2022",90016
"060372361001","Los Angeles - Baldwin Hills",7744,,,"March 25, 2022",90008
"060372361002","Los Angeles - Baldwin Hills",3642,,1,"March 25, 2022",90008
"060372361003","Los Angeles - Baldwin Hills",4806,,,"March 25, 2022",90008
"060372361004","Los Angeles - Baldwin Hills",7697,,1,"March 25, 2022",90008
"060372361005","Los Angeles - Baldwin Hills",9805,,1,"March 25, 2022",90008
"060372362021","Los Angeles - Baldwin Hills",1679,,,"March 25, 2022",90008
"060372362022","Los Angeles - Baldwin Hills",2569,,,"March 25, 2022",90008
"060372362023","Los Angeles - Baldwin Hills",3570,,1,"March 25, 2022",90016
"060372362031","Los Angeles - Baldwin Hills",7713,,,"March 25, 2022",90016
"060372362032","Los Angeles - Baldwin Hills",7581,,,"March 25, 2022",90008
"060372362041","Los Angeles - Baldwin Hills",2554,,1,"March 25, 2022",90008
"060372362042","Los Angeles - Baldwin Hills",6675,,,"March 25, 2022",90008
"060372364001","Los Angeles - Baldwin Hills",8649,,,"March 25, 2022",90008
"060372364002","Los Angeles - Baldwin Hills",8829,,,"March 25, 2022",90008
"060372364003","Los Angeles - Baldwin Hills",6743,,,"March 25, 2022",90008
"060372371011","Los Angeles - Harvard Park",6056,,,"March 25, 2022",90044
"060372371012","Los Angeles - Harvard Park",1359,"Community Build Inc.",6,"March 25, 2022",90044
"060372371013","Los Angeles - Harvard Park",2022,"Resilient",18,"March 25, 2022",90044
"060372371014","Los Angeles - Harvard Park",1102,"Resilient",,"March 25, 2022",90044
"060372371015","Los Angeles - Harvard Park",1028,"Resilient",,"March 25, 2022",90044
"060372371021","Los Angeles - Harvard Park",2218,"Resilient",,"March 25, 2022",90003
"060372371022","Los Angeles - Harvard Park",2063,"Resilient",,"March 25, 2022",90044
"060372372011","Los Angeles - Harvard Park",2305,"DPH",11,"March 25, 2022",90044
"060372372012","Los Angeles - Harvard Park",2021,"DPH",16,"March 25, 2022",90044
"060372372013","Los Angeles - Harvard Park",10042,,,"March 25, 2022",90044
"060372372021","Los Angeles - Harvard Park",1383,"DPH",18,"March 25, 2022",90047
"060372372022","Los Angeles - Harvard Park",3075,"DPH",12,"March 25, 2022",90047
"060372372023","Los Angeles - Harvard Park",2025,"DPH",31,"March 25, 2022",90047
"060372372024","Los Angeles - Harvard Park",5025,,,"March 25, 2022",90047
"060372373001","Los Angeles - Harvard Park",7026,,,"March 25, 2022",90047
"060372373002","Los Angeles - Harvard Park",8031,,,"March 25, 2022",90047
"060372373003","Los Angeles - Harvard Park",3216,"DPH",14,"March 25, 2022",90047
"060372373004","Los Angeles - Harvard Park",4106,,,"March 25, 2022",90047
"060372373005","Los Angeles - Harvard Park",3001,"DPH",14,"March 25, 2022",90047
"060372374011","Los Angeles - Harvard Park",7047,,,"March 25, 2022",90044
"060372374012","Los Angeles - Harvard Park",1152,"Community Build Inc.",7,"March 25, 2022",90044
"060372374013","Los Angeles - Harvard Park",3155,"Community Build Inc.",3,"March 25, 2022",90044
"060372374021","Los Angeles - Harvard Park",2191,"DPH",14,"March 25, 2022",90047
"060372374022","Los Angeles - Harvard Park",1427,"Community Build Inc.",3,"March 25, 2022",90044
"060372374023","Los Angeles - Harvard Park",3147,"Community Build Inc.",2,"March 25, 2022",90047
"060372375001","Los Angeles - Harvard Park",1049,"Resilient",,"March 25, 2022",90044
"060372375002","Los Angeles - Harvard Park",2288,"Resilient",,"March 25, 2022",90044
"060372376001","Los Angeles - Harvard Park",2020,"Resilient",,"March 25, 2022",90044
"060372376002","Los Angeles - Harvard Park",2232,"Resilient",,"March 25, 2022",90044
"060372376003","Los Angeles - Harvard Park",2088,"Resilient",,"March 25, 2022",90003
"060372376004","Los Angeles - Harvard Park",1135,"Resilient",,"March 25, 2022",90044
"060372377101","Los Angeles - Vermont Knolls",2581,,9,"March 25, 2022",90044
"060372377102","Los Angeles - Vermont Knolls",2551,,3,"March 25, 2022",90044
"060372377201","Los Angeles - Vermont Knolls",1690,,4,"March 25, 2022",90044
"060372377202","Los Angeles - Vermont Knolls",1683,,5,"March 25, 2022",90044
"060372378001","Los Angeles - Vermont Knolls",3671,,11,"March 25, 2022",90044
"060372378002","Los Angeles - Vermont Knolls",3727,,2,"March 25, 2022",90044
"060372378003","Los Angeles - Vermont Knolls",4596,,2,"March 25, 2022",90044
"060372378004","Los Angeles - Vermont Knolls",8767,,,"March 25, 2022",90047
"060372379001","Los Angeles - Manchester Square",9793,,,"March 25, 2022",90047
"060372379002","Los Angeles - Manchester Square",6899,,,"March 25, 2022",90047
"060372379003","Los Angeles - Manchester Square",9791,,,"March 25, 2022",90047
"060372379004","Los Angeles - Manchester Square",3641,,,"March 25, 2022",90047
"060372380001","Los Angeles - Gramercy Place",10108,"DPH",2,"March 25, 2022",90047
"060372380002","Los Angeles - Gramercy Place",2553,"DPH",,"March 25, 2022",90047
"060372380003","Los Angeles - Gramercy Place",2638,"DPH",5,"March 25, 2022",90047
"060372380004","Los Angeles - Gramercy Place",9725,"DPH",1,"March 25, 2022",90047
"060372380005","Los Angeles - Gramercy Place",10115,"DPH",,"March 25, 2022",90047
"060372380006","Los Angeles - Gramercy Place",10113,"DPH",2,"March 25, 2022",90047
"060372381001","Los Angeles - Manchester Square",3599,,,"March 25, 2022",90047
"060372381002","Los Angeles - Manchester Square",4621,,,"March 25, 2022",90047
"060372381003","Los Angeles - Manchester Square",4853,,2,"March 25, 2022",90047
"060372381004","Los Angeles - Manchester Square",7702,,7,"March 25, 2022",90047
"060372382001","Los Angeles - Vermont Knolls",7760,,,"March 25, 2022",90044
"060372382002","Los Angeles - Vermont Knolls",3575,,,"March 25, 2022",90044
"060372382003","Los Angeles - Vermont Knolls",6834,,,"March 25, 2022",90044
"060372382004","Los Angeles - Vermont Knolls",9922,,,"March 25, 2022",90047
"060372383101","Los Angeles - Vermont Vista",1046,"Community Build Inc.",,"March 25, 2022",90044
"060372383102","Los Angeles - Vermont Vista",1092,"Community Build Inc.",1,"March 25, 2022",90044
"060372383201","Los Angeles - Vermont Vista",1364,"Community Build Inc.",1,"March 25, 2022",90044
"060372383202","Los Angeles - Vermont Vista",2052,"Community Build Inc.",,"March 25, 2022",90044
"060372383203","Los Angeles - Vermont Vista",1231,"Community Build Inc.",,"March 25, 2022",90003
"060372384001","Los Angeles - Gramercy Place",7693,"DPH",,"March 25, 2022",90047
"060372384002","Los Angeles - Gramercy Place",4663,"DPH",34,"March 25, 2022",90047
"060372384003","Los Angeles - Gramercy Place",10106,,4,"March 25, 2022",90047
"060372384004","Los Angeles - Gramercy Place",10105,,,"March 25, 2022",90047
"060372392011","Los Angeles - Florence-Firestone",1540,"DPH",,"March 25, 2022",90003
"060372392012","Los Angeles - Florence-Firestone",1529,"DPH",,"March 25, 2022",90003
"060372392013","Los Angeles - Harvard Park",2427,,,"March 25, 2022",90003
"060372392021","Los Angeles - Florence-Firestone",3432,"DPH",8,"March 25, 2022",90001
"060372392022","Los Angeles - Florence-Firestone",1543,,,"March 25, 2022",90003
"060372392023","Los Angeles - Florence-Firestone",1547,"DPH",,"March 25, 2022",90003
"060372393101","Los Angeles - Harvard Park",1536,,,"March 25, 2022",90003
"060372393102","Los Angeles - Florence-Firestone",1539,"DPH",,"March 25, 2022",90003
"060372393103","Los Angeles - Florence-Firestone",2431,"DPH",1,"March 25, 2022",90003
"060372393201","Los Angeles - Florence-Firestone",2435,"DPH",,"March 25, 2022",90003
"060372393202","Los Angeles - Florence-Firestone",1528,"DPH",,"March 25, 2022",90003
"060372393301","Los Angeles - Florence-Firestone",4335,,,"March 25, 2022",90001
"060372393302","Los Angeles - Florence-Firestone",2436,,1,"March 25, 2022",90003
"060372395011","Los Angeles - Florence-Firestone",1537,,,"March 25, 2022",90001
"060372395012","Los Angeles - Florence-Firestone",2428,,,"March 25, 2022",90003
"060372395013","Los Angeles - Florence-Firestone",1535,,,"March 25, 2022",90001
"060372395021","Los Angeles - Florence-Firestone",2429,,,"March 25, 2022",90001
"060372395022","Los Angeles - Florence-Firestone",2426,,,"March 25, 2022",90003
"060372395023","Los Angeles - Florence-Firestone",1548,,1,"March 25, 2022",90001
"060372396011","Los Angeles - Florence-Firestone",2433,,,"March 25, 2022",90003
"060372396012","Los Angeles - Florence-Firestone",1544,,,"March 25, 2022",90003
"060372396021","Los Angeles - Florence-Firestone",1545,,,"March 25, 2022",90003
"060372396022","Los Angeles - Florence-Firestone",1541,,,"March 25, 2022",90003
"060372397011","Los Angeles - Florence-Firestone",1534,,,"March 25, 2022",90003
"060372397012","Los Angeles - Vermont Vista",1531,,1,"March 25, 2022",90003
"060372397021","Los Angeles - Florence-Firestone",2437,,,"March 25, 2022",90003
"060372397022","Los Angeles - Florence-Firestone",1538,,1,"March 25, 2022",90003
"060372397023","Los Angeles - Florence-Firestone",1532,,,"March 25, 2022",90003
"060372397024","Los Angeles - Vermont Vista",1542,,,"March 25, 2022",90003
"060372398011","Los Angeles - Florence-Firestone",1546,,,"March 25, 2022",90001
"060372398012","Los Angeles - Florence-Firestone",1533,,,"March 25, 2022",90003
"060372398013","Los Angeles - Florence-Firestone",1530,,,"March 25, 2022",90001
"060372398021","Los Angeles - Florence-Firestone",2434,,,"March 25, 2022",90001
"060372398022","Los Angeles - Florence-Firestone",2430,,,"March 25, 2022",90003
"060372398023","Los Angeles - Florence-Firestone",2432,,1,"March 25, 2022",90001
"060372398024","Los Angeles - Florence-Firestone",3431,,,"March 25, 2022",90001
"060372400101","Los Angeles - Green Meadows",5243,,,"March 25, 2022",90003
"060372400102","Los Angeles - Green Meadows",2439,"DPH",6,"March 25, 2022",90002
"060372400103","Los Angeles - Green Meadows",2438,"DPH",13,"March 25, 2022",90002
"060372400201","Los Angeles - Green Meadows",2441,"DPH",19,"March 25, 2022",90003
"060372400202","Los Angeles - Green Meadows",1549,"DPH",18,"March 25, 2022",90002
"060372400203","Los Angeles - Green Meadows",1550,"DPH",21,"March 25, 2022",90002
"060372402001","Los Angeles - Vermont Vista",4117,,,"March 25, 2022",90003
"060372402002","Los Angeles - Vermont Vista",3189,"Community Build Inc.",1,"March 25, 2022",90003
"060372402003","Los Angeles - Vermont Vista",1278,"Community Build Inc.",7,"March 25, 2022",90003
"060372403001","Los Angeles - Vermont Vista",2189,"Community Build Inc.",,"March 25, 2022",90044
"060372403002","Los Angeles - Vermont Vista",2117,"Community Build Inc.",2,"March 25, 2022",90044
"060372403003","Los Angeles - Vermont Vista",1171,"Community Build Inc.",,"March 25, 2022",90003
"060372403004","Los Angeles - Vermont Vista",1377,"Community Build Inc.",1,"March 25, 2022",90044
"060372404011","Los Angeles - Vermont Vista",2083,"Community Build Inc.",3,"March 25, 2022",90044
"060372404012","Los Angeles - Vermont Vista",2349,"Community Build Inc.",,"March 25, 2022",90003
"060372404013","Los Angeles - Vermont Vista",2263,"Community Build Inc.",3,"March 25, 2022",90044
"060372404021","Los Angeles - Vermont Vista",6036,,,"March 25, 2022",90044
"060372404022","Los Angeles - Vermont Vista",3171,"Community Build Inc.",2,"March 25, 2022",90003
"060372404023","Los Angeles - Vermont Vista",1334,"Community Build Inc.",,"March 25, 2022",90044
"060372405001","Los Angeles - Vermont Vista",2126,"Community Build Inc.",1,"March 25, 2022",90003
"060372405002","Los Angeles - Vermont Vista",1088,"Community Build Inc.",,"March 25, 2022",90003
"060372405003","Los Angeles - Vermont Vista",1237,"Community Build Inc.",,"March 25, 2022",90003
"060372405004","Los Angeles - Vermont Vista",2262,"Community Build Inc.",3,"March 25, 2022",90003
"060372406001","Los Angeles - Green Meadows",1552,"DPH",10,"March 25, 2022",90003
"060372406002","Los Angeles - Green Meadows",2440,"DPH",8,"March 25, 2022",90003
"060372406003","Los Angeles - Green Meadows",1551,"DPH",14,"March 25, 2022",90003
"060372406004","Los Angeles - Green Meadows",4336,,,"March 25, 2022",90003
"060372407001","Los Angeles - Green Meadows",2442,"DPH",184,"March 25, 2022",90002
"060372407002","Los Angeles - Green Meadows",8143,,,"March 25, 2022",90002
"060372407003","Los Angeles - Green Meadows",10137,,8,"March 25, 2022",90002
"060372407004","Los Angeles - Green Meadows",2443,"DPH",10,"March 25, 2022",90002
"060372407005","Los Angeles - Green Meadows",2444,"DPH",9,"March 25, 2022",90002
"060372408001","Los Angeles - Century Palms/Cove",2182,"Community Build Inc.",2,"March 25, 2022",90002
"060372408002","Los Angeles - Century Palms/Cove",1437,"Community Build Inc.",,"March 25, 2022",90002
"060372408003","Los Angeles - Century Palms/Cove",2109,"Community Build Inc.",,"March 25, 2022",90003
"060372409001","Los Angeles - Century Palms/Cove",2310,"Community Build Inc.",,"March 25, 2022",90059
"060372409002","Los Angeles - Century Palms/Cove",1274,"Community Build Inc.",6,"March 25, 2022",90059
"060372409003","Los Angeles - Century Palms/Cove",1353,"DPH",75,"March 25, 2022",90059
"060372409004","Los Angeles - Century Palms/Cove",3289,"Community Build Inc.",,"March 25, 2022",90061
"060372409005","Los Angeles - Century Palms/Cove",1300,"Community Build Inc.",,"March 25, 2022",90061
"060372410011","Los Angeles - Century Palms/Cove",1332,"DPH",64,"March 25, 2022",90061
"060372410012","Los Angeles - Century Palms/Cove",3083,"DPH",82,"March 25, 2022",90061
"060372410013","Los Angeles - Century Palms/Cove",3139,"Community Build Inc.",,"March 25, 2022",90059
"060372410021","Los Angeles - Century Palms/Cove",2012,"DPH",59,"March 25, 2022",90061
"060372410022","Los Angeles - Century Palms/Cove",3309,"Community Build Inc.",,"March 25, 2022",90059
"060372410023","Los Angeles - Century Palms/Cove",3186,"Community Build Inc.",8,"March 25, 2022",90059
"060372411101","Los Angeles - Century Palms/Cove",2251,"DPH",80,"March 25, 2022",90061
"060372411102","Los Angeles - Century Palms/Cove",3023,"DPH",77,"March 25, 2022",90003
"060372411201","Los Angeles - Century Palms/Cove",1195,"DPH",71,"March 25, 2022",90061
"060372411202","Los Angeles - Century Palms/Cove",2031,"DPH",77,"March 25, 2022",90003
"060372411203","Los Angeles - Century Palms/Cove",7005,,,"March 25, 2022",90061
"060372411204","Los Angeles - Century Palms/Cove",4114,,,"March 25, 2022",90061
"060372412011","Los Angeles - Figueroa Park Square",3717,,2,"March 25, 2022",90044
"060372412012","Los Angeles - Figueroa Park Square",2592,,4,"March 25, 2022",90044
"060372412013","Los Angeles - Century Palms/Cove",2561,,,"March 25, 2022",90003
"060372412021","Los Angeles - Figueroa Park Square",8655,,,"March 25, 2022",90044
"060372412022","Los Angeles - Figueroa Park Square",2626,,10,"March 25, 2022",90044
"060372412023","Los Angeles - Century Palms/Cove",6857,,,"March 25, 2022",90061
"060372412024","Los Angeles - Figueroa Park Square",1696,,8,"March 25, 2022",90044
"060372412025","Los Angeles - Figueroa Park Square",2559,,2,"March 25, 2022",90044
"060372413001","Los Angeles - Figueroa Park Square",2631,,4,"March 25, 2022",90044
"060372413002","Los Angeles - Figueroa Park Square",2597,,3,"March 25, 2022",90044
"060372414001","Los Angeles - Century Palms/Cove",1159,"DPH",32,"March 25, 2022",90061
"060372414002","Los Angeles - Century Palms/Cove",2176,"DPH",55,"March 25, 2022",90061
"060372420001","Los Angeles - Watts",2028,"Southern California Crossroads",1873,"March 25, 2022",90002
"060372420002","Los Angeles - Watts",2074,"St. John's Well Child & Family Center",71,"March 25, 2022",90059
"060372420003","Los Angeles - Watts",1313,"Southern California Crossroads",1405,"March 25, 2022",90002
"060372421001","Los Angeles - Watts",2399,"Soledad Enrichment Action, Inc (SEA)",1624,"March 25, 2022",90002
"060372422001","Los Angeles - Watts",2092,"St. John's Well Child & Family Center",70,"March 25, 2022",90002
"060372422002","Los Angeles - Watts",2287,"St. John's Well Child & Family Center",64,"March 25, 2022",90002
"060372422003","Los Angeles - Watts",1108,"St. John's Well Child & Family Center",53,"March 25, 2022",90002
"060372422004","Los Angeles - Watts",1103,"St. John's Well Child & Family Center",65,"March 25, 2022",90002
"060372423001","Los Angeles - Watts",2023,"St. John's Well Child & Family Center",132,"March 25, 2022",90002
"060372423002","Los Angeles - Watts",1086,"Southern California Crossroads",2407,"March 25, 2022",90002
"060372423003","Los Angeles - Watts",1436,"Southern California Crossroads",2339,"March 25, 2022",90002
"060372426001","Los Angeles - Watts",1287,"St. John's Well Child & Family Center",4,"March 25, 2022",90059
"060372426002","Los Angeles - Watts",1155,"St. John's Well Child & Family Center",806,"March 25, 2022",90059
"060372426003","Los Angeles - Watts",1219,"St. John's Well Child & Family Center",43,"March 25, 2022",90059
"060372427001","Los Angeles - Watts",1294,"Soledad Enrichment Action, Inc (SEA)",646,"March 25, 2022",90002
"060372427002","Los Angeles - Watts",3067,"Community Build Inc.",,"March 25, 2022",90059
"060372427003","Los Angeles - Watts",3080,"Community Build Inc.",1,"March 25, 2022",90059
"060372427004","Los Angeles - Watts",2300,"St. John's Well Child & Family Center",16,"March 25, 2022",90059
"060372427005","Los Angeles - Watts",3280,"Southern California Crossroads",2912,"March 25, 2022",90002
"060372430001","Los Angeles - Watts",2217,"Soledad Enrichment Action, Inc (SEA)",916,"March 25, 2022",90002
"060372430002","Los Angeles - Watts",1330,"Soledad Enrichment Action, Inc (SEA)",678,"March 25, 2022",90002
"060372430003","Los Angeles - Watts",7058,,,"March 25, 2022",90002
"060372430004","Los Angeles - Watts",2363,"Soledad Enrichment Action, Inc (SEA)",361,"March 25, 2022",90059
"060372431001","Los Angeles - Watts",3066,"Community Build Inc.",8,"March 25, 2022",90059
"060372431002","Los Angeles - Watts",1143,"Community Build Inc.",2,"March 25, 2022",90059
"060372431003","Los Angeles - Watts",2133,"Community Build Inc.",1,"March 25, 2022",90059
"060372611011","Los Angeles - Beverly Crest",8965,,,"March 25, 2022",90046
"060372611012","Los Angeles - Beverly Crest",9671,,,"March 25, 2022",90210
"060372611021","Los Angeles - Beverly Crest",9592,,,"March 25, 2022",90210
"060372611022","Los Angeles - Beverly Crest",9640,,,"March 25, 2022",90210
"060372612001","Los Angeles - Beverly Crest",9696,,,"March 25, 2022",90077
"060372612002","Los Angeles - Beverly Crest",10432,,,"March 25, 2022",90210
"060372621001","Los Angeles - Bel Air",9694,,,"March 25, 2022",90077
"060372621002","Los Angeles - Bel Air",9705,,,"March 25, 2022",90077
"060372621003","Los Angeles - Bel Air",9156,,,"March 25, 2022",90077
"060372622001","Los Angeles - Bel Air",8846,,,"March 25, 2022",90077
"060372622002","Los Angeles - Bel Air",9662,,,"March 25, 2022",90049
"060372623011","Los Angeles - Brentwood",8175,,,"March 25, 2022",90049
"060372623021","Los Angeles - Brentwood",9627,,,"March 25, 2022",90049
"060372623022","Los Angeles - Brentwood",9628,,,"March 25, 2022",90049
"060372623031","Los Angeles - Brentwood",9895,,,"March 25, 2022",90049
"060372623032","Los Angeles - Brentwood",9642,,,"March 25, 2022",90049
"060372623033","Los Angeles - Brentwood",9692,,,"March 25, 2022",90049
"060372624001","Los Angeles - Mandeville Canyon",10360,,,"March 25, 2022",90272
"060372624002","Los Angeles - Mandeville Canyon",9708,,,"March 25, 2022",90049
"060372625011","Los Angeles - Pacific Palisades",9237,,,"March 25, 2022",90272
"060372625012","Los Angeles - Pacific Palisades",9272,,,"March 25, 2022",90272
"060372625013","Los Angeles - Pacific Palisades",10290,,,"March 25, 2022",90272
"060372626011","Los Angeles - Palisades Highlands",10357,,,"March 25, 2022",90272
"060372626041","Los Angeles - Pacific Palisades",9271,,,"March 25, 2022",90272
"060372626042","Los Angeles - Pacific Palisades",9645,,,"March 25, 2022",90272
"060372626043","Los Angeles - Pacific Palisades",9651,,,"March 25, 2022",90272
"060372626044","Los Angeles - Pacific Palisades",9585,,,"March 25, 2022",90272
"060372627041","Los Angeles - Pacific Palisades",7900,,,"March 25, 2022",90272
"060372627061","Los Angeles - Pacific Palisades",9576,,,"March 25, 2022",90272
"060372627062","Los Angeles - Pacific Palisades",7806,,,"March 25, 2022",90272
"060372627063","Los Angeles - Pacific Palisades",10631,,,"March 25, 2022",90272
"060372628021","Los Angeles - Pacific Palisades",9643,,,"March 25, 2022",90272
"060372628022","Los Angeles - Pacific Palisades",10632,,56,"March 25, 2022",90402
"060372628023","Los Angeles - Pacific Palisades",10256,,,"March 25, 2022",90272
"060372640001","Los Angeles - Brentwood",9769,,,"March 25, 2022",90049
"060372640002","Los Angeles - Brentwood",8541,,,"March 25, 2022",90049
"060372640003","Los Angeles - Brentwood",9768,,,"March 25, 2022",90049
"060372641021","Los Angeles - Brentwood",9586,,,"March 25, 2022",90049
"060372641031","Los Angeles - Brentwood",9254,,,"March 25, 2022",90049
"060372643011","Los Angeles - Brentwood",9906,,,"March 25, 2022",90049
"060372643012","Los Angeles - Brentwood",9767,,,"March 25, 2022",90049
"060372643013","Los Angeles - Brentwood",8807,,,"March 25, 2022",90049
"060372643021","Los Angeles - Brentwood",9765,,,"March 25, 2022",90049
"060372643022","Los Angeles - Brentwood",8892,,,"March 25, 2022",90049
"060372643023","Los Angeles - Brentwood",9277,,,"March 25, 2022",90049
"060372651001","Los Angeles - Westwood",8788,,,"March 25, 2022",90024
"060372651002","Los Angeles - Westwood",9250,,,"March 25, 2022",90024
"060372652011","Los Angeles - Westwood",8983,,,"March 25, 2022",90024
"060372652012","Los Angeles - Westwood",10289,,,"March 25, 2022",90024
"060372652021","Los Angeles - Westwood",10288,,,"March 25, 2022",90024
"060372652022","Los Angeles - Westwood",8976,,,"March 25, 2022",90024
"060372652023","Los Angeles - Westwood",10542,,,"March 25, 2022",90024
"060372652024","Los Angeles - Westwood",8909,,,"March 25, 2022",90024
"060372653011","Los Angeles - Westwood",9751,,3,"March 25, 2022",90024
"060372653031","Los Angeles - Westwood",10234,,,"March 25, 2022",90024
"060372653032","Los Angeles - Westwood",7600,,,"March 25, 2022",90024
"060372653041","Los Angeles - Westwood",9749,,,"March 25, 2022",90024
"060372653042","Los Angeles - Westwood",9747,,,"March 25, 2022",90024
"060372653051","Los Angeles - Westwood",9522,,18,"March 25, 2022",90024
"060372654101","Los Angeles - Brentwood",8172,,,"March 25, 2022",90049
"060372654102","Los Angeles - Brentwood",9221,,,"March 25, 2022",90049
"060372654201","Los Angeles - Westwood",9746,,,"March 25, 2022",90049
"060372654202","Los Angeles - Westwood",9634,,,"March 25, 2022",90049
"060372655101","Los Angeles - Westwood",9177,,,"March 25, 2022",90024
"060372655102","Los Angeles - Westwood",10320,,,"March 25, 2022",90024
"060372655201","Los Angeles - Westwood",9745,,,"March 25, 2022",90024
"060372655202","Los Angeles - Westwood",8700,,,"March 25, 2022",90024
"060372655203","Los Angeles - Westwood",8888,,,"March 25, 2022",90025
"060372656011","Los Angeles - Westwood",8567,,,"March 25, 2022",90024
"060372656012","Los Angeles - Westwood",8547,,,"March 25, 2022",90024
"060372656021","Los Angeles - Westwood",6868,,,"March 25, 2022",90024
"060372656022","Los Angeles - Westwood",7654,,,"March 25, 2022",90024
"060372657001","Los Angeles - Westwood",6574,,,"March 25, 2022",90024
"060372657002","Los Angeles - Westwood",9213,,,"March 25, 2022",90024
"060372657003","Los Angeles - Westwood",8660,,,"March 25, 2022",90024
"060372671001","Los Angeles - Century City",5721,,,"March 25, 2022",90025
"060372671002","Los Angeles - Century City",9191,,,"March 25, 2022",90025
"060372671003","Los Angeles - Century City",8689,,,"March 25, 2022",90025
"060372671004","Los Angeles - Century City",8718,,,"March 25, 2022",90025
"060372672001","Los Angeles - West Los Angeles",6876,,,"March 25, 2022",90025
"060372672002","Los Angeles - West Los Angeles",10346,,,"March 25, 2022",90025
"060372672003","Los Angeles - West Los Angeles",9735,,,"March 25, 2022",90025
"060372673001","Los Angeles - West Los Angeles",7726,,,"March 25, 2022",90025
"060372673002","Los Angeles - West Los Angeles",4658,,,"March 25, 2022",90025
"060372674021","Los Angeles - West Los Angeles",6918,,,"March 25, 2022",90025
"060372674022","Los Angeles - West Los Angeles",6827,,,"March 25, 2022",90025
"060372674031","Los Angeles - West Los Angeles",6748,,,"March 25, 2022",90025
"060372674032","Los Angeles - West Los Angeles",7945,,,"March 25, 2022",90025
"060372674041","Los Angeles - West Los Angeles",6733,,,"March 25, 2022",90025
"060372675011","Los Angeles - West Los Angeles",5758,,,"March 25, 2022",90025
"060372675012","Los Angeles - West Los Angeles",5606,,,"March 25, 2022",90025
"060372675013","Los Angeles - West Los Angeles",4647,,,"March 25, 2022",90025
"060372675021","Los Angeles - West Los Angeles",6674,,,"March 25, 2022",90025
"060372675022","Los Angeles - West Los Angeles",5850,,,"March 25, 2022",90025
"060372676001","Los Angeles - West Los Angeles",9721,,,"March 25, 2022",90025
"060372676002","Los Angeles - West Los Angeles",9720,,,"March 25, 2022",90064
"060372676003","Los Angeles - West Los Angeles",8538,,,"March 25, 2022",90025
"060372677001","Los Angeles - West Los Angeles",5778,,,"March 25, 2022",90025
"060372677002","Los Angeles - West Los Angeles",8781,,,"March 25, 2022",90025
"060372678001","Los Angeles - Rancho Park",8927,,,"March 25, 2022",90064
"060372678002","Los Angeles - Rancho Park",10581,,,"March 25, 2022",90064
"060372678003","Los Angeles - Rancho Park",9148,,2,"March 25, 2022",90064
"060372679011","Los Angeles - Century City",10284,,,"March 25, 2022",90067
"060372679012","Los Angeles - Century City",10282,,,"March 25, 2022",90067
"060372679021","Los Angeles - Century City",10637,,,"March 25, 2022",90064
"060372679022","Los Angeles - Century City",7555,,,"March 25, 2022",90064
"060372679023","Los Angeles - Century City",8886,,,"March 25, 2022",90064
"060372690001","Los Angeles - Cheviot Hills",10570,,,"March 25, 2022",90064
