"GEOID","sd_2021","sd_2021_area"
"060371133222","3",1.00000000000037
"060371134011","3",0.999999999997898
"060371134012","3",1.00000000000017
"060371134013","3",1.00000000000227
"060371134211","3",0.99999999999502
"060371134212","3",1
"060371134213","3",0.999999999998919
"060371134221","3",1.00000000000148
"060371134222","3",1
"060371134223","3",1
"060371134224","3",0.999999999998894
"060371151011","3",1.00000000000049
"060371151012","3",0.999999999999508
"060371151013","3",1.00000000000064
"060371151031","3",1.00000000000081
"060371151041","3",1.00000000011866
"060371151042","3",1.00000000000048
"060371152011","3",0.999999999998858
"060371152012","3",0.999999999998347
"060371152013","3",1.00000000000175
"060371152021","3",1
"060371152022","3",1.00000000000059
"060371152023","3",0.999999999994054
"060371153011","3",0.999999999999588
"060371153012","3",0.999999999997577
"060371153021","3",0.999999999998407
"060371154011","3",0.999999999998689
"060371154012","3",1
"060371154031","3",1.00000000000073
"060371154041","3",1.00000000000164
"060371154042","3",0.999999999999243
"060371171011","3",1
"060371171012","3",1
"060371171021","3",1.00000000000105
"060371171022","3",0.999999999998768
"060371172011","3",0.999999999997738
"060371172012","3",1.00000000000181
"060371172021","3",1.0000000019261
"060371172022","3",1.00000000000131
"060371173011","3",1.00000000000316
"060371173012","3",1.00000000000284
"060371173013","3",1.00000000000109
"060371173021","3",0.999999999998271
"060371173022","3",1.00000000000161
"060371173023","3",1
"060371173024","3",0.999999998565803
"060371173031","3",0.999999999999873
"060371173032","3",1.00000000000225
"060371174041","3",0.999999999998792
"060371174042","3",0.999999999999515
"060371174043","3",1.00000000000023
"060371174051","3",0.999999999998404
"060371174071","3",0.999999999999422
"060371174081","3",1
"060371175101","3",1.0000000000004
"060371175201","3",0.999999999999712
"060371175301","3",1.00000000000337
"060371175302","3",0.999999999998743
"060371190011","3",0.999999999998925
"060371190012","3",0.999999999996406
"060371190013","3",0.999999999136818
"060371190021","3",1.0000000000035
"060371190022","3",0.999999999999986
"060371190023","3",1
"060371190024","3",0.999999999999336
"060371190025","3",1.00000000000296
"060371192011","3",1.00000000000349
"060371192012","3",1.00000000000117
"060371192013","3",0.999999999997955
"060371192021","3",1.00000000000274
"060371192022","3",0.999999999999885
"060371192023","3",1
"060371192024","3",1
"060371193101","3",0.999999999999936
"060371193102","3",1.0000000000017
"060371193201","3",1.0000000125516
"060371193401","3",0.999999999998393
"060371193411","3",1.00000000000256
"060371193421","3",0.999999999998123
"060371194001","3",0.999999999997877
"060371194002","3",0.999999999998319
"060371194003","3",0.999999999996528
"060371194004","3",1.00000000000187
"060371197001","3",1
"060371197002","3",1.0000000000003
"060371197003","3",1.00000000000044
"060371198001","3",0.999999999999002
"060371198002","3",1.00000000000363
"060371198003","3",1.00000000000584
"060371198004","3",1.000000000003
"060371198005","3",0.999999999996905
"060371199001","3",0.999999999997309
"060371199002","3",1.00000000000087
"060371199003","3",1
"060371199004","3",1
"060371200101","3",0.999999999999225
"060371200102","3",0.999999999936272
"060371200201","3",0.999999999999538
"060371200202","3",1.00000000000033
"060371200301","3",0.999999999999671
"060371201031","3",1.00000000000085
"060371201041","3",0.999999998637009
"060371201051","3",0.999999999998353
"060371201052","3",1.00000000000341
"060371201061","3",1.00000000000282
"060371201071","3",1.00000000000211
"060371201081","3",0.99999999999946
"060371201082","3",1.00000000000025
"060371203001","3",0.999999999995937
"060371203002","3",1.00000000000463
"060371203003","3",0.999999999998239
"060371203004","3",1.00000000002342
"060371204001","3",0.999999999999237
"060371204002","3",1.00000000001072
"060371204003","3",0.999999999999752
"060371204004","3",0.999999999999018
"060371210101","3",0.999999999997989
"060371210102","3",1.00000000000033
"060371210103","3",1.00000000000118
"060371210104","3",0.999999999999954
"060371210201","3",0.999999999998623
"060371210202","3",1.00000000000055
"060371210203","3",1.00000000000352
"060371211011","3",0.994685115409592
"060371211012","5",0.99540915415927
"060371211021","5",0.999128194754468
"060371211022","5",0.999999999999585
"060371211023","5",0.996543508508779
"060371212101","3",0.999753090140253
"060371212102","3",0.999968432439565
"060371212211","3",0.999999999997014
"060371212212","3",0.999999999727687
"060371212221","3",1.00000000000205
"060371212222","3",0.980381891141642
"060371212223","3",0.999999999999134
"060371216001","3",0.999999999999945
"060371216002","3",1.00000000000036
"060371218011","3",0.99999999999852
"060371218012","3",1.00000000000235
"060371218021","3",0.999999999999812
"060371218022","3",0.999999999999801
"060371218023","3",0.999999999997669
"060371219001","3",1
"060371219002","3",1.00000000000104
"060371219003","3",0.99999468219961
"060371220001","3",1.00000000000295
"060371220002","3",0.999999997433207
"060371220003","3",1.00000000000063
"060371221201","3",1.00000000000076
"060371221202","3",1.00000000166562
"060371221211","3",1
"060371221212","3",1.00000000000102
"060371221221","3",1.00000000031396
"060371221222","3",1
"060371221223","3",0.999999999999899
"060371222001","5",0.999999999999575
"060371222002","5",0.999064994247121
"060371222003","5",0.997371285323279
"060371224101","3",0.999999999997898
"060371224102","3",1
"060371224201","3",1
"060371224202","3",1.00000000000047
"060371230101","3",0.999999999999569
"060371230102","3",1.00000000000024
"060371230201","3",1
"060371230202","3",1.00000000000183
"060371231031","5",0.99947413267873
"060371231032","5",0.998600676342188
"060371231041","5",1.00000000000047
"060371231042","5",1
"060371231043","5",0.999999999997125
"060371232031","3",1.00000000000127
"060371232032","3",0.9999999999975
"060371232033","3",0.999999999999251
"060371232041","3",1.00000000000041
"060371232042","3",0.999999999998998
"060371232051","3",0.999999998909693
"060371232052","3",1.00000003097944
"060371232061","3",1.00000024033179
"060371233011","3",1
"060371233012","3",0.999999999997975
"060371233013","3",1
"060371233031","3",0.999999995040847
"060371233032","3",1.00000000000028
"060371233041","3",0.999999999998582
"060371233042","3",0.999999999998238
"060371233043","3",0.999999999998783
"060371234101","3",1.00000000000047
"060371234102","3",0.999999999996323
"060371234201","3",1.00000000000254
"060371234202","3",1
"060371234203","3",0.99999999993766
"060371235101","3",1.0000000004607
"060371235102","3",1.00000000000104
"060371235201","3",1.00000000000229
"060371236011","3",1
"060371236012","3",1.00000000000223
"060371236013","3",0.999923490685811
"060371236021","3",1.00000000050405
"060371236022","3",1.00000000000235
"060371236023","3",0.999999999998733
"060371237001","3",1.00000000000066
"060371237002","3",0.999999999997963
"060371237003","3",0.999999999997382
"060371237004","3",1.00000000120992
"060371238001","3",1.00000000000096
"060371238002","3",0.999999999998422
"060371238003","3",0.999999999998698
"060371239011","3",1.00000000000016
"060371239012","3",1.00000000000198
"060371239013","3",0.997996429621036
"060371239021","5",0.998685850594883
"060371239022","5",0.996337708839254
"060371240001","5",0.998817036854808
"060371240002","5",1.0000000000001
"060371240003","5",0.999999999996841
"060371240004","5",0.998400187396946
"060371241021","5",1.00000000000441
"060371241022","5",1.00000000000222
"060371241023","5",0.999997157606305
"060371241031","3",1.00000000000736
"060371241032","3",0.999999999998841
"060371241041","5",0.995804285295613
"060371241042","5",0.99857737379164
"060371241051","5",1.00000000000239
"060371241052","5",0.997404791906038
"060371242011","5",0.999457703600602
"060371242012","5",0.999999999998641
"060371242013","5",0.997324544321207
"060371242031","5",1
"060371242032","5",0.999999999994858
"060371242041","5",1
"060371242042","5",0.999999999997042
"060371243001","5",0.99999999999813
"060371243002","5",1.00000000000142
"060371243003","5",0.999999999999979
"060371244001","3",0.999999999996733
"060371244002","3",1.00000000000469
"060371244003","5",0.998035581673514
"060371245001","3",1.0000000000024
"060371245002","3",0.999999999999663
"060371246001","3",1
"060371246002","3",1
"060371246003","3",1.00000000000156
"060371247001","3",0.999999999615611
"060371247002","3",1.00000000000292
"060371247003","3",0.99097843053981
"060371247004","3",0.999999999998404
"060371249021","5",0.998728044052593
"060371249031","5",1.00000000014641
"060371249032","5",0.999999999993602
"060371251001","5",0.999997070866126
"060371251002","5",1.00000000000237
"060371251003","5",1.00000000000477
"060371251004","5",1.00000000000045
"060371252001","5",1.00000000000083
"060371252002","5",0.99999999999997
"060371252003","5",0.999999999998597
"060371253101","5",1.00000000000025
"060371253102","5",0.999999999615653
"060371253103","5",0.999999999999263
"060371253201","5",1.00000000012045
"060371253202","5",0.999999998989424
"060371254011","5",0.999999999999244
"060371254012","5",1.0000000000016
"060371254021","5",0.999999999999827
"060371254022","5",0.999999999998533
"060371254023","5",1.0000000000024
"060371255011","5",0.999999999999282
"060371255012","5",1.00000000000206
"060371255021","5",1.0000000039012
"060371255022","5",1.00000000000304
"060371256001","5",0.999999999996524
"060371256002","5",1.00000000007224
"060371256003","5",0.999999999999389
"060371271021","3",1.00000000000142
"060371271022","3",1
"060371271031","3",1
"060371271041","3",0.999999999998498
"060371271042","3",0.999999999995625
"060371272101","3",0.999999999898465
"060371272102","3",1.00000000000025
"060371272103","3",1
"060371272201","3",1.00000000000006
"060371272202","3",1.00000000000143
"060371273001","3",0.999999999999621
"060371273002","3",0.999999999999425
"060371274001","3",1
"060371274002","3",0.999999999998674
"060371274003","3",0.999999999998546
"060371274004","3",0.999999999999937
"060371275201","3",0.999999999992287
"060371275202","3",1.00000000000284
"060371276031","3",1.00000000048932
"060371276032","3",0.999999999665599
"060371276041","3",0.99999999999921
"060371276051","3",0.999999999997425
"060371276052","3",1.00000000000297
"060371276061","3",0.999999999997196
"060371276062","3",0.999999999999865
"060371277111","3",0.999999999994511
"060371277112","3",0.999999999819718
"060371277121","3",1
"060371277122","3",1
"060371278031","3",0.999999999998388
"060371278032","3",0.999999999999914
"060371278041","3",1
"060371278051","3",1
"060371278052","3",1
"060371278053","3",1.00000000000145
"060371278061","3",1
"060371278062","3",0.999999999996102
"060371278063","3",0.999999999990452
"060371279101","3",1.00000000000348
"060371279102","3",0.999999999999905
"060371279201","3",0.999999999997622
"060371279202","3",0.999999999999896
"060371281011","3",0.999999999999332
"060371281012","3",1.00000000000048
"060371281021","3",1.00000000000213
"060371281022","3",1
"060371282101","3",1
"060371282102","3",1
"060371282201","3",0.99999999999896
"060371282202","3",1
"060371283021","3",1.00000000000118
"060371283022","3",0.999999999996629
"060371283031","3",1
"060371283032","3",1.00000000000167
"060371284001","3",0.9999999999988
"060371284002","3",1.00000000000408
"060371284003","3",0.999999999994911
"060371284004","3",1.00000000000473
"060371285001","3",0.999999999998206
"060371285002","3",0.999999999999601
"060371286011","3",1.0000000000009
"060371286012","3",1.00000000000069
"060371286021","3",1.00000000061554
"060371286022","3",0.999999999997
"060371286023","3",1.00000000000049
"060371287021","3",0.999999999998625
"060371287022","3",1.00000000000013
"060371287023","3",1.00000000125361
"060371287024","3",0.999999999997155
"060371288011","3",0.999999999997187
"060371288012","3",1.00000000000277
"060371288021","3",1
"060371288022","3",1.0000000024837
"060371288023","3",1.00000000000282
"060371289101","3",0.999999999996533
"060371289102","3",1.00000000000177
"060371289103","3",1.00000000000182
"060371310101","3",0.999999999997092
"060371310102","3",0.99999999999912
"060371310201","3",1
"060371310202","3",0.999999999998526
"060371310203","3",0.999999999997643
"060371311001","3",1.00000000000088
"060371311002","3",1.0000000002934
"060371311003","3",1.00000000845337
"060371312001","3",0.999999999997338
"060371312002","3",0.999999997300841
"060371312003","3",0.999999999999034
"060371313001","3",0.999999999998948
"060371313002","3",1.00000000000033
"060371313003","3",0.999999999998107
"060371313004","3",0.999999999912892
"060371314001","3",1.00000000000124
"060371314002","3",1.00000000000163
"060371316001","3",1.00000000000215
"060371316002","3",0.999999999997009
"060371316003","3",0.999999999998645
"060371316004","3",1.0000000000015
"060371317011","3",1.00000000000082
"060371317012","3",0.999999999996838
"060371317021","3",1.00000000000559
"060371317022","3",1
"060371318001","3",1.00000000000075
"060371318002","3",1
"060371319001","3",0.999999999998291
"060371319002","3",1.00000000000205
"060371319003","3",1.00000000000003
"060371319004","3",1.00000000000155
"060371320011","3",1.00000000000043
"060371320012","3",0.999999999998747
"060371320013","3",1.00000000000087
"060371320021","3",1
"060371320022","3",0.999999999998505
"060371320023","3",1
"060371321011","3",1
"060371321012","3",1.0000000000036
"060371321013","3",0.999999999999338
"060371321021","3",1.00000000306913
"060371321022","3",1.00000000000267
"060371321023","3",1
"060371323001","3",1
"060371323002","3",0.999999999755603
"060371323003","3",1.00000000000059
"060371325011","3",1.00000000000055
"060371325012","3",0.999999999999614
"060371325021","3",1.00000000000412
"060371325022","3",0.999999999997565
"060371327001","3",0.999999999997559
"060371327002","3",1.00000000000038
"060371327003","3",0.999999999996803
"060371327004","3",1.00000000000149
"060371329001","3",0.999999999979477
"060371329002","3",1.00000000000166
"060371330001","3",0.999999999998958
"060371330002","3",1.00000000000035
"060371330003","3",0.999999999999924
"060371331001","3",0.999999999998717
"060371331002","3",1.00000000000483
"060371331003","3",1.00000000000116
"060371331004","3",0.99999999999953
"060371340011","3",1
"060371340012","3",1.00000000000051
"060371340021","3",0.999999999997679
"060371340022","3",1
"060371341011","3",0.999999999999889
"060371341012","3",0.999999999950091
"060371341031","3",1.00000000000016
"060371341032","3",1.00000000000156
"060371341041","3",0.999999999999247
"060371341042","3",0.999999999997078
"060371342011","3",0.999999999999908
"060371342012","3",1
"060371342013","3",0.999999999998424
"060371343021","3",0.999999999997651
"060371343022","3",1.00000000000119
"060371343023","3",1.00000000000041
"060371343031","3",1.00000000000317
"060371343032","3",0.999999999999896
"060371343033","3",1.00000000000093
"060371343034","3",1.00000000000047
"060371343041","3",1.00000000000873
"060371343042","3",1.00000000000018
"060371343051","3",0.999999999998513
"060371343061","3",0.999999999998032
"060371344211","3",1.00000000000256
"060371344221","3",0.999999999999774
"060371344222","3",0.999999999998927
"060371344231","3",1.00000000000172
"060371344232","3",0.99999999929008
"060371344241","3",0.99861372520163
"060371344242","3",0.999999999997982
"060371345201","3",1.00000000011833
"060371345202","3",1.00000000000207
"060371345211","3",0.999999999997515
"060371345221","3",1.00000000000022
"060371347101","3",0.999999999999377
"060371347102","3",1.00000000000207
"060371347201","3",1.00000000000266
"060371347202","3",1.00000000064217
"060371347203","3",0.999999999997668
"060371348001","3",1.0000000000013
"060371348002","3",0.999999999999641
"060371348003","3",1.00000000000351
"060371348004","3",1.0000000000034
"060371348005","3",1.00000000000188
"060371349011","3",0.999999999998094
"060371349012","3",1.00000000000145
"060371349013","3",1.00000000000204
"060371349031","3",1.00000000000339
"060371349041","3",0.999999999998821
"060371349042","3",0.999999999997672
"060371349051","3",1.00000000000054
"060371351021","3",1.00000000000076
"060371351022","3",0.999999999997363
"060371351023","3",1.0000000000022
"060371351111","3",0.999999999999911
"060371351112","3",1.00000000000473
"060371351113","3",0.999999999993187
"060371351131","3",0.999999999961124
"060371351141","3",0.999999999998734
"060371351142","3",1.00000000000025
"060371352011","3",1.00000000058964
"060371352012","3",0.999999999999911
"060371352021","3",0.999999999997159
"060371352022","3",0.999999999998342
"060371352023","3",0.999999999999895
"060371352031","3",1.0000000000015
"060371352032","3",1.00000000000037
"060371352033","3",0.999999999999823
"060371352034","3",0.999245307284926
"060371352035","3",0.999763462240206
"060371352036","3",0.997922860837921
"060371370001","3",0.999999999999117
"060371370002","3",0.999999999998659
"060371371031","3",1.00000000000283
"060371371032","3",1.00000000000048
"060371371041","3",0.999999999994103
"060371371042","3",1.00000000000007
"060371372011","3",1
"060371372012","3",0.999999999988369
"060371372013","3",0.99999999999919
"060371373011","3",0.99999999999776
"060371373021","3",1.00000000000054
"060371373022","3",0.999321312727247
"060371374011","3",0.999999999999448
"060371374012","3",1.00000000000188
"060371374013","3",0.999999999998716
"060371374021","3",0.999999999999362
"060371374022","3",1.00000000000061
"060371374023","3",0.999999999990987
"060371375011","3",1.00000000000025
"060371375012","3",0.999999999999568
"060371375021","3",0.999999999998445
"060371375022","3",0.99999999999944
"060371375023","3",1.00000000000088
"060371375041","3",1.00000000000086
"060371380001","3",1.00000000000154
"060371380002","3",0.999999999999879
"060371380003","3",0.999999999994527
"060371390011","3",0.999999999996034
"060371390012","3",1.00000000000391
"060371390013","3",0.999999999998635
"060371390014","3",1.00000000080688
"060371392001","3",0.999999999996898
"060371392002","3",0.999999999997528
"060371392003","3",1.00000000000254
"060371393011","3",0.999999999999865
"060371393012","3",1
"060371393013","3",1.00000000000033
"060371393021","3",0.999999999997008
"060371393022","3",1.00000000000256
"060371393031","3",0.999999999999379
"060371393032","3",0.999999999998778
"060371394011","3",1
"060371394012","3",1
"060371394021","3",0.999999999998414
"060371394022","3",0.999999999998025
"060371394023","3",1.00000000000248
"060371395021","3",1.00000000000161
"060371395022","3",0.999999999998269
"060371395031","3",1.00000000000541
"060371395032","3",0.999999999997985
"060371395041","3",0.999999999996116
"060371395042","3",0.999999999996354
"060371396001","3",1.00000000723698
"060371396002","3",1.00000000000039
"060371397011","3",0.999999999998908
"060371397012","3",0.99999999999915
"060371397013","3",1.00000000000029
"060371397014","3",0.99999999999973
"060371397015","3",1.00000000000005
"060371397021","3",1.00000000000055
"060371397022","3",1.00000000000055
"060371397023","3",0.999999999997768
"060371397024","3",0.999999999999716
"060371397031","3",1.00000000001671
"060371398011","3",0.999999999999246
"060371398021","3",0.999999999970175
"060371411011","3",1.00000000000353
"060371411012","3",0.999999999997512
"060371411021","3",0.999999999999529
"060371411022","3",1.00000000808299
"060371412011","3",0.999999999992427
"060371412012","3",0.999999999166484
"060371412013","3",1.00000000000188
"060371412021","3",0.999999999978472
"060371412022","3",0.999999999998347
"060371412023","3",1.00000000129539
"060371413021","3",0.999999999999128
"060371413022","3",1
"060371413023","3",0.999999999989999
"060371413031","3",1.000000000001
"060371413041","3",0.999999999999214
"060371413042","3",0.999999999999769
"060371414001","3",1.00000000002031
"060371414002","3",0.999999999998795
"060371414003","3",1.00000000000034
"060371415001","3",0.999999999999627
"060371416001","3",1.00000000000445
"060371416002","3",0.999999999977055
"060371416003","3",0.999999999997809
"060371417001","3",0.999999999999755
"060371417002","3",0.999999999998632
"060371417003","3",0.999999999998701
"060371431001","5",1.00000000000018
"060371431002","5",0.999999999999258
"060371431003","5",1.0000000000016
"060371432001","5",0.999999999998992
"060371432002","5",0.999999999999929
"060371432003","5",0.999999999999657
"060371433001","5",1.00000000000027
"060371433002","5",0.999999999999703
"060371433003","5",1.00000000000055
"060371433004","5",1.0000000000007
"060371433005","5",0.999999999633437
"060371434001","5",0.998303812196256
"060371434002","3",0.999999999999786
"060371434003","3",0.999999999999878
"060371434004","3",0.999999999996904
"060371435001","3",0.988967500004986
"060371435002","3",0.999326944216544
"060371435003","3",1.00000000000412
"060371435004","3",1.0000000000028
"060371436021","5",0.999999999999916
"060371436022","5",1.00000000000005
"060371436023","5",0.999365508243143
"060371436031","5",0.999999999999291
"060371436041","5",1
"060371436042","5",0.999999999999163
"060371437001","5",0.986305286640105
"060371437002","5",0.999971259610852
"060371438001","5",0.999999999995005
"060371438002","5",0.977219552380499
"060371438003","5",0.996757299523036
"060371438004","5",0.999999999999864
"060371439011","3",0.995735666805344
"060371439012","3",1.00000000000725
"060371439021","3",0.99999999999999
"060371439022","3",1.00000000000042
"060371810001","1",0.991155616585249
"060371810002","1",0.993285022414122
"060371810003","1",0.999999999998515
"060371810004","1",1.00000000000159
"060371810005","1",0.999999999998965
"060371813001","1",0.999999999997019
"060371813002","1",0.994411972560461
"060371813003","1",0.999882626462313
"060371814001","1",1.00000000000117
"060371814002","1",1.00000000000123
"060371814003","1",1.0000000000028
"060371815001","1",1.00000000000045
"060371815002","1",1.0000000000017
"060371815003","1",0.993749373971702
"060371816001","1",0.999999999997095
"060371816002","1",1.00000000010383
"060371831011","1",0.999999999996548
"060371831012","1",0.980572327156214
"060371831013","1",1.00000000000031
"060371831031","1",0.998160174804462
"060371831032","1",0.993422523750549
"060371831041","1",0.964419978350852
"060371832201","1",1.00000000000081
"060371832202","1",1.00000000000176
"060371832203","1",1.00000001006502
"060371832211","1",1.00000000000399
"060371832212","1",0.999999999999202
"060371832221","1",1.00000000000102
"060371832222","1",1.00000000000052
"060371832223","1",1.00000000420937
"060371833001","1",0.999999999998106
"060371833002","1",1.0000000000082
"060371833003","1",0.999999999682406
"060371834011","1",0.999999999993693
"060371834012","1",1.00000000102849
"060371834021","1",0.999999999999374
"060371834022","1",1.00000000000047
"060371835101","1",1.00000000001954
"060371835102","1",1.0000000000064
"060371835103","1",1.00000000000566
"060371835201","1",0.999999999996694
"060371835202","1",1.00000000000221
"060371836101","1",1.00000000000624
"060371836102","1",0.999999999998793
"060371836201","1",0.999999999997252
"060371836202","1",0.999999999984898
