"GEOID","Pop_total","Limited_Eng_per","Poverty_per","Uninsured_per","NonHisp_asian_per","NonHisp_pi_per","NonHisp_black_per","NonHisp_white_per","Hisp_per","NonHisp_ai_per","Male_per","Female_per","Age_5under_per","Age_5to14_per","Age_15to17_per","Age_18to20_per","Age_21to64_per","Age_65above_per"
"060374049021",1708,21.8555417185554,13.0383480825959,9.192037470726,35.4215456674473,0,0,0.702576112412178,62.5292740046838,0,46.7798594847775,53.2201405152225,5.97189695550351,14.344262295082,6.67447306791569,3.57142857142857,55.7377049180328,13.7002341920375
"060374054004",1082,1.23809523809524,5.17560073937153,5.45286506469501,8.04066543438078,0,0,9.33456561922366,79.6672828096118,0,55.268022181146,44.731977818854,2.95748613678373,9.61182994454713,7.02402957486137,4.52865064695009,63.6783733826248,12.1996303142329
"060374054002",1133,12.0658135283364,0,7.76699029126214,12.3565754633716,0,1.05913503971756,6.0017652250662,79.7881729920565,0,48.6319505736981,51.3680494263019,3.44218887908208,8.7378640776699,6.44307149161518,3.79523389232127,50.6619593998235,26.9196822594881
"060374061021",2068,11.0875331564987,12.862669245648,7.4468085106383,10.6382978723404,0,11.7021276595745,15.9574468085106,57.4468085106383,0,42.7949709864603,57.2050290135397,8.84912959381045,6.86653771760155,3.67504835589942,4.98065764023211,64.1682785299807,11.4603481624758
"060371134012",2009,7.94912559618442,1.59283225485316,2.93678446988552,12.0955699352912,0,0,21.5530114484818,65.0074664011946,0,48.8302638128422,51.1697361871578,6.07267297162768,9.35788949726232,8.36236933797909,6.86908909905426,60.2787456445993,9.05923344947735
"060375416031",1291,25.6302521008403,43.3866891322662,14.512093411176,1.85902401239349,0,8.75290472501936,3.4856700232378,85.5151045701007,0,52.5174283501162,47.4825716498838,7.82339271882262,18.6676994577847,4.41518202943455,5.11231603408211,50.5034856700232,13.4779240898528
"060375416043",2078,19.7530864197531,18.2386910490857,12.223291626564,0.529355149181906,0,15.4956689124158,5.5822906641001,77.1896053897979,0,54.4754571703561,45.5245428296439,14.2444658325313,9.57651588065447,3.51299326275265,4.90856592877767,57.3147256977863,10.4427333974976
"060375433211",3293,4.46658097686375,9.36537276648182,1.94351655025812,14.3334345581537,0,60.4008502884907,6.62010324931673,13.3920437291224,0,49.86334649256,50.13665350744,5.49650774369876,13.7564530822958,2.85453993319162,5.61797752808989,56.1494078348011,16.1251138779229
"060375435022",1000,12.6865671641791,23.6363636363636,7.2,28.2,0,1.1,13.3,54.5,1.1,53.4,46.6,6.2,15.7,8.6,2.6,51.3,15.6
"060375501003",1119,14.4210526315789,3.35507921714818,2.85969615728329,6.5236818588025,0,15.2815013404826,6.6130473637176,71.5817694369973,0,43.6103663985702,56.3896336014298,15.1027703306524,9.38337801608579,5.63002680965147,1.60857908847185,51.295799821269,16.9794459338695
"060375501006",1718,13.2836747361887,6.22817229336438,3.0267753201397,8.78928987194412,0,12.2235157159488,10.7101280558789,68.2770663562282,0,49.4179278230501,50.5820721769499,6.22817229336438,15.5413271245634,1.39697322467986,5.47147846332945,61.5832363213038,9.77881257275902
"060371271021",1191,17.0753860127157,29.3918918918919,15.7939189189189,4.70193115029387,0,0.839630562552477,24.7691015952981,67.5902602854744,0,56.7590260285474,43.2409739714526,7.55667506297229,19.1435768261965,2.77078085642317,0,59.1939546599496,11.3350125944584
"060371011222",1249,2.93637846655791,0,9.04723779023219,9.60768614891914,0,0,85.6685348278623,2.80224179343475,0,44.915932746197,55.084067253803,1.84147317854283,11.369095276221,0,0.56044835868695,70.5364291433146,15.6925540432346
"060372016023",1000,19.2307692307692,18.7878787878788,13.1,8.6,0,0.3,5.3,84.7,0,49.3,50.7,6.4,10.7,2.6,1.8,66.6,11.9
"060371959032",774,10.3591160220994,12.1447028423773,8.52713178294574,19.7674418604651,0,0,30.8785529715762,44.702842377261,0,33.3333333333333,66.6666666666667,6.45994832041344,6.45994832041344,0,1.67958656330749,75.7105943152455,9.68992248062016
